Individual,BureauInquiries,CreditUsage,TotalCredit,CollectionReports,MissedPayments,HomeOwner,CreditAge,TimeOnJob,CreditScore
4452,8,0.240,17500,0,0,0,5.30,13,669
4453,6,0.240,16500,0,0,1,7.40,6,668
4454,6,0.440,16500,0,0,1,9.80,14,682
4455,6,0.240,12000,0,0,1,8.90,7,741
4456,7,0.220,17500,0,0,1,6.80,8,650
4457,8,0.170,15500,0,0,0,4.70,15,709
4458,7,0.250,14000,0,1,0,5.00,4,712
4459,7,0.330,13000,0,0,0,7.40,12,694
4460,7,0.210,15500,1,1,0,7.50,5,561
4461,7,0.400,13000,0,1,0,6.70,9,730
4462,6,0.280,17000,0,0,1,5.60,7,731
4463,7,0.410,12000,0,1,1,6.70,6,661
4464,6,0.290,12500,1,2,1,6.40,3,613
4465,6,0.260,24500,0,2,1,7.10,6,666
4466,6,0.160,14000,0,0,1,6.30,10,746
4467,6,0.190,35500,0,0,0,7.50,5,740
4468,9,0.270,17500,0,0,0,6.90,10,724
4469,7,0.280,19500,0,0,1,10.00,7,657
4470,8,0.300,18000,0,0,0,6.60,13,744
4471,9,0.310,25500,0,0,0,5.50,11,608
4472,6,0.210,15500,0,0,1,10.00,10,729
4473,7,0.260,17500,0,0,0,4.80,14,830
4474,9,0.270,17000,0,1,0,6.20,8,717
4475,6,0.280,15000,0,0,1,7.30,10,658
4476,7,0.210,16500,0,0,1,6.00,10,714
4477,6,0.240,19000,0,0,0,8.70,15,732
4478,6,0.290,15000,0,0,1,9.20,14,719
4479,9,0.380,27500,0,0,0,8.70,15,630
4480,6,0.440,22000,0,2,1,8.40,3,700
4481,6,0.360,14500,0,0,1,6.00,4,729
4482,6,0.320,17000,0,0,0,5.90,13,715
4483,7,0.270,13500,0,0,0,7.60,4,671
4484,6,0.460,13000,0,0,1,7.00,13,777
4485,6,0.250,24500,0,2,1,7.50,5,603
4486,5,0.310,14000,0,1,1,5.80,5,721
4487,7,0.130,18500,0,0,0,8.10,9,718
4488,6,0.280,20500,0,0,1,10.20,11,736
4489,7,0.270,38000,0,1,0,6.10,3,610
4490,7,0.150,14000,0,0,0,5.00,4,696
4491,7,0.250,17000,0,1,0,8.80,5,727
4492,7,0.180,16500,0,0,0,5.50,8,740
4493,8,0.400,20000,0,0,0,6.60,4,560
4494,5,0.530,8000,0,0,1,7.60,16,777
4495,6,0.180,13500,0,0,1,9.40,9,731
4496,7,0.170,22500,1,1,1,7.40,9,549
4497,7,0.420,8000,0,0,1,4.10,9,608
4498,7,0.210,36000,0,1,0,5.10,3,557
4499,5,0.310,18000,0,0,1,4.20,14,756
4500,5,0.170,16000,0,1,1,13.40,12,840
4501,7,0.360,16000,0,0,0,4.80,11,759
4502,6,0.250,17500,0,1,1,5.50,11,744
4503,6,0.170,21000,0,1,0,6.70,3,740
4504,7,0.260,16000,0,1,0,7.30,4,777
4505,7,0.360,19000,0,0,0,8.50,14,698
4506,6,0.250,14000,0,3,1,6.50,5,545
4507,7,0.340,23000,0,0,0,5.50,14,679
4508,6,0.450,13500,0,0,0,5.50,14,775
4509,6,0.210,18000,0,0,1,6.20,11,665
4510,7,0.190,16500,0,2,0,7.60,4,657
4511,7,0.280,16000,0,0,0,9.40,15,780
4512,8,0.260,14500,0,0,1,4.60,10,663
4513,5,0.440,5000,0,0,1,4.30,13,762
4514,6,0.230,24000,0,2,1,6.90,10,699
4515,8,0.330,18500,0,0,0,5.80,11,655
4516,7,0.230,23000,1,1,1,6.40,3,557
4517,6,0.330,15500,0,0,0,8.60,13,733
4518,7,0.290,15000,0,1,0,6.10,3,735
4519,5,0.310,17000,0,0,1,7.10,18,715
4520,7,0.260,15500,0,1,0,6.30,4,748
4521,7,0.300,13500,0,0,1,8.90,7,638
4522,7,0.220,13000,0,0,0,5.50,14,786
4523,6,0.180,16000,0,3,1,7.00,7,636
4524,8,0.140,17500,0,2,0,7.00,10,662
4525,7,0.180,19500,0,1,1,7.00,7,665
4526,8,0.190,24500,0,0,0,6.00,10,745
4527,6,0.730,12000,1,1,0,4.30,10,500
4528,6,0.180,17500,0,0,1,9.50,11,682
4529,7,0.260,24500,0,0,0,4.90,10,759
4530,7,0.230,35000,0,0,0,5.40,3,617
4531,6,0.300,14500,1,1,1,7.60,13,666
4532,8,0.230,13500,0,0,0,6.40,9,604
4533,6,0.350,14000,0,1,1,7.70,6,716
4534,7,0.290,25000,0,2,0,5.40,3,613
4535,5,0.250,14000,0,0,1,5.90,4,587
4536,6,0.270,17000,2,2,0,7.20,5,644
4537,7,0.280,14000,0,1,1,7.30,4,748
4538,6,0.250,20500,0,0,1,6.20,11,682
4539,6,0.390,13000,0,0,1,6.60,10,680
4540,6,0.410,9000,0,0,1,8.40,15,786
4541,6,0.180,17500,1,2,1,7.50,8,631
4542,7,0.180,17000,0,0,0,7.00,10,725
4543,7,0.280,18500,0,0,1,7.10,9,585
4544,7,0.210,24500,0,0,0,4.30,13,759
4545,6,0.280,21500,0,0,0,8.50,14,798
4546,7,0.220,16000,0,1,1,5.80,5,720
4547,8,0.230,37000,0,0,0,7.60,10,717
4548,6,0.230,18000,0,0,1,5.10,15,677
4549,6,0.500,11000,0,0,1,8.00,16,773
4550,6,0.260,17500,1,2,1,5.70,6,578
4551,6,0.220,14000,0,0,1,5.80,11,762
4552,7,0.260,13000,0,0,1,7.40,15,717
4553,7,0.210,16000,0,2,1,9.60,7,476
4554,6,0.150,15500,0,0,0,5.60,7,606
4555,7,0.320,15500,0,0,1,8.40,9,578
4556,6,0.240,15000,0,0,1,4.90,13,717
4557,7,0.240,17500,0,0,1,8.20,8,751
4558,6,0.500,13000,0,0,1,11.70,15,799
4559,6,0.110,14500,0,0,1,5.70,6,682
4560,7,0.190,25500,0,0,0,4.00,10,690
4561,7,0.190,13500,0,1,0,6.40,3,783
4562,5,0.190,14500,0,0,1,5.60,10,614
4563,5,0.350,17500,0,1,1,10.70,6,704
4564,8,0.200,21000,0,0,0,7.20,11,750
4565,5,0.310,14500,0,0,1,8.60,10,714
4566,5,0.270,8000,0,0,1,5.20,8,651
4567,7,0.250,18500,0,0,0,7.10,9,744
4568,8,0.370,16000,0,1,0,8.90,10,741
4569,7,0.190,12000,0,1,1,8.00,7,750
4570,6,0.300,22000,0,2,1,7.20,8,649
4571,6,0.240,13500,1,1,1,7.30,4,596
4572,7,0.180,23500,0,2,1,9.60,10,675
4573,7,0.200,26500,0,1,0,9.30,10,559
4574,6,0.220,16500,0,0,1,5.10,9,600
4575,7,0.160,18000,0,0,1,8.60,7,726
4576,6,0.190,17500,0,0,1,5.60,7,615
4577,7,0.230,19500,0,0,1,8.90,13,749
4578,6,0.270,14000,0,0,0,7.90,7,746
4579,7,0.140,20000,0,0,1,14.40,6,748
4580,5,0.320,10000,0,0,1,11.70,18,749
4581,6,0.190,21500,0,1,1,11.20,8,690
4582,6,0.470,18000,0,2,1,9.60,4,545
4583,6,0.220,18000,0,0,1,10.10,12,692
4584,5,0.230,15500,0,1,1,5.30,13,779
4585,6,0.260,13000,1,2,1,7.70,3,593
4586,7,0.190,15500,0,0,1,8.60,7,692
4587,5,0.340,11500,0,0,1,7.40,6,556
4588,7,0.510,14000,0,0,0,7.40,3,603
4589,6,0.250,20000,1,1,1,13.50,8,697
4590,6,0.210,18000,0,0,1,10.50,8,727
4591,8,0.220,18000,0,0,0,7.60,7,654
4592,6,0.240,11000,1,1,0,8.90,4,693
4593,9,0.280,26500,0,2,0,5.30,7,472
4594,7,0.420,10000,0,1,0,6.20,5,718
4595,6,0.280,26000,0,0,0,5.00,4,728
4596,7,0.340,16000,0,0,1,7.20,8,688
4597,6,0.330,23000,1,2,0,7.80,5,609
4598,6,0.240,24500,0,0,0,14.50,8,666
4599,6,0.250,16500,1,1,0,7.50,5,691
4600,4,0.290,11500,0,2,1,5.70,12,694
4601,9,0.310,25000,0,0,0,5.80,11,599
4602,6,0.320,16000,0,0,1,7.40,15,690
4603,8,0.230,20000,0,0,0,12.10,6,712
4604,5,0.240,17000,0,0,1,4.20,8,626
4605,7,0.200,14000,0,0,1,6.60,4,611
4606,5,0.250,13000,0,0,1,6.50,5,592
4607,7,0.220,25000,0,2,1,9.00,4,669
4608,6,0.230,12500,0,0,1,6.60,4,739
4609,8,0.350,26500,0,1,0,4.50,8,517
4610,7,0.250,14000,0,1,0,5.00,4,745
4611,8,0.200,21500,0,1,1,11.40,3,749
4612,6,0.360,9000,0,1,1,6.50,5,746
4613,7,0.390,12500,0,0,1,6.50,8,545
4614,6,0.285,24500,0,0,0,8.70,3,685
4615,5,0.210,20000,0,0,1,14.80,11,782
4616,7,0.260,18000,0,0,1,8.00,10,697
4617,6,0.140,21000,0,0,1,10.30,10,741
4618,8,0.160,24500,0,0,1,8.50,8,686
4619,6,0.450,21500,1,2,0,6.20,5,647
4620,7,0.170,16500,0,0,1,5.80,8,724
4621,6,0.280,26000,0,0,1,7.40,12,696
4622,5,0.415,6000,0,0,1,5.90,4,601
4623,7,0.350,24000,1,2,0,7.00,4,578
4624,6,0.310,17000,0,0,1,5.00,4,579
4625,7,0.320,16500,0,2,0,8.80,5,650
4626,6,0.230,21000,0,1,1,7.90,4,723
4627,6,0.310,15000,0,0,1,5.10,15,673
4628,6,0.410,32000,1,2,0,7.70,3,626
4629,6,0.290,17000,0,0,0,8.60,10,611
4630,7,0.280,13000,0,2,0,7.00,4,691
4631,7,0.130,19000,1,1,1,5.80,5,581
4632,5,0.200,14000,0,0,1,6.20,11,715
4633,7,0.260,16000,0,1,0,10.50,14,720
4634,5,0.240,15500,0,0,1,5.00,10,810
4635,7,0.260,15000,0,0,1,5.00,13,705
4636,6,0.250,17000,1,10,1,9.20,5,343
4637,6,0.250,21000,0,1,1,7.30,4,747
4638,7,0.140,18000,0,1,1,12.80,5,668
4639,5,0.530,8000,0,0,1,7.60,16,781
4640,5,0.315,18000,0,0,0,8.40,9,729
4641,6,0.220,14500,0,0,0,7.30,4,691
4642,6,0.210,16500,0,0,1,11.90,7,731
4643,7,0.230,18000,0,0,0,8.00,7,580
4644,6,0.620,7000,1,2,1,7.70,3,555
4645,7,0.300,13500,1,1,0,9.40,6,535
4646,6,0.290,23000,2,2,0,5.30,4,596
4647,6,0.480,25500,0,0,1,6.00,16,707
4648,6,0.320,26000,0,2,1,6.80,5,563
4649,6,0.270,12000,0,2,1,7.70,3,606
4650,7,0.560,8000,1,4,1,6.30,4,463
4651,6,0.550,6000,0,0,1,4.70,12,597
4652,6,0.290,11500,0,0,0,5.80,8,743
4653,7,0.550,3500,0,2,1,6.60,13,667
4654,7,0.220,12500,0,0,1,6.70,6,774
4655,7,0.280,19500,0,1,1,9.80,5,706
4656,5,0.280,15000,0,0,1,8.25,15,731
4657,6,0.210,19000,0,0,1,7.40,3,622
4658,6,0.330,14500,0,0,1,6.20,14,830
4659,8,0.140,19000,0,0,1,5.15,10,637
4660,6,0.330,10000,0,1,1,7.00,10,728
4661,5,0.310,15000,0,1,1,8.30,7,718
4662,7,0.300,14500,0,0,0,7.30,7,613
4663,5,0.200,11500,0,0,1,7.00,13,705
4664,8,0.160,18500,0,0,0,5.70,12,721
4665,5,0.250,16000,0,0,1,7.20,8,684
4666,6,0.150,29500,0,3,0,6.90,4,575
4667,5,0.260,21000,0,0,1,7.20,8,558
4668,7,0.300,18000,0,1,1,9.70,9,577
4669,7,0.320,18000,0,1,1,7.90,10,703
4670,6,0.250,16000,0,1,1,10.60,4,745
4671,7,0.240,13000,0,0,1,7.00,10,726
4672,6,0.230,14500,0,2,1,11.50,5,588
4673,6,0.200,22000,0,3,1,4.20,11,557
4674,5,0.120,11500,0,0,1,4.20,11,683
4675,6,0.280,17000,0,0,1,7.30,13,759
4676,5,0.110,17000,0,0,1,7.60,13,663
4677,8,0.210,17000,0,1,0,6.10,6,714
4678,7,0.460,32500,0,2,1,6.10,3,634
4679,8,0.280,25000,1,4,1,8.00,4,461
4680,7,0.290,17500,0,0,1,6.40,9,749
4681,6,0.370,16000,1,1,1,10.40,6,659
4682,7,0.310,9500,0,0,1,6.80,5,599
4683,6,0.210,9000,0,1,1,7.20,5,694
4684,6,0.280,20500,0,1,0,8.30,10,558
4685,8,0.420,14500,0,0,0,4.40,15,755
4686,6,0.190,15000,0,0,1,6.40,9,668
4687,7,0.430,24500,0,1,1,5.90,10,748
4688,6,0.340,13500,1,1,1,8.80,11,694
4689,7,0.220,20000,0,1,0,4.50,11,681
4690,8,0.240,25000,0,0,1,10.00,7,597
4691,6,0.380,9000,1,1,0,5.60,4,516
4692,6,0.290,12000,0,0,0,9.80,14,755
4693,5,0.340,15500,0,0,1,6.70,15,737
4694,5,0.350,8000,0,2,1,10.90,7,597
4695,7,0.260,16000,0,0,0,6.00,13,715
4696,5,0.280,14000,0,1,1,6.10,9,693
4697,7,0.190,22500,0,0,1,5.00,10,743
4698,6,0.290,15500,0,0,1,5.40,15,710
4699,7,0.300,22000,0,2,1,9.60,4,595
4700,5,0.360,13000,0,1,1,8.90,10,716
4701,7,0.210,14000,0,1,1,8.20,8,739
4702,5,0.190,14500,0,0,1,5.60,10,623
4703,7,0.290,17500,0,0,1,7.20,11,603
4704,8,0.220,17000,0,0,0,5.50,8,829
4705,6,0.300,24500,0,2,1,6.50,5,582
4706,7,0.160,13500,0,0,0,6.10,3,714
4707,5,0.260,11500,0,1,1,7.50,8,727
4708,8,0.400,24000,0,2,0,7.20,5,649
4709,7,0.190,16000,0,0,0,7.80,5,667
4710,5,0.360,6000,0,0,1,7.60,7,603
4711,7,0.260,18000,0,1,1,10.50,11,682
4712,7,0.200,14000,0,1,1,6.00,7,701
4713,6,0.360,15000,0,0,1,4.40,15,686
4714,8,0.250,14500,0,0,0,5.60,10,671
4715,6,0.320,17000,0,0,1,6.90,13,682
4716,7,0.280,13500,0,0,0,9.60,4,641
4717,5,0.360,13500,0,0,1,6.80,11,715
4718,7,0.260,17000,0,1,1,7.20,11,567
4719,6,0.360,16000,0,0,1,5.10,15,850
4720,8,0.330,17000,0,1,1,8.80,8,742
4721,6,0.230,8500,0,2,0,4.30,4,632
4722,7,0.200,16000,0,0,1,7.40,9,619
4723,6,0.270,27500,0,4,1,8.20,5,490
4724,6,0.340,26000,0,2,1,6.80,5,649
4725,7,0.340,19500,0,2,0,7.60,4,669
4726,5,0.230,16000,1,2,1,5.20,5,628
4727,5,0.180,12000,0,0,1,6.20,5,691
4728,6,0.260,11000,0,0,0,6.30,7,750
4729,7,0.310,14000,0,2,1,5.30,4,609
4730,6,0.330,20500,0,2,1,8.20,5,660
4731,8,0.180,26500,1,1,1,7.00,7,576
4732,6,0.380,14000,0,0,1,7.80,17,683
4733,6,0.190,21500,0,2,1,8.40,6,683
4734,6,0.290,12500,0,0,0,6.60,16,727
4735,6,0.180,16500,0,0,1,9.50,11,740
4736,5,0.220,11000,0,0,1,7.00,4,702
4737,6,0.120,17000,0,0,1,7.00,4,702
4738,7,0.420,12000,0,1,1,8.90,4,720
4739,6,0.330,16000,0,0,0,5.60,13,742
4740,7,0.240,16500,0,1,0,7.30,4,652
4741,7,0.340,16000,1,2,1,9.10,6,562
4742,5,0.320,12500,0,0,1,7.60,13,706
4743,7,0.390,27000,0,0,0,7.00,4,718
4744,8,0.180,19500,0,0,1,7.30,7,618
4745,6,0.380,9000,1,2,0,5.60,4,478
4746,8,0.170,16500,0,1,0,8.20,5,671
4747,6,0.340,14500,0,0,1,8.10,9,712
4748,5,0.220,24000,1,2,1,6.20,6,581
4749,7,0.270,13500,0,0,0,7.70,12,743
4750,7,0.280,10500,0,2,1,7.20,5,608
4751,8,0.150,19500,0,0,0,5.50,8,708
4752,7,0.330,13000,0,0,1,8.50,8,657
4753,6,0.160,20000,0,0,1,6.20,11,763
4754,4,0.345,18000,0,0,1,6.30,7,618
4755,6,0.240,13500,0,1,1,8.00,7,744
4756,6,0.290,26000,0,2,1,7.50,5,683
4757,8,0.280,22000,0,2,1,6.80,8,625
4758,6,0.400,16000,0,0,1,6.40,15,711
4759,6,0.170,22000,0,0,0,7.50,5,633
4760,6,0.240,13500,0,0,1,5.40,9,699
4761,6,0.270,21000,1,1,0,7.20,5,661
4762,6,0.150,14500,0,1,1,6.80,8,723
4763,7,0.260,13500,0,2,0,6.60,4,746
4764,6,0.280,12000,1,1,1,6.90,4,665
4765,7,0.310,24000,0,2,0,8.20,5,622
4766,7,0.200,14000,0,0,1,7.40,6,696
4767,6,0.180,12000,0,1,1,7.60,7,646
4768,7,0.410,34000,1,2,0,6.10,3,596
4769,6,0.400,8500,0,2,0,7.20,5,645
4770,7,0.280,21500,0,0,1,6.90,7,587
4771,6,0.340,14000,0,2,1,6.50,5,645
4772,7,0.260,16000,0,1,1,6.30,13,705
4773,7,0.320,20000,0,1,1,7.20,8,654
4774,5,0.330,16000,0,0,1,9.90,10,676
4775,7,0.220,26500,0,1,0,5.50,8,545
4776,7,0.200,26500,1,1,1,7.50,8,581
4777,7,0.380,20000,0,1,1,4.70,15,729
4778,6,0.160,18000,0,0,0,10.00,13,684
4779,5,0.230,15500,0,0,1,9.40,9,745
4780,6,0.250,15000,0,0,1,7.80,5,708
4781,7,0.250,50000,0,2,0,6.30,16,735
4782,6,0.180,17000,0,4,1,7.00,7,572
4783,5,0.300,6000,0,0,1,7.40,6,596
4784,6,0.270,16500,0,0,0,6.50,8,719
4785,6,0.220,16500,0,1,1,8.20,8,719
4786,6,0.270,9500,0,2,1,5.30,7,682
4787,6,0.310,17500,0,0,1,9.50,14,661
4788,5,0.300,13000,1,5,1,8.10,3,444
4789,6,0.320,15000,0,0,1,6.40,15,767
4790,5,0.270,16000,0,1,1,4.80,14,736
4791,7,0.150,21500,0,2,1,7.00,7,555
4792,6,0.450,15000,0,0,0,6.80,5,637
4793,5,0.345,7500,0,0,1,7.00,7,715
4794,6,0.230,21000,0,1,1,8.10,6,559
4795,7,0.230,19500,0,1,0,7.00,4,705
4796,6,0.200,17500,0,0,1,6.80,11,688
4797,6,0.310,16000,0,1,0,8.40,6,710
4798,6,0.240,9500,0,0,0,6.20,5,730
4799,6,0.310,16000,0,0,0,5.40,15,700
4800,6,0.180,14500,0,1,0,5.10,6,545
4801,8,0.390,18000,0,0,0,7.40,12,679
4802,8,0.250,24000,0,0,1,8.10,6,568
4803,6,0.370,22000,0,1,1,8.10,6,738
4804,5,0.305,8500,0,1,1,8.00,13,594
4805,7,0.250,13500,0,0,0,6.90,10,747
4806,6,0.360,17000,0,0,1,10.80,5,556
4807,7,0.300,13500,0,0,1,4.90,4,669
4808,6,0.270,17000,0,2,1,7.70,3,608
4809,6,0.330,10000,0,1,1,7.00,10,700
4810,6,0.420,10500,0,0,1,7.94,9,586
4811,7,0.340,14500,0,0,0,8.20,8,550
4812,8,0.240,24500,0,2,0,9.00,4,629
4813,6,0.410,16000,0,0,0,8.70,6,593
4814,7,0.320,17000,0,0,1,6.40,6,666
4815,7,0.390,19500,0,2,0,7.00,7,687
4816,7,0.240,12000,0,1,1,7.60,10,728
4817,6,0.170,11500,0,0,0,6.10,6,633
4818,5,0.250,11000,0,0,1,6.30,7,705
4819,7,0.300,19000,0,2,0,9.70,12,662
4820,6,0.210,13000,0,1,0,7.40,3,820
4821,5,0.280,34000,0,1,1,8.40,9,552
4822,6,0.420,20500,0,3,1,8.10,6,579
4823,7,0.300,17000,0,0,1,5.30,13,732
4824,6,0.230,10000,0,0,0,7.10,6,749
4825,6,0.160,15000,1,1,1,5.80,5,687
4826,5,0.240,19500,0,1,1,7.90,4,709
4827,6,0.130,17500,0,0,1,7.50,11,835
4828,5,0.240,10000,0,0,1,6.90,7,578
4829,6,0.240,19500,0,0,1,7.20,8,728
4830,6,0.150,14500,0,0,0,5.30,4,652
4831,6,0.340,35500,1,2,0,7.10,6,602
4832,8,0.220,15000,0,0,1,8.40,9,749
4833,7,0.360,17500,0,1,0,8.30,10,747
4834,7,0.260,15500,0,1,1,6.70,3,734
4835,6,0.220,26500,1,1,1,6.80,5,539
4836,7,0.210,21500,1,1,0,7.70,9,571
4837,7,0.410,14500,0,0,0,5.00,16,743
4838,7,0.280,39000,0,2,0,6.10,3,650
4839,7,0.270,12000,0,0,0,8.00,7,683
4840,6,0.250,13500,0,0,1,7.30,7,697
4841,6,0.240,24500,0,0,1,8.10,9,754
4842,6,0.310,5500,0,0,1,6.00,7,600
4843,6,0.260,26500,1,2,1,7.80,5,551
4844,7,0.200,18500,0,0,1,9.40,12,738
4845,6,0.440,17000,0,0,0,9.40,15,655
4846,6,0.410,5000,0,0,1,9.70,6,705
4847,5,0.250,15000,1,2,1,6.50,5,571
4848,7,0.340,24500,0,0,1,4.60,13,721
4849,7,0.300,12000,0,1,1,6.80,11,662
4850,6,0.300,12500,0,0,0,5.40,9,700
4851,6,0.520,16000,0,1,1,7.80,5,711
4852,7,0.430,12500,0,0,1,7.20,17,738
4853,7,0.420,20000,0,0,1,5.80,14,683
4854,8,0.120,19000,0,0,0,8.00,13,707
4855,7,0.440,10000,0,1,1,6.00,4,646
4856,6,0.150,22000,0,1,1,10.60,10,731
4857,6,0.340,23000,0,2,1,7.50,5,566
4858,6,0.260,21000,0,2,1,7.90,4,585
4859,6,0.160,16500,0,0,1,6.60,10,745
4860,6,0.410,12000,0,0,1,7.20,5,644
4861,7,0.260,12500,0,0,1,8.20,8,677
4862,7,0.350,19500,0,0,1,6.10,15,692
4863,7,0.290,13000,0,0,0,6.50,8,731
4864,6,0.180,14000,0,0,0,6.70,9,724
4865,5,0.300,5500,0,0,1,7.10,6,557
4866,7,0.250,14000,0,1,0,5.00,4,743
4867,7,0.470,9000,0,0,0,7.40,6,564
4868,8,0.270,15000,0,0,0,4.40,11,712
4869,8,0.200,24500,0,1,0,7.00,10,718
4870,6,0.230,13000,0,0,1,7.80,5,626
4871,8,0.300,14000,0,0,1,7.60,7,692
4872,7,0.210,17000,0,0,0,4.90,7,722
4873,7,0.210,15500,0,0,1,6.90,10,655
4874,7,0.270,18500,0,0,1,11.70,6,734
4875,7,0.250,15500,0,1,1,5.80,5,568
4876,6,0.540,16000,1,2,1,7.80,5,631
4877,5,0.490,7500,0,0,1,13.10,18,683
4878,6,0.280,14500,1,2,1,7.00,4,648
4879,6,0.560,7500,0,1,1,7.20,5,628
4880,7,0.410,12000,0,1,1,6.70,6,672
4881,6,0.240,21500,0,0,1,9.70,6,657
4882,8,0.420,18000,0,0,1,8.90,13,718
4883,6,0.300,20000,0,2,0,5.00,4,604
4884,6,0.330,13500,0,2,1,8.20,5,662
4885,5,0.220,11000,0,0,1,7.00,4,735
4886,7,0.210,14000,0,1,1,8.20,8,723
4887,6,0.310,20000,0,1,1,6.90,4,705
4888,6,0.340,16500,0,0,1,8.00,13,756
4889,6,0.210,15000,0,2,1,6.80,8,684
4890,6,0.220,18500,0,1,1,12.50,5,724
4891,6,0.270,7000,0,2,1,6.00,7,560
4892,6,0.310,13000,0,0,1,6.20,8,718
4893,5,0.435,9000,0,0,1,6.60,13,706
4894,7,0.350,16500,1,2,1,7.20,5,560
4895,6,0.180,20500,0,0,1,10.90,7,706
4896,5,0.170,15000,0,0,1,5.90,10,714
4897,6,0.350,28500,0,0,0,4.10,6,614
4898,7,0.200,14000,0,1,1,6.70,3,813
