Voter,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church,Undecided
5636,42,0,0,1,5,138,12,0,No
5637,48,1,1,1,2,68.5,15,0,Yes
5638,32,1,1,1,3,92,12,1,No
5639,63,1,0,1,4,165,20,1,No
5640,51,1,1,1,3,190,15,0,No
5641,34,1,1,1,6,82,18,0,Yes
5642,41,0,1,0,1,10,15,0,Yes
5643,36,1,1,1,7,68,15,1,Yes
5644,67,1,1,1,4,48,20,1,No
5645,40,1,0,1,5,116,15,0,Yes
5646,26,1,0,0,1,49,18,1,No
5647,40,1,1,1,2,91,8,1,No
5648,49,1,1,1,2,47,8,0,No
5649,64,1,1,0,3,30,20,1,No
5650,47,1,1,0,1,29,18,0,Yes
5651,40,1,1,1,3,127,18,1,No
5652,42,1,1,1,3,150,18,1,No
5653,67,1,0,0,1,159,20,0,No
5654,53,1,1,1,6,56,20,1,No
5655,47,1,0,1,3,151,15,0,Yes
5656,50,1,1,1,5,49,12,0,No
5657,35,1,1,1,3,77,18,1,No
5658,42,1,1,1,5,75,10,0,No
5659,57,0,1,1,3,41,13,0,Yes
5660,44,1,1,1,2,64,20,1,No
5661,34,0,1,1,3,60.5,9,1,No
5662,39,0,1,0,2,37,8,0,No
5663,42,1,1,0,1,69,18,0,Yes
5664,40,1,0,1,5,160,12,0,No
5665,63,1,0,1,4,62,16,1,Yes
5666,49,1,1,1,4,96,15,1,Yes
5667,40,0,0,1,2,108,8,0,No
5668,50,1,1,1,2,223,8,1,No
5669,35,1,1,1,6,55,12,1,No
5670,52,1,1,1,5,98,15,1,Yes
5671,28,1,1,0,1,55.5,12,0,No
5672,34,1,1,1,5,123,12,0,No
5673,59,1,1,1,3,79,20,0,Yes
5674,55,0,1,1,5,292,20,1,No
5675,25,1,1,1,6,113,8,0,No
5676,39,1,1,1,7,177,15,0,No
5677,55,1,1,0,2,62,20,1,No
5678,40,1,1,0,2,45,15,0,Yes
5679,42,1,1,0,3,57,12,0,No
5680,47,0,1,1,3,136.5,20,0,Yes
5681,52,1,1,0,2,151,18,1,No
5682,55,0,1,1,3,88,18,1,No
5683,51,1,0,1,3,138,20,0,No
5684,54,1,1,1,4,60,18,0,Yes
5685,46,1,1,1,4,95.5,18,0,Yes
5686,52,1,1,0,1,135,18,1,No
5687,58,1,1,0,1,50,20,1,No
5688,47,0,1,1,4,113,16,0,Yes
5689,48,1,0,1,6,38,13,0,Yes
5690,56,1,1,1,3,94,9,1,No
5691,54,1,1,1,5,41,12,0,No
5692,32,0,1,0,1,81.5,8,1,No
5693,37,0,1,1,2,47,8,0,No
5694,46,1,1,1,4,90,15,0,Yes
5695,23,1,1,1,2,130,8,1,No
5696,27,1,1,0,4,100,12,0,No
5697,49,1,1,0,1,111,18,0,Yes
5698,58,1,1,1,6,115,20,1,No
5699,48,1,1,1,2,62,20,1,No
5700,59,1,1,1,3,77,20,1,No
5701,51,1,1,1,5,91,8,1,No
5702,53,1,1,0,3,56,18,0,Yes
5703,54,1,1,1,4,125,15,0,Yes
5704,41,1,1,1,2,169,8,1,No
5705,55,1,0,1,5,55,20,1,No
5706,43,1,1,1,3,37,20,1,No
5707,42,1,1,1,3,195,18,1,No
5708,32,0,1,1,7,61,8,1,No
5709,70,1,1,1,3,93,20,0,Yes
5710,69,1,0,0,1,13.5,20,0,No
5711,37,1,1,1,4,77,12,0,No
5712,55,0,1,1,4,34,10,0,No
5713,67,1,1,1,5,115,13,1,Yes
5714,71,1,1,1,2,120,20,1,No
5715,41,1,1,1,4,67,20,1,Yes
5716,40,0,1,1,3,130,15,1,Yes
5717,47,0,0,1,5,130,8,0,No
5718,43,1,1,0,1,71,18,0,Yes
5719,54,1,0,1,5,104,18,1,No
5720,32,1,0,1,5,46,8,0,No
5721,33,0,1,1,6,103,15,1,Yes
5722,62,1,0,0,1,145,20,1,No
5723,64,1,1,1,3,99,13,0,Yes
5724,49,1,1,1,4,167,20,1,No
5725,49,1,1,1,5,148,20,1,No
5726,31,1,1,1,5,20,8,0,No
5727,41,1,1,1,3,105,15,0,Yes
5728,48,1,1,1,4,133,18,0,Yes
5729,59,0,0,1,4,123,13,1,Yes
5730,42,0,0,1,3,49,18,1,No
5731,62,1,1,1,4,51,20,1,No
5732,53,0,0,1,5,61.5,8,1,No
5733,65,1,1,1,3,66.5,20,0,Yes
5734,68,0,1,1,2,75,16,0,Yes
5735,52,1,0,0,1,168,16,1,Yes
5736,53,1,1,0,3,65,13,1,Yes
5737,35,1,1,1,5,281,18,0,No
5738,38,1,1,1,3,160,18,1,No
5739,71,1,0,1,2,100,10,0,No
5740,43,1,1,1,4,71,18,1,No
5741,50,1,1,1,3,44,18,1,No
5742,43,0,0,1,5,111,15,1,Yes
5743,57,1,1,1,4,69,18,0,Yes
5744,40,0,1,1,2,57,12,1,No
5745,30,1,1,1,3,199,12,1,No
5746,44,1,1,1,3,91,18,0,Yes
5747,50,1,1,1,3,93,18,1,No
5748,46,1,1,1,6,146,15,0,Yes
5749,45,1,1,1,3,100,20,1,No
5750,36,1,1,1,5,53,12,1,No
5751,50,1,1,1,4,180,15,0,No
5752,53,1,1,1,2,38,20,0,Yes
5753,34,1,0,1,2,90,12,0,No
5754,43,1,1,1,6,112,12,0,No
5755,37,1,0,1,2,70,18,1,No
5756,28,1,0,1,2,110,12,1,No
5757,50,0,1,1,2,78,18,0,Yes
5758,34,1,0,1,5,95,18,0,No
5759,49,0,0,1,4,104,18,0,No
5760,32,0,1,0,3,16,8,0,No
5761,48,1,1,1,2,79,18,1,No
5762,43,1,0,1,3,37.5,18,1,No
5763,42,1,1,1,4,198,15,1,No
5764,56,1,0,1,3,105,20,1,No
5765,41,0,1,1,4,90,15,0,Yes
5766,55,0,1,1,3,94,20,1,No
5767,49,1,1,1,3,75,20,1,No
5768,45,1,1,1,4,157,15,0,Yes
5769,64,1,1,0,1,80,8,0,No
5770,58,0,1,1,6,103,16,0,Yes
5771,53,1,1,0,2,67,18,0,Yes
5772,22,1,1,1,3,13,8,1,No
5773,51,1,1,1,5,160,12,1,No
5774,42,1,1,0,1,108,15,0,Yes
5775,40,1,1,1,4,107,8,1,No
5776,31,1,1,1,4,131,18,1,No
5777,55,1,1,0,5,110,13,0,Yes
5778,59,1,0,1,2,53,20,1,No
5779,34,1,1,0,2,80.5,18,1,No
5780,38,1,1,1,4,112,18,1,No
5781,57,0,1,1,6,33,20,0,Yes
5782,36,1,1,1,4,139,12,0,No
5783,34,0,1,1,4,6,8,1,No
5784,49,1,1,1,2,35,18,0,Yes
5785,56,0,1,1,2,90,20,1,No
5786,43,1,0,1,5,18,13,1,Yes
5787,55,0,1,1,3,60,20,0,Yes
5788,43,1,1,1,3,169,15,1,Yes
5789,72,1,0,1,5,91,20,1,No
5790,36,1,0,0,7,111,12,1,No
5791,41,1,1,0,3,173,8,1,No
5792,49,1,1,1,5,74,18,0,Yes
5793,37,1,0,1,2,131,18,1,No
5794,49,1,1,1,3,220,12,1,No
5795,62,1,1,1,6,139,20,1,No
5796,47,1,1,1,5,50,20,0,Yes
5797,33,1,1,1,4,142,15,0,Yes
5798,33,1,1,1,3,74,18,1,Yes
5799,42,1,1,1,2,116,18,0,Yes
5800,48,1,1,1,4,5,10,1,No
5801,28,0,1,1,7,140,8,1,No
5802,46,1,1,0,3,40,15,1,Yes
5803,66,1,1,1,2,185,8,0,No
5804,40,1,1,0,4,49,8,0,No
5805,33,1,1,1,3,40,15,1,Yes
5806,57,0,1,1,5,30,8,1,No
5807,52,0,1,1,2,111,18,1,No
5808,53,1,1,0,3,27,16,1,Yes
5809,41,1,1,1,2,125,18,1,No
5810,55,1,1,1,2,61.5,20,0,Yes
5811,48,1,1,1,3,59,18,0,Yes
5812,42,1,0,0,1,139,12,0,No
5813,34,0,0,1,2,87,8,0,No
5814,54,1,1,1,6,202,15,0,No
5815,57,1,0,1,3,122,20,1,No
5816,41,1,1,1,5,58,16,0,Yes
5817,57,1,0,1,3,108,13,1,Yes
5818,34,1,1,0,5,20,15,1,Yes
5819,47,0,1,0,1,17,18,0,Yes
5820,47,1,1,1,5,83,12,0,No
5821,28,1,1,1,2,129,12,0,No
5822,58,0,1,0,3,6,8,0,No
5823,51,0,1,0,2,10,8,1,No
5824,35,1,1,0,1,109,15,0,Yes
5825,57,1,1,1,4,182,15,1,No
5826,62,1,1,1,3,182,20,1,No
5827,66,1,1,1,2,70,20,1,No
5828,36,1,1,1,2,177,12,1,No
5829,37,0,1,1,2,108,18,0,Yes
5830,48,1,1,0,2,17,18,0,Yes
5831,45,1,1,1,5,98,15,0,Yes
5832,41,1,1,1,3,37,18,0,Yes
5833,41,1,1,1,4,125,8,0,No
5834,54,1,1,1,2,90,20,1,No
5835,60,1,0,1,4,67,13,0,Yes
5836,47,1,1,1,3,56,18,0,Yes
5837,68,1,0,1,2,55,8,1,No
5838,51,1,1,1,6,163,15,0,Yes
5839,45,1,1,1,2,134,18,0,Yes
5840,54,1,1,1,2,34,20,0,Yes
5841,67,1,1,0,1,14,10,0,No
5842,38,0,1,1,6,87,15,0,Yes
5843,51,1,1,1,3,133,20,0,Yes
5844,45,1,1,1,4,165,10,0,No
5845,48,1,1,1,3,182,20,0,Yes
5846,33,1,1,1,5,77,15,1,Yes
5847,58,1,1,1,5,86,10,0,No
5848,54,1,1,1,3,54,20,1,No
5849,49,1,1,1,4,91,18,1,No
5850,64,1,0,1,5,48,20,0,No
5851,37,1,1,1,3,96,18,0,Yes
5852,50,1,1,1,5,71,8,0,No
5853,35,0,1,1,3,125,12,0,No
5854,65,1,0,1,3,100,20,1,No
5855,49,1,0,1,3,493,15,0,No
5856,58,1,1,0,1,58,20,0,Yes
5857,49,1,1,0,2,48,18,1,No
5858,40,1,1,1,5,100,12,1,No
5859,32,1,0,1,6,86,15,0,Yes
5860,32,1,1,1,2,84.5,15,1,Yes
5861,40,1,1,0,1,71,9,1,No
5862,34,1,1,1,7,60,15,1,Yes
5863,52,1,1,1,5,135,20,0,Yes
5864,43,1,0,0,1,119,12,1,No
5865,47,1,1,1,5,118,15,1,Yes
5866,31,0,0,1,5,26,15,1,Yes
5867,56,1,1,1,4,51,20,0,Yes
5868,43,1,1,0,2,80,8,1,No
5869,44,0,0,0,1,65,8,0,No
5870,51,1,0,0,1,37,18,1,No
5871,60,1,1,1,3,157,8,0,No
5872,49,0,0,0,1,37.5,8,1,No
5873,54,1,1,1,2,54,16,1,Yes
5874,30,0,1,1,6,112,12,0,No
5875,44,1,1,1,4,37,18,0,Yes
5876,45,1,1,1,5,61,20,0,Yes
5877,36,1,1,1,5,100,15,0,Yes
5878,57,1,1,1,4,76,20,1,No
5879,35,1,1,1,4,83,18,0,Yes
5880,32,1,1,1,3,83,11,0,No
5881,47,1,1,1,5,68,15,1,Yes
5882,25,1,1,1,3,148,12,0,No
5883,45,1,0,1,4,63,18,1,No
5884,32,0,1,0,4,21,11,1,No
5885,47,1,1,1,4,163,13,0,Yes
5886,45,1,1,0,5,115,12,0,No
5887,47,1,1,0,1,24,20,1,No
5888,51,1,1,1,2,99,20,1,No
5889,60,0,0,1,3,29,20,0,No
5890,43,1,1,1,5,200,15,1,No
5891,27,1,1,1,4,123,12,1,No
5892,47,1,1,1,3,97,10,1,No
5893,62,1,1,1,5,137.5,20,1,No
5894,49,1,1,1,3,38,8,0,No
5895,42,1,1,0,2,67,18,0,Yes
5896,58,1,1,1,2,143,20,0,Yes
5897,48,1,1,1,4,95,20,1,No
5898,29,1,0,0,2,76,15,1,Yes
5899,50,1,1,1,2,17,20,0,Yes
5900,73,1,0,0,1,5,20,0,No
5901,36,0,1,1,4,94,15,0,Yes
5902,52,1,1,1,2,455,20,1,No
5903,40,1,1,1,2,214,18,1,No
5904,47,0,1,1,2,173,18,0,Yes
5905,48,1,1,1,3,52,13,0,Yes
5906,61,0,1,1,3,8,20,0,Yes
5907,51,1,1,1,5,142,20,1,No
5908,77,1,1,1,3,87,16,0,Yes
5909,60,1,1,1,2,127,20,0,Yes
5910,51,1,1,1,3,65,15,1,Yes
5911,45,1,1,0,1,184,18,0,Yes
5912,38,1,0,0,2,102,15,1,Yes
5913,51,1,1,0,2,20,10,0,No
5914,33,1,1,1,4,155,15,1,Yes
5915,56,1,1,1,3,167,16,0,Yes
5916,50,1,1,1,2,148,20,1,No
5917,37,0,1,1,3,87,15,1,Yes
5918,40,1,0,1,4,129,15,1,Yes
5919,43,1,1,1,3,235,12,0,Yes
5920,38,1,0,1,6,49,8,0,No
5921,62,1,0,1,4,91,16,1,Yes
5922,57,1,1,0,1,7,8,1,No
5923,63,1,1,0,5,239,20,1,No
5924,36,1,1,1,3,40,15,0,Yes
5925,49,0,1,1,3,176,16,1,No
5926,50,1,1,1,3,56.5,12,0,No
5927,54,0,1,0,1,55,8,1,No
5928,48,1,1,0,1,38,18,0,Yes
5929,49,1,1,1,2,288,15,1,No
5930,63,1,1,1,2,78.5,20,1,No
5931,31,1,0,1,7,129,15,0,Yes
5932,47,1,1,0,2,41,8,1,No
5933,52,1,1,1,5,126,20,0,Yes
5934,55,1,0,0,3,9,9,1,No
5935,71,1,1,1,3,40.5,20,1,No
5936,53,0,0,1,3,152,20,0,No
5937,43,1,0,1,5,69,15,1,Yes
5938,31,1,1,0,1,473,12,0,No
5939,30,1,1,1,5,134,15,1,Yes
5940,53,1,1,0,6,31,16,1,Yes
5941,53,1,1,1,3,97,8,1,No
5942,51,0,1,0,2,20,8,0,No
5943,64,1,1,1,3,34,8,1,No
5944,37,1,0,0,1,61,8,0,No
5945,47,0,1,0,1,67,8,1,No
5946,50,1,1,1,7,80,18,1,No
5947,54,1,1,0,1,202,18,0,Yes
5948,58,1,1,1,3,204,18,1,No
5949,44,1,0,1,5,93,18,1,No
5950,57,1,0,1,3,60,18,0,No
5951,52,1,1,1,2,114,20,1,No
5952,73,1,1,0,4,48,16,1,Yes
5953,67,1,1,1,3,134,20,0,Yes
5954,20,1,1,1,3,106,12,0,No
5955,48,1,0,1,2,10,20,1,No
5956,59,1,1,0,3,74,16,1,Yes
5957,61,1,1,0,1,10,20,1,No
5958,48,1,1,1,6,78,20,0,Yes
5959,56,1,1,1,4,21,18,0,Yes
5960,48,0,1,1,2,12,15,0,Yes
5961,58,1,1,1,2,47.5,10,1,No
5962,52,1,0,1,7,114,16,1,Yes
5963,46,1,1,1,6,72,8,0,No
5964,39,1,1,1,3,68,18,1,No
5965,55,1,1,1,3,55,15,1,Yes
5966,52,0,1,1,4,64,18,0,Yes
5967,63,1,1,1,4,46,16,1,Yes
5968,43,1,1,0,4,54,18,1,No
5969,52,1,1,1,4,190,10,1,No
5970,36,1,0,0,1,70,9,0,No
5971,52,1,1,1,3,66,20,0,Yes
5972,58,1,0,1,5,344,16,0,No
5973,55,1,1,0,1,75,20,1,No
5974,57,1,1,1,3,80,20,0,Yes
5975,35,1,1,1,5,99,15,0,Yes
5976,43,0,1,1,3,4,8,1,No
5977,61,1,1,1,2,158,20,1,No
5978,60,1,0,1,4,121,8,1,No
5979,34,1,1,1,5,63,12,1,No
5980,36,1,1,0,1,74,8,0,No
5981,49,0,1,0,2,10,8,1,No
5982,47,0,1,1,4,49,20,1,No
5983,54,1,1,1,3,161,16,0,Yes
5984,41,1,0,1,6,138,8,0,No
5985,65,1,1,1,3,150,16,1,Yes
5986,63,1,1,1,4,49,20,1,No
5987,60,1,1,1,5,125,16,0,Yes
5988,48,1,0,0,3,44,8,0,Yes
5989,34,0,1,1,4,93,15,0,Yes
5990,35,1,0,1,6,139,12,1,No
5991,47,0,1,1,5,75,18,1,No
5992,49,1,1,1,2,125,20,1,No
5993,47,1,1,1,3,84,20,1,No
5994,61,1,1,1,5,132,16,0,Yes
5995,47,1,0,1,5,105,15,1,Yes
5996,28,1,1,0,4,4,15,0,Yes
5997,65,1,1,1,5,77,13,0,Yes
5998,64,1,1,0,2,15,20,0,Yes
5999,44,1,1,0,1,89,18,0,Yes
6000,66,1,1,1,2,149,20,0,Yes
6001,36,1,1,0,3,130,12,1,Yes
6002,54,0,1,1,5,86,20,0,Yes
6003,32,1,1,1,7,49,11,1,No
6004,59,0,1,1,4,85,20,1,No
6005,36,1,1,0,2,39,18,1,No
6006,38,1,1,1,3,39,8,1,No
6007,70,1,1,1,3,119,20,1,No
6008,53,1,1,1,3,156,18,1,No
6009,47,1,1,1,4,58,12,1,No
6010,43,1,1,1,3,126,18,1,No
6011,29,1,1,1,3,211,15,0,No
6012,43,1,1,1,5,169,15,0,Yes
6013,57,1,1,0,1,18,9,0,No
6014,46,1,1,1,6,77,12,1,No
6015,32,0,1,1,2,186,15,1,No
6016,55,1,1,1,4,120,20,1,No
6017,43,0,1,0,6,126,8,0,No
6018,42,1,1,1,4,163,12,0,Yes
6019,53,1,1,1,6,74,8,1,No
6020,48,1,1,1,3,213,15,1,No
6021,40,1,1,1,5,354,8,1,No
6022,30,1,1,0,3,88,8,0,No
6023,63,1,1,1,3,65,20,0,Yes
6024,46,1,1,0,3,105,10,0,No
6025,52,1,1,1,6,469,15,0,No
6026,41,1,1,1,3,28,12,1,No
6027,53,1,1,1,2,34,20,0,Yes
6028,75,0,1,1,4,127,8,1,No
6029,31,1,1,0,2,74,15,0,Yes
6030,38,1,1,0,3,203,15,0,No
6031,36,1,1,1,5,77,18,0,Yes
6032,50,1,1,1,2,152,18,1,No
6033,57,1,1,0,1,158,18,1,No
6034,54,1,1,1,3,25,9,0,No
6035,61,1,1,0,1,33,8,1,No
6036,34,0,1,0,1,46.5,8,1,No
6037,46,0,1,0,1,127,8,0,No
6038,49,1,1,1,5,233,18,1,No
6039,63,1,1,0,3,37,20,0,Yes
6040,64,1,1,1,4,75,20,0,Yes
6041,42,1,1,1,5,56,18,1,No
6042,39,1,1,1,2,77,12,0,No
6043,41,1,0,0,3,70,20,0,No
6044,50,1,0,1,6,540,15,0,No
6045,39,1,1,1,4,267,15,0,No
6046,31,1,0,1,5,108,8,0,No
6047,41,0,1,1,7,76,15,1,Yes
6048,54,1,0,1,2,63,13,0,Yes
6049,50,0,1,0,1,4,8,0,No
6050,31,1,1,1,4,109,15,1,Yes
6051,24,1,1,1,4,111,15,0,Yes
6052,65,1,1,1,2,33,20,0,Yes
6053,39,0,1,0,1,88,18,1,No
6054,35,1,1,1,5,110,12,1,No
6055,44,0,1,1,2,202.5,9,0,No
6056,47,1,1,1,3,101,8,0,No
6057,55,1,1,1,3,68,20,0,Yes
6058,64,1,1,1,3,56.5,20,0,Yes
6059,43,1,1,0,2,35,20,1,No
6060,47,1,1,1,6,40,8,1,No
6061,55,1,1,1,5,156,8,1,No
6062,38,1,1,1,5,109,12,1,No
6063,53,1,1,1,6,112,8,0,No
6064,47,1,1,0,2,113,18,1,No
6065,27,0,1,0,2,20,8,1,No
6066,45,1,1,0,2,8,10,1,Yes
6067,48,1,1,1,5,85,15,1,Yes
6068,52,1,1,1,2,119,18,1,No
6069,61,1,1,1,2,17,20,0,Yes
6070,54,1,1,1,2,40,20,1,No
6071,44,1,0,0,1,50,8,1,No
6072,61,1,0,1,4,26,20,0,No
6073,42,1,1,1,5,172,15,0,Yes
6074,31,1,1,0,1,34,18,0,Yes
6075,52,1,0,1,2,74,18,1,No
6076,42,1,1,1,6,153,18,1,Yes
6077,39,1,1,1,6,97,18,1,No
6078,58,1,1,1,2,91,20,0,Yes
6079,40,1,0,1,2,57.5,15,1,Yes
6080,52,1,0,0,1,106,15,1,Yes
6081,64,1,1,1,5,78,20,0,Yes
6082,53,1,0,0,3,92,20,0,No
6083,43,1,1,1,2,82,13,0,Yes
6084,61,1,1,0,4,28,8,1,No
6085,50,1,1,1,2,37.5,20,0,Yes
6086,38,0,1,1,4,334,12,0,No
6087,61,1,1,0,2,5,8,0,No
6088,76,0,1,0,2,4,8,1,No
6089,67,1,1,0,3,137,20,1,No
6090,74,1,1,1,4,79,16,1,Yes
6091,55,1,1,1,3,24,18,1,No
6092,50,1,0,1,5,526,18,1,No
6093,38,1,1,1,2,126,18,1,No
6094,57,1,1,1,2,93,20,0,Yes
6095,48,1,0,0,1,73,20,1,No
6096,48,0,0,1,3,140,8,0,No
6097,51,1,1,1,2,155,20,1,No
6098,33,1,1,0,3,60,15,0,Yes
6099,45,0,0,1,3,5,8,0,No
6100,61,1,1,1,7,156,13,0,Yes
6101,53,1,1,1,5,117,20,0,Yes
6102,50,1,1,1,3,34,20,0,Yes
6103,48,1,1,0,1,44,18,1,No
6104,64,0,1,1,3,30,20,1,No
6105,67,1,0,0,4,58,20,0,No
6106,54,1,0,1,4,119,18,0,No
6107,36,1,0,1,4,87,12,1,No
6108,41,1,1,1,6,115,18,0,Yes
6109,51,1,1,1,4,122,20,1,No
6110,28,1,1,1,3,306,15,0,No
6111,48,1,1,0,2,101,18,0,Yes
6112,43,1,0,1,4,73,18,1,No
6113,49,1,0,1,2,45,8,0,No
6114,69,1,1,1,4,162,20,1,No
6115,48,1,1,1,3,53,18,0,Yes
6116,64,1,0,1,2,57,10,0,No
6117,55,1,1,1,2,120,8,0,No
6118,47,1,1,1,3,23,18,1,No
6119,29,1,1,1,5,163,12,1,No
6120,26,1,1,1,6,10,15,1,Yes
6121,55,1,1,1,7,100,12,1,No
6122,49,1,1,1,3,17,15,0,Yes
6123,47,1,1,1,5,20,8,0,No
6124,46,1,1,1,3,41,18,1,No
6125,66,1,0,0,1,31,10,1,No
6126,65,1,1,0,1,158,16,1,Yes
6127,47,1,0,1,2,117,20,0,No
6128,54,1,1,1,5,101,16,1,Yes
6129,31,1,0,1,7,109,11,0,No
6130,36,1,1,1,2,77,8,0,No
6131,32,1,1,1,5,63,12,1,No
6132,30,1,1,0,1,171,15,1,Yes
6133,38,1,1,1,5,160,15,1,Yes
6134,48,1,1,1,3,174,18,0,Yes
6135,36,1,0,1,2,191,12,1,No
6136,47,1,1,1,7,28,12,0,No
6137,52,1,1,1,3,35,20,1,No
6138,63,1,1,1,2,57,20,0,Yes
6139,38,1,1,1,5,153,8,0,No
6140,45,0,1,1,2,103,8,1,No
6141,50,0,1,1,3,152,8,1,No
6142,43,1,0,1,3,131,12,1,No
6143,65,1,1,1,3,74,20,1,No
6144,53,1,1,1,2,130,13,1,Yes
6145,52,1,1,0,1,50,18,0,Yes
6146,39,1,1,1,4,477,15,1,No
6147,66,0,1,1,5,107,16,0,Yes
6148,39,1,1,1,3,124,18,0,Yes
6149,55,0,1,1,3,96,18,1,No
6150,61,1,1,1,5,116,20,0,Yes
6151,63,0,1,0,3,59,13,1,Yes
6152,76,1,1,0,1,93,16,1,Yes
6153,62,1,1,1,2,61,20,0,Yes
6154,49,0,1,0,3,53,8,1,No
6155,55,1,1,1,2,80.5,20,0,Yes
6156,47,1,1,1,3,183,18,1,Yes
6157,56,1,1,1,4,5,18,0,Yes
6158,50,1,1,1,7,75,18,1,No
6159,39,1,0,0,2,97,9,0,No
6160,33,0,1,0,5,82,12,0,No
6161,56,1,1,1,2,41.5,20,1,No
6162,34,0,1,0,2,29,8,1,No
6163,51,0,0,1,3,210,8,0,No
6164,52,1,1,1,3,497,20,0,No
6165,37,1,1,1,2,115,18,1,No
6166,54,1,1,1,2,154,8,1,No
6167,55,1,0,1,2,100,20,1,No
6168,64,1,1,1,4,454,20,1,No
6169,53,1,1,1,2,74,20,0,Yes
6170,62,1,1,1,5,162,13,1,Yes
6171,32,1,0,1,6,286,15,0,No
6172,45,1,1,1,4,61,15,1,Yes
6173,46,1,1,1,6,205,12,0,No
6174,48,1,1,0,2,87,20,0,Yes
6175,44,0,1,0,4,13,15,1,Yes
6176,61,1,1,0,3,9,20,0,Yes
6177,49,1,1,1,2,90,16,1,Yes
6178,44,1,1,0,4,51,15,1,Yes
6179,50,0,1,1,5,99,18,1,No
6180,62,1,1,1,3,27,20,1,No
6181,59,1,1,0,5,46,20,1,No
6182,58,1,1,1,2,48,20,0,Yes
6183,41,1,1,1,3,32,18,0,Yes
6184,38,0,1,1,3,203,18,0,Yes
6185,44,1,1,1,4,104,8,1,No
6186,38,0,0,0,2,47.5,18,1,No
6187,58,1,1,1,5,113,20,0,Yes
6188,58,1,1,1,3,109,20,0,Yes
6189,42,0,1,1,2,179,15,0,No
6190,40,1,1,1,2,56,9,0,No
6191,30,1,1,1,4,138,12,0,No
6192,32,0,1,0,2,43.5,9,0,No
6193,34,1,1,1,7,131,15,0,Yes
6194,60,0,1,1,3,23,20,0,Yes
6195,40,1,1,1,5,56,15,0,Yes
6196,32,0,0,1,2,130,12,0,No
6197,48,1,1,1,4,74,18,0,Yes
6198,69,1,0,1,2,124,16,1,Yes
6199,43,1,1,1,4,114,15,1,Yes
6200,54,1,1,1,3,51,20,0,Yes
6201,42,1,1,0,2,71,8,1,No
6202,77,0,1,0,5,114,8,0,No
6203,62,1,1,1,3,120,20,1,No
6204,57,1,1,1,5,100,10,0,No
6205,42,1,1,1,2,5,8,1,No
6206,52,1,1,1,2,14,18,1,No
6207,30,0,1,1,2,27,9,0,No
6208,49,1,1,1,6,6,15,1,Yes
6209,51,1,1,1,6,115,16,0,Yes
6210,38,1,1,1,6,116,15,0,Yes
6211,39,1,1,1,2,43.5,15,0,Yes
6212,36,1,1,1,4,144,15,0,Yes
6213,53,1,1,1,2,57,20,0,Yes
6214,39,1,1,1,2,161,15,1,Yes
6215,59,1,1,1,5,19,20,1,No
6216,21,1,1,1,3,98,14,0,Yes
6217,61,1,1,1,2,48,20,0,Yes
6218,48,1,0,0,1,163,20,1,No
6219,55,1,1,1,4,40,15,1,Yes
6220,52,1,1,1,3,131,20,0,Yes
6221,34,1,1,0,2,11,18,0,Yes
6222,54,0,0,1,3,112,20,0,No
6223,54,1,1,1,3,66,20,1,No
6224,72,1,1,0,2,34,8,1,No
6225,37,1,0,0,3,41.5,12,1,No
6226,70,0,1,0,3,132,8,1,No
6227,57,1,1,1,2,171,20,0,Yes
6228,47,1,1,1,4,163,20,0,Yes
6229,48,1,1,1,2,105,20,0,Yes
6230,64,1,1,1,3,134.5,20,1,No
6231,37,1,1,1,4,170,18,1,No
6232,41,1,1,1,5,111,15,0,Yes
6233,38,1,0,1,6,426,12,0,No
6234,58,1,0,1,2,186,20,1,No
6235,48,1,1,0,1,25,15,1,Yes
6236,44,1,1,1,2,532,18,1,No
6237,45,1,1,1,3,136,15,1,Yes
6238,66,1,0,1,3,166,20,1,No
6239,28,0,1,1,5,96,15,1,Yes
6240,37,1,1,0,4,58,18,0,Yes
6241,34,1,1,1,5,139,11,1,No
6242,58,1,1,1,3,83,20,0,Yes
6243,50,1,1,1,5,241,8,1,Yes
6244,52,0,0,0,1,38.5,20,1,No
6245,36,0,1,1,2,88,18,1,No
6246,33,1,1,1,3,86,18,1,No
6247,76,1,0,1,3,22,20,0,No
6248,48,1,1,1,5,103,20,1,No
6249,40,1,1,0,1,22,15,1,Yes
6250,71,1,0,1,2,145,20,0,No
6251,52,1,1,0,2,58,8,1,No
6252,44,1,0,0,1,98,12,0,No
6253,33,1,1,1,6,61,12,1,No
6254,46,1,1,0,2,38,15,0,Yes
6255,45,0,1,1,4,46,8,0,No
6256,49,0,1,0,2,4,8,0,No
6257,45,1,1,1,4,269,20,0,No
6258,54,1,1,1,5,35,8,1,No
6259,54,1,0,0,1,99,20,0,No
6260,48,1,1,1,3,14,20,0,Yes
6261,45,1,1,1,5,184,9,1,No
6262,63,1,1,1,2,45,8,0,No
6263,38,1,1,1,4,127,12,1,No
6264,36,1,1,1,4,229,12,1,No
6265,48,1,1,1,6,50,12,1,Yes
6266,56,1,0,0,2,165,20,1,No
6267,64,1,0,0,6,20,20,1,No
6268,56,1,1,1,2,62,18,1,No
6269,63,1,1,1,5,14,20,0,Yes
6270,38,1,0,0,2,35,9,0,No
6271,53,1,0,0,1,138,20,0,No
6272,44,1,1,0,1,177,16,1,Yes
