Individual,BureauInquiries,CreditUsage,TotalCredit,CollectionReports,MissedPayments,HomeOwner,CreditAge,TimeOnJob,CreditScore
2983,5,0.280,13500,0,1,1,6.10,9,737
2984,6,0.390,41500,0,0,0,7.50,5,594
2985,7,0.260,31500,1,4,1,6.70,3,480
2986,5,0.470,7000,1,2,1,8.60,10,492
2987,7,0.200,19500,0,0,1,7.40,9,595
2988,7,0.170,23500,0,0,1,7.00,7,648
2989,7,0.170,21000,0,1,1,11.30,4,680
2990,7,0.220,19000,0,0,1,6.30,4,768
2991,5,0.420,6000,0,0,1,5.90,13,699
2992,7,0.260,14000,0,0,1,5.40,3,625
2993,7,0.350,35500,1,1,1,7.70,9,560
2994,8,0.190,16000,0,0,0,7.60,10,630
2995,7,0.290,27500,0,2,0,7.80,5,573
2996,9,0.150,34000,0,0,0,6.20,8,722
2997,7,0.280,21000,0,2,1,12.00,4,696
2998,6,0.190,12500,0,0,1,7.80,11,723
2999,6,0.350,16500,1,2,1,7.20,5,618
3000,8,0.230,22500,0,0,1,5.50,11,629
3001,6,0.210,20000,0,0,1,7.50,11,740
3002,8,0.330,17000,0,2,1,6.20,5,571
3003,6,0.260,11500,1,2,1,7.50,5,644
3004,8,0.270,13000,0,0,1,6.70,9,598
3005,6,0.220,19500,0,2,1,10.50,14,670
3006,6,0.220,17000,1,1,1,6.70,6,670
3007,6,0.210,12000,0,1,0,8.50,8,769
3008,6,0.270,15000,0,2,1,7.80,5,656
3009,6,0.300,20000,1,3,1,8.20,8,514
3010,7,0.330,20500,0,2,1,9.30,4,649
3011,4,0.225,19000,0,0,1,6.90,7,693
3012,6,0.240,14500,0,2,0,6.40,3,643
3013,7,0.240,16000,0,0,1,6.60,10,768
3014,6,0.220,17500,0,1,1,8.90,7,776
3015,7,0.290,15500,0,0,1,5.50,11,637
3016,6,0.300,16500,0,1,1,11.90,13,754
3017,6,0.230,16500,0,0,1,6.70,15,685
3018,7,0.240,15500,0,1,0,7.30,4,735
3019,7,0.130,14500,0,0,1,6.10,6,731
3020,7,0.160,15000,0,1,0,6.10,3,685
3021,6,0.190,19000,0,0,1,7.00,10,685
3022,6,0.400,15500,0,0,0,6.60,10,662
3023,6,0.330,23000,1,1,1,6.50,5,534
3024,6,0.350,26000,0,3,1,5.30,13,486
3025,6,0.220,17000,0,0,0,11.80,11,706
3026,5,0.260,13000,0,0,1,7.30,7,570
3027,6,0.360,19500,0,0,1,5.90,10,774
3028,7,0.250,26500,0,2,1,8.90,10,580
3029,6,0.310,13000,1,1,1,7.20,8,689
3030,6,0.360,20500,1,2,1,7.30,4,620
3031,6,0.320,18000,0,0,1,6.30,4,582
3032,7,0.340,23000,0,0,0,11.90,13,668
3033,5,0.280,13000,0,1,1,6.10,9,756
3034,7,0.320,30000,1,2,1,8.60,4,534
3035,7,0.250,16000,0,2,1,7.30,4,730
3036,5,0.420,18000,0,0,1,5.40,15,688
3037,6,0.380,14000,0,0,0,5.20,14,704
3038,7,0.240,15500,0,0,0,5.35,11,692
3039,10,0.220,28000,0,1,0,10.50,5,731
3040,7,0.170,14500,0,0,1,9.20,8,721
3041,7,0.290,14500,0,1,1,8.90,7,699
3042,7,0.140,24500,0,0,1,10.80,8,691
3043,5,0.600,7000,0,3,1,6.70,9,581
3044,5,0.340,5000,0,0,1,7.60,10,748
3045,7,0.230,14000,0,4,1,11.00,7,495
3046,6,0.330,18000,0,0,0,4.60,13,765
3047,6,0.340,12000,1,4,1,6.00,4,463
3048,7,0.330,16000,0,0,1,5.50,8,663
3049,7,0.160,24500,0,0,1,7.10,9,719
3050,6,0.160,16500,0,1,1,7.50,8,648
3051,6,0.330,12000,0,0,0,4.50,11,770
3052,7,0.390,16000,0,0,0,9.50,14,769
3053,6,0.300,15000,0,0,1,6.90,16,703
3054,6,0.310,4000,0,0,1,6.00,7,628
3055,8,0.180,24500,0,0,0,10.20,8,723
3056,6,0.170,15000,0,0,0,7.20,8,702
3057,8,0.310,18000,0,0,0,5.00,16,773
3058,6,0.270,13500,1,2,1,6.90,4,608
3059,7,0.120,13500,0,0,1,5.40,6,839
3060,6,0.280,13500,0,0,0,8.20,8,747
3061,6,0.290,23500,1,2,1,8.30,4,640
3062,6,0.300,12500,0,0,0,5.40,9,678
3063,6,0.330,13000,0,0,1,6.60,10,734
3064,6,0.250,13000,0,0,1,10.20,11,612
3065,6,0.210,13500,0,1,1,10.50,8,732
3066,6,0.300,14500,0,0,1,9.90,10,720
3067,7,0.340,17500,0,0,1,5.00,13,723
3068,7,0.190,25500,0,0,1,7.10,9,673
3069,7,0.260,23000,0,0,1,9.00,7,639
3070,7,0.300,11000,0,2,0,6.90,4,650
3071,5,0.260,14500,0,0,1,6.20,11,720
3072,6,0.330,17000,1,2,1,9.50,5,541
3073,6,0.240,14000,1,2,1,6.10,6,581
3074,6,0.260,17000,0,0,1,7.00,13,707
3075,5,0.245,16000,0,1,0,6.90,4,730
3076,5,0.360,26000,2,2,0,6.10,6,603
3077,5,0.370,17000,0,0,1,8.10,15,695
3078,5,0.610,5000,0,0,1,10.15,19,737
3079,6,0.260,14000,1,2,1,10.50,5,597
3080,7,0.230,19000,0,1,0,6.00,4,709
3081,6,0.250,16000,0,1,1,7.60,7,715
3082,9,0.280,20500,0,0,0,3.50,8,659
3083,6,0.160,16000,0,1,0,5.00,4,747
3084,8,0.320,18000,0,2,0,4.00,7,690
3085,6,0.530,14500,0,0,1,8.20,17,740
3086,7,0.080,24500,0,0,1,6.60,7,742
3087,5,0.340,12500,0,0,0,8.20,11,714
3088,7,0.170,20500,1,1,1,13.10,9,538
3089,5,0.260,14500,0,0,1,7.20,11,716
3090,9,0.420,25000,0,0,0,4.00,7,559
3091,8,0.300,23500,0,0,0,8.60,7,764
3092,6,0.230,18500,0,0,1,7.60,4,588
3093,7,0.270,17000,0,1,0,6.50,8,732
3094,7,0.180,15500,0,1,0,5.70,9,744
3095,8,0.250,19000,0,0,1,5.50,11,707
3096,7,0.210,14000,0,1,1,8.20,8,728
3097,6,0.300,14500,0,0,1,6.70,15,760
3098,7,0.180,19500,0,0,1,9.40,9,645
3099,7,0.160,14000,0,2,1,8.30,7,676
3100,7,0.280,26000,0,0,0,6.00,4,626
3101,6,0.110,13500,0,0,1,5.70,6,686
3102,6,0.280,20000,0,2,0,6.30,16,700
3103,6,0.320,17500,0,0,0,4.40,12,653
3104,6,0.250,13500,0,0,1,6.30,10,686
3105,6,0.270,16000,0,1,1,9.00,10,699
3106,6,0.230,11000,1,2,1,7.60,5,588
3107,6,0.250,17500,0,1,0,8.90,10,669
3108,6,0.260,16500,0,0,1,8.20,14,692
3109,7,0.400,33000,0,4,0,7.80,2,447
3110,7,0.220,14500,0,0,1,6.40,6,711
3111,6,0.170,18000,0,0,1,7.80,5,681
3112,6,0.220,24500,1,1,1,7.30,7,675
3113,5,0.280,14000,0,0,0,7.60,10,711
3114,6,0.180,14000,0,0,0,6.70,9,735
3115,11,0.230,23000,3,6,0,8.10,6,303
3116,8,0.340,24500,0,1,1,5.90,13,740
3117,5,0.230,12500,0,0,1,9.90,7,740
3118,7,0.530,21500,0,0,0,7.50,14,809
3119,6,0.350,27500,1,1,0,6.20,5,568
3120,6,0.240,24500,0,0,0,14.50,8,694
3121,6,0.230,16500,0,0,1,8.20,8,750
3122,7,0.190,14000,0,2,1,6.70,6,651
3123,7,0.370,8500,0,0,1,8.80,14,695
3124,7,0.240,16500,0,2,0,7.40,3,622
3125,7,0.300,15000,0,2,1,8.20,11,646
3126,9,0.280,25500,0,0,1,6.30,7,589
3127,7,0.260,15500,0,1,1,7.20,11,711
3128,7,0.210,18500,0,0,1,5.20,11,747
3129,6,0.360,13000,0,0,1,5.80,14,704
3130,6,0.280,8000,0,0,1,6.10,3,735
3131,8,0.340,17500,0,2,0,6.60,7,616
3132,7,0.440,13000,0,2,0,6.90,10,682
3133,7,0.290,24500,0,0,0,6.20,5,677
3134,8,0.200,20000,0,1,1,12.70,3,677
3135,5,0.150,16000,0,0,1,5.50,11,762
3136,6,0.280,19000,1,2,1,6.40,9,624
3137,7,0.350,12000,0,2,0,7.40,3,625
3138,6,0.260,21000,0,0,0,8.30,7,603
3139,6,0.250,37000,1,1,1,6.40,6,683
3140,6,0.180,18500,0,0,1,6.40,9,725
3141,6,0.240,18500,0,0,1,5.50,8,606
3142,7,0.160,15000,0,1,0,6.10,3,693
3143,7,0.340,13000,0,1,0,5.80,11,709
3144,6,0.270,14500,0,1,1,6.40,3,734
3145,6,0.410,6000,0,0,1,5.50,5,557
3146,6,0.370,13500,0,0,1,5.10,12,668
3147,6,0.270,16500,1,2,1,7.80,8,453
3148,8,0.220,14000,0,1,1,6.40,6,717
3149,5,0.360,10500,0,2,1,9.00,7,684
3150,7,0.430,24500,0,1,1,5.90,10,736
3151,5,0.260,14000,0,0,1,5.40,9,598
3152,6,0.330,16000,0,0,1,8.20,17,669
3153,6,0.420,11000,0,2,0,8.20,5,612
3154,6,0.210,17500,0,1,1,7.30,7,739
3155,5,0.275,15000,0,0,1,6.40,9,683
3156,5,0.250,10500,0,2,1,5.50,5,608
3157,8,0.310,13500,0,3,0,7.00,10,449
3158,6,0.240,15500,0,0,1,9.10,12,779
3159,6,0.370,17500,0,1,0,7.40,6,750
3160,7,0.330,16000,0,0,1,4.60,10,730
3161,9,0.360,24000,0,0,0,4.30,7,527
3162,6,0.280,26000,0,0,1,7.40,12,694
3163,5,0.220,15500,0,0,1,5.80,14,656
3164,6,0.220,18500,0,1,1,12.90,4,719
3165,4,0.650,8000,0,1,1,5.50,17,533
3166,6,0.410,12500,0,0,0,6.00,4,725
3167,7,0.230,20500,0,2,1,10.20,5,677
3168,5,0.410,10500,0,0,1,8.60,10,710
3169,8,0.130,26500,0,1,0,4.70,6,579
3170,7,0.300,36500,0,0,0,6.70,3,557
3171,6,0.350,17500,0,1,0,7.20,5,706
3172,7,0.280,16500,0,1,1,9.10,9,731
3173,6,0.250,14000,0,0,0,8.40,15,769
3174,7,0.210,13500,0,0,1,5.40,12,723
3175,5,0.200,13500,0,0,1,5.70,9,768
3176,6,0.170,16000,0,0,0,7.20,8,653
3177,6,0.250,14500,1,1,1,7.90,7,600
3178,6,0.350,5000,0,0,1,8.60,4,649
3179,6,0.170,17000,0,0,1,6.90,10,658
3180,7,0.250,16000,1,3,0,6.50,8,561
3181,7,0.430,16000,0,0,1,6.80,14,704
3182,8,0.340,14000,0,2,1,8.40,6,678
3183,6,0.160,22000,0,1,1,7.20,11,592
3184,5,0.205,8000,0,0,1,5.40,9,713
3185,6,0.290,15500,0,2,1,7.60,8,631
3186,6,0.170,16000,0,0,1,6.30,16,815
3187,8,0.270,15000,0,0,0,5.20,14,704
3188,6,0.220,15000,0,0,1,6.20,5,585
3189,6,0.320,16500,0,0,0,6.40,12,652
3190,6,0.430,14000,1,2,1,6.20,5,629
3191,7,0.220,17000,0,0,0,6.50,8,655
3192,6,0.340,13000,0,0,0,6.90,13,701
3193,7,0.300,11000,0,1,1,6.80,11,720
3194,6,0.600,7000,0,2,1,5.20,5,453
3195,7,0.370,34500,0,1,1,6.10,3,556
3196,5,0.320,17000,0,0,1,7.60,10,672
3197,5,0.230,13500,0,0,1,4.20,5,746
3198,6,0.430,14500,0,0,1,5.00,13,807
3199,7,0.200,15500,0,1,1,8.20,8,713
3200,6,0.250,17500,0,0,1,7.90,10,683
3201,6,0.320,16000,0,0,1,7.10,15,740
3202,5,0.270,13000,0,0,0,5.50,11,701
3203,8,0.210,20500,0,0,1,7.10,6,720
3204,6,0.430,15000,0,0,0,5.20,14,696
3205,5,0.650,12500,0,0,1,7.40,15,660
3206,8,0.230,14000,0,2,1,10.50,5,691
3207,7,0.300,16000,0,0,0,9.80,8,591
3208,7,0.120,24500,0,1,1,7.80,8,736
3209,6,0.240,19000,0,0,1,5.90,13,725
3210,6,0.240,15000,1,3,0,7.50,5,532
3211,5,0.260,14000,0,1,1,10.90,10,564
3212,7,0.300,14500,0,0,1,5.00,4,703
3213,5,0.210,17000,1,5,1,10.00,7,457
3214,6,0.640,15000,0,0,0,9.70,15,703
3215,6,0.300,11500,0,0,0,6.60,13,661
3216,6,0.380,13500,0,2,1,9.60,4,583
3217,8,0.330,16000,0,2,1,7.00,7,720
3218,7,0.130,17000,0,3,1,6.00,4,567
3219,5,0.340,14500,0,3,1,6.90,10,557
3220,6,0.230,16000,0,0,1,6.40,12,690
3221,6,0.210,20000,0,0,1,7.00,13,717
3222,6,0.360,27000,0,0,0,6.20,5,614
3223,8,0.490,29500,1,3,0,12.00,4,573
3224,7,0.280,16500,0,1,1,9.10,9,685
3225,6,0.240,16500,0,0,1,6.70,15,675
3226,5,0.220,19000,0,0,1,7.00,7,729
3227,6,0.210,14500,0,0,0,6.50,11,745
3228,6,0.140,14500,0,0,1,4.70,6,747
3229,8,0.240,19500,0,0,1,7.00,7,693
3230,6,0.240,15500,0,0,1,6.50,14,690
3231,7,0.230,19500,0,0,1,6.10,15,779
3232,6,0.220,36000,0,2,0,5.60,4,671
3233,6,0.260,25500,0,1,0,9.40,6,732
3234,7,0.330,19500,0,0,1,5.20,5,625
3235,6,0.360,22500,1,1,1,8.40,6,669
3236,5,0.290,15000,0,0,1,5.00,10,668
3237,6,0.380,15500,0,0,0,5.50,14,701
3238,6,0.220,11500,0,0,0,9.00,7,680
3239,5,0.320,14000,0,0,1,8.30,16,775
3240,8,0.210,25000,0,0,1,8.70,6,629
3241,6,0.240,18500,0,0,1,6.40,12,691
3242,7,0.330,14000,0,1,1,8.70,9,726
3243,7,0.390,12000,0,0,0,4.60,7,559
3244,6,0.630,7000,1,1,1,5.60,7,500
3245,7,0.240,16500,0,2,0,4.40,3,646
3246,7,0.200,21000,0,0,0,5.60,4,666
3247,6,0.240,17500,0,0,1,6.00,7,718
3248,8,0.340,20000,0,2,1,7.20,5,484
3249,6,0.200,12000,0,0,1,9.40,9,715
3250,5,0.250,12500,0,0,1,9.20,11,646
3251,6,0.180,10500,0,2,1,9.50,8,651
3252,6,0.300,11500,1,1,0,7.00,4,553
3253,6,0.380,11000,0,2,1,6.30,7,461
3254,5,0.230,14000,0,0,1,7.80,8,739
3255,4,0.340,5000,0,2,1,9.70,6,666
3256,7,0.310,17500,0,2,1,7.10,6,630
3257,8,0.180,19000,0,0,0,9.00,13,703
3258,8,0.500,24500,0,0,1,6.70,9,607
3259,6,0.170,13500,0,0,1,6.60,7,730
3260,8,0.380,24500,0,2,0,8.20,5,640
3261,7,0.330,20000,0,0,0,4.70,12,764
3262,6,0.260,8500,0,0,0,6.40,3,621
3263,7,0.360,29000,1,4,0,7.80,2,482
3264,7,0.150,17000,0,0,1,7.90,4,726
3265,6,0.260,15500,0,0,1,4.50,14,693
3266,10,0.230,13500,0,2,0,6.10,6,687
3267,8,0.260,16500,0,2,1,6.40,9,663
3268,7,0.350,24500,0,1,1,5.20,14,808
3269,5,0.200,13500,0,0,1,7.30,7,719
3270,8,0.290,16500,0,0,0,6.70,9,717
3271,8,0.240,16500,0,0,1,7.90,7,749
3272,6,0.340,22000,1,1,1,6.80,5,627
3273,6,0.210,16500,0,0,1,6.80,14,741
3274,6,0.310,17500,0,3,1,8.20,11,520
3275,6,0.210,24500,0,0,0,6.40,9,710
3276,7,0.220,25500,0,0,0,5.10,15,666
3277,6,0.200,12000,0,0,0,4.60,7,699
3278,6,0.410,12000,0,0,1,9.60,4,593
3279,6,0.210,31000,0,0,0,8.60,7,697
3280,7,0.210,19000,0,2,1,11.20,5,572
3281,7,0.190,21500,0,0,0,6.20,11,627
3282,5,0.390,24500,0,0,1,6.00,19,655
3283,7,0.510,18000,0,0,0,7.00,7,607
3284,6,0.260,14500,0,1,1,6.80,11,743
3285,9,0.420,16000,0,2,0,6.80,8,628
3286,6,0.540,12000,0,1,1,8.50,8,725
3287,7,0.450,17000,0,0,0,5.00,10,703
3288,6,0.240,16500,0,0,1,6.10,3,628
3289,6,0.220,24500,0,1,1,7.90,7,735
3290,6,0.150,18000,0,0,1,6.80,5,590
3291,6,0.160,20000,0,0,1,7.20,14,779
3292,5,0.295,11000,0,0,1,10.00,7,563
3293,7,0.470,25500,2,2,0,7.60,4,615
3294,7,0.290,24500,0,0,0,4.60,13,730
3295,7,0.320,15500,0,0,1,8.60,13,761
3296,6,0.180,19500,0,0,1,5.40,15,714
3297,7,0.240,22500,0,0,0,8.60,13,707
3298,7,0.230,10500,0,2,0,7.00,4,617
3299,7,0.210,15500,0,0,0,9.90,10,674
3300,8,0.350,20000,0,2,1,5.70,12,693
3301,6,0.140,18500,0,0,0,10.30,10,668
3302,8,0.300,17000,0,0,0,7.60,10,753
3303,5,0.440,17500,0,0,1,6.50,11,629
3304,7,0.180,37000,0,1,1,10.00,4,730
3305,6,0.350,16000,0,0,1,6.00,13,754
3306,5,0.160,14000,0,0,1,11.00,13,655
3307,8,0.280,13500,0,2,0,8.30,4,711
3308,7,0.300,14000,0,2,1,7.20,8,616
3309,6,0.280,19500,1,2,1,8.60,7,574
3310,7,0.170,12000,0,1,1,6.60,7,705
3311,6,0.190,30000,0,2,0,7.80,5,683
3312,6,0.370,17500,0,0,1,5.10,15,714
3313,8,0.370,17000,0,0,0,4.10,12,813
3314,6,0.240,16000,0,1,1,7.60,7,721
3315,6,0.340,15000,0,1,1,9.00,10,716
3316,7,0.220,19500,0,2,1,11.20,5,647
3317,7,0.240,16000,0,0,0,8.90,10,683
3318,8,0.270,17500,0,0,0,6.20,14,654
3319,6,0.290,29500,0,0,0,6.50,5,576
3320,8,0.390,18500,0,0,0,8.80,14,652
3321,7,0.290,14000,0,2,1,7.10,9,595
3322,6,0.480,5000,0,0,1,5.80,5,651
3323,6,0.190,15500,0,0,0,8.40,15,714
3324,7,0.310,13500,1,2,1,7.10,6,444
3325,7,0.370,16500,0,0,1,5.70,12,671
3326,6,0.370,14000,0,1,1,6.80,11,732
3327,6,0.280,15500,0,1,1,8.80,8,727
3328,6,0.220,14000,0,2,0,5.60,10,629
3329,8,0.280,23500,0,0,1,11.60,10,674
3330,6,0.300,12500,1,2,1,9.50,5,613
3331,6,0.390,17000,0,0,1,6.00,13,733
3332,6,0.230,10500,0,0,1,4.30,7,730
3333,6,0.290,8000,0,1,0,5.00,4,709
3334,5,0.300,21000,0,0,0,6.80,14,756
3335,5,0.240,18000,0,0,1,7.90,13,687
3336,6,0.260,14500,0,0,0,7.70,9,693
3337,7,0.200,15000,0,1,1,6.70,3,782
3338,6,0.290,13000,0,1,1,6.80,5,713
3339,6,0.210,18500,0,0,1,11.20,11,775
3340,6,0.120,18000,0,0,0,10.30,7,751
3341,6,0.320,12500,0,0,0,6.20,14,651
3342,7,0.230,16000,0,1,1,6.70,6,729
3343,6,0.315,11000,0,0,0,7.40,3,564
3344,6,0.270,19000,0,0,1,7.50,8,695
3345,7,0.250,18000,0,1,1,6.70,12,763
3346,6,0.280,14500,0,0,0,8.20,8,678
3347,6,0.200,15000,0,1,1,6.30,4,658
3348,7,0.270,17000,0,0,0,10.50,8,567
3349,7,0.160,25500,0,1,1,7.60,10,672
3350,6,0.170,16000,0,0,1,6.90,10,729
3351,6,0.390,15000,0,0,0,5.30,13,706
3352,6,0.240,18500,1,2,1,7.50,5,648
3353,6,0.320,14000,0,0,1,10.50,14,716
3354,6,0.170,17500,0,0,0,8.00,13,718
3355,6,0.280,17000,0,0,1,8.00,10,705
3356,6,0.345,14500,1,2,1,8.80,8,583
3357,7,0.285,16000,0,2,0,6.60,4,648
3358,6,0.160,17000,0,1,0,5.00,4,653
3359,6,0.510,16000,1,2,1,6.30,4,576
3360,6,0.100,12000,0,0,1,7.50,8,696
3361,7,0.240,20000,0,0,0,5.40,9,708
3362,6,0.225,25000,0,0,1,8.30,13,717
3363,6,0.270,18500,0,2,1,7.50,5,664
3364,6,0.260,16000,0,2,1,5.00,13,698
3365,5,0.220,16000,0,0,1,6.20,8,593
3366,7,0.220,14000,0,0,0,4.60,4,669
3367,5,0.520,3000,0,0,1,6.90,4,645
3368,5,0.290,9000,0,2,1,5.20,5,629
3369,7,0.240,23000,0,0,0,5.80,11,661
3370,7,0.200,30500,0,0,0,5.60,4,688
3371,6,0.230,18000,0,0,1,6.40,3,722
3372,7,0.370,18000,0,1,1,9.00,13,572
3373,7,0.400,33000,0,4,0,7.80,2,498
3374,7,0.400,25500,0,0,0,6.90,4,565
3375,6,0.300,16500,0,0,1,5.70,15,707
3376,6,0.310,20500,1,4,1,5.40,3,493
3377,6,0.410,7000,0,1,0,6.80,8,725
3378,5,0.220,17500,0,0,1,8.20,14,665
3379,5,0.370,5000,0,0,1,7.30,7,628
3380,5,0.200,13000,0,1,1,8.90,13,707
3381,7,0.140,15000,0,2,1,6.60,4,667
3382,6,0.190,20000,0,0,0,5.20,11,626
3383,6,0.220,28500,0,0,1,6.00,7,680
3384,6,0.280,21500,0,2,1,7.20,5,628
3385,5,0.290,3500,0,0,1,5.60,4,644
3386,6,0.310,15500,0,1,1,12.00,13,706
3387,6,0.330,13500,0,0,1,6.20,8,696
3388,5,0.190,14000,0,0,1,6.30,7,653
3389,7,0.310,12000,0,1,0,6.40,12,722
3390,5,0.250,18000,0,0,1,9.30,13,755
3391,6,0.230,14500,0,0,0,9.70,9,669
3392,4,0.235,13500,0,0,0,7.20,5,740
3393,6,0.360,21500,0,1,1,8.40,6,724
3394,6,0.660,4000,0,0,1,7.10,9,729
3395,7,0.180,21000,0,0,1,6.10,9,613
3396,7,0.320,16500,0,0,1,9.10,12,756
3397,6,0.200,7000,1,1,0,6.20,5,684
3398,7,0.255,14000,0,2,0,5.60,10,690
3399,7,0.140,16000,0,0,1,6.20,5,712
3400,7,0.310,13000,0,1,1,6.40,6,703
3401,6,0.350,13000,0,0,1,7.00,16,719
3402,5,0.385,4000,0,0,1,9.70,6,734
3403,5,0.230,12000,0,1,1,7.90,10,724
3404,6,0.140,20500,0,1,1,6.60,10,586
3405,6,0.360,13500,0,0,1,9.20,14,850
3406,7,0.230,19000,0,1,0,6.00,4,717
3407,6,0.280,13500,0,0,1,7.40,9,698
3408,6,0.230,10000,0,0,0,7.10,6,673
3409,6,0.260,22500,0,2,0,5.70,3,600
3410,6,0.110,13000,0,0,1,5.40,6,691
3411,6,0.260,10500,0,0,0,5.10,9,660
3412,6,0.210,25000,0,1,0,8.00,10,709
3413,5,0.695,4000,0,0,1,6.60,7,565
3414,6,0.270,13500,0,0,1,5.20,14,685
3415,7,0.190,13500,0,1,0,6.40,3,772
3416,7,0.250,14000,0,1,1,9.30,7,712
3417,6,0.260,15500,0,1,1,7.20,11,709
3418,7,0.270,18500,0,0,0,6.60,10,604
3419,5,0.460,7500,0,0,1,11.20,17,747
3420,6,0.350,26500,0,0,1,6.70,12,683
3421,6,0.270,10000,0,0,1,7.00,7,607
3422,6,0.290,16000,1,1,0,6.20,5,637
3423,6,0.130,15000,0,0,1,6.90,7,746
3424,5,0.300,16000,0,0,1,7.00,16,840
3425,6,0.220,17000,0,0,1,8.90,7,674
3426,7,0.280,23500,1,1,1,6.40,15,578
3427,6,0.160,12500,0,0,1,6.30,10,699
3428,6,0.250,18500,1,3,1,7.40,6,563
3429,7,0.190,17000,0,0,0,7.30,10,699
3430,6,0.190,20000,0,0,0,5.50,14,666
3431,6,0.320,7000,0,0,1,7.90,4,561
3432,6,0.150,14500,0,0,1,5.60,10,660
3433,6,0.140,20500,0,1,1,6.60,10,570
3434,6,0.380,15000,0,0,1,7.60,16,662
3435,7,0.280,13000,0,0,0,8.60,10,698
3436,6,0.180,12000,0,0,0,7.60,4,730
3437,7,0.160,13500,0,0,0,6.10,3,703
3438,7,0.430,19500,1,2,0,9.50,5,617
3439,7,0.330,16000,0,0,0,4.90,13,715
3440,8,0.250,13000,0,2,0,8.10,3,737
3441,5,0.220,15000,0,0,1,5.50,14,698
3442,5,0.190,12500,0,1,1,6.50,5,568
3443,6,0.210,14000,1,1,1,6.00,4,627
3444,6,0.580,30000,0,2,1,6.60,13,683
3445,6,0.270,23000,0,1,1,7.50,5,738
3446,7,0.260,19500,0,0,1,10.00,7,622
3447,6,0.270,10000,0,2,1,7.00,4,566
3448,6,0.310,15000,0,0,1,9.80,8,718
3449,7,0.320,18500,1,2,1,6.10,9,560
3450,7,0.410,34000,1,2,0,6.10,3,579
3451,6,0.190,11500,0,0,1,6.80,5,684
3452,6,0.210,16500,0,0,0,9.70,9,694
3453,5,0.200,19000,0,1,1,6.10,12,563
3454,6,0.230,18000,0,0,1,6.40,3,729
3455,7,0.200,24500,0,0,1,7.40,9,740
3456,6,0.450,15000,0,1,0,6.60,13,723
3457,6,0.340,28000,0,2,0,8.40,3,571
3458,6,0.340,20000,0,2,1,7.65,5,679
3459,6,0.200,13000,0,0,1,6.00,10,710
3460,7,0.280,19500,0,1,0,4.30,13,546
3461,5,0.270,19500,0,0,1,4.30,16,698
3462,7,0.160,18000,0,5,1,6.00,4,481
3463,5,0.270,13500,0,0,1,7.50,8,778
3464,6,0.250,24000,1,3,1,7.60,4,535
3465,5,0.255,28500,0,1,1,9.20,8,713
3466,7,0.130,15500,0,0,1,13.50,11,773
3467,6,0.210,20000,0,1,1,7.40,3,561
3468,7,0.260,17000,0,0,1,7.50,8,621
3469,6,0.640,17000,0,1,1,9.70,15,525
3470,6,0.400,10500,0,0,1,8.10,15,695
3471,7,0.270,38000,0,1,0,6.10,3,597
3472,7,0.260,21000,0,0,0,5.30,10,827
3473,5,0.460,12000,0,0,1,5.80,14,724
3474,7,0.360,15000,0,0,0,4.10,12,834
3475,7,0.200,16500,0,0,0,8.50,8,687
3476,7,0.160,17000,0,0,0,7.20,11,665
3477,6,0.240,18500,0,1,1,7.20,5,742
3478,6,0.190,13500,0,0,1,6.40,12,714
3479,7,0.280,21500,0,0,1,6.90,7,631
3480,6,0.150,21500,0,2,1,11.60,7,665
3481,6,0.170,14500,0,1,1,7.20,11,560
3482,6,0.310,15000,0,0,1,9.80,14,722
3483,8,0.610,23500,0,0,1,5.80,5,610
3484,7,0.210,14500,0,0,0,7.50,5,606
3485,6,0.250,19000,0,2,0,6.60,4,589
3486,7,0.155,17000,0,1,1,9.70,6,740
3487,6,0.250,20500,0,0,1,6.30,10,669
3488,7,0.210,17000,0,0,1,7.10,9,736
3489,6,0.250,10000,0,0,0,6.50,5,630
3490,6,0.190,19500,0,0,0,9.00,13,659
3491,6,0.180,15000,0,0,0,6.70,9,691
3492,7,0.290,28000,0,2,0,9.50,5,623
3493,6,0.160,22000,0,0,0,11.90,10,752
3494,5,0.485,7000,1,1,1,6.10,6,510
3495,6,0.440,9000,0,0,1,7.30,4,641
3496,6,0.190,18000,0,0,1,8.30,10,690
3497,6,0.190,17500,0,0,1,8.40,9,780
3498,6,0.190,14500,0,1,1,8.30,10,773
3499,6,0.290,10000,0,0,1,7.60,4,611
3500,7,0.180,21000,0,1,1,6.80,8,765
3501,5,0.130,12000,1,1,1,6.10,12,671
3502,6,0.320,19000,1,2,0,7.80,8,437
3503,6,0.200,16000,0,0,1,5.60,7,655
3504,6,0.300,18500,0,2,0,7.00,13,657
3505,7,0.230,13000,0,0,0,5.60,13,655
3506,7,0.300,19500,0,0,1,9.00,7,638
3507,6,0.210,19500,0,0,1,8.70,9,735
3508,7,0.180,13000,0,0,1,7.10,9,695
3509,6,0.250,17000,0,1,1,7.50,5,710
3510,6,0.360,11000,0,0,1,6.60,10,699
3511,8,0.220,21500,0,0,1,6.00,10,707
3512,8,0.280,20000,0,0,1,6.30,7,708
3513,6,0.310,17000,0,0,1,5.50,14,626
3514,6,0.150,18000,0,0,0,7.10,12,651
3515,7,0.260,12000,0,1,1,8.90,7,778
3516,8,0.660,38000,0,4,0,10.20,5,456
3517,6,0.230,17000,0,0,1,5.20,14,754
