Voter,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church,Undecided
665,42,1,0,1,2,77,15,1,Yes
666,32,1,1,1,2,189,15,0,No
667,35,1,1,1,3,153,15,0,Yes
668,58,1,1,1,2,74,8,0,No
669,46,1,1,0,4,120,18,1,No
670,46,1,1,1,3,134,15,0,Yes
671,55,1,1,1,5,80,20,1,No
672,59,1,1,1,3,75,20,0,Yes
673,37,1,1,1,2,187,18,0,Yes
674,41,0,1,1,2,108,18,0,Yes
675,46,1,1,1,3,89,15,1,Yes
676,56,1,1,0,2,45,18,1,No
677,37,1,1,0,1,151,18,0,Yes
678,56,1,0,1,2,74,18,0,No
679,50,1,1,1,2,89,20,0,Yes
680,56,1,0,1,6,48,20,0,No
681,58,0,1,1,4,60,20,0,Yes
682,47,0,1,1,2,19,18,1,No
683,37,1,1,1,3,141,18,0,Yes
684,42,0,1,1,2,97,8,0,No
685,31,1,1,0,4,88.5,15,1,Yes
686,57,1,1,1,3,146,16,0,Yes
687,49,1,1,1,6,161,18,0,Yes
688,33,1,1,1,4,149,15,1,Yes
689,47,1,1,1,4,21,9,0,No
690,50,1,1,1,2,73,15,0,Yes
691,35,1,0,1,3,84,15,1,Yes
692,66,1,1,1,5,93,20,0,Yes
693,66,1,1,1,5,145,16,1,Yes
694,77,1,0,1,3,36,8,1,No
695,62,1,1,0,2,23,20,0,Yes
696,57,1,1,0,4,44,20,0,Yes
697,50,0,1,1,7,157,15,1,Yes
698,42,1,0,1,5,101,13,0,Yes
699,40,1,1,1,2,84,8,1,No
700,53,1,1,0,1,6,18,0,Yes
701,33,1,1,1,3,73,18,1,No
702,60,1,1,1,3,36,20,1,No
703,55,1,1,1,7,88,15,1,Yes
704,55,0,1,1,2,143,20,0,Yes
705,46,1,1,1,3,261,9,1,No
706,49,1,1,1,4,171,20,0,Yes
707,50,1,0,1,4,114,15,0,Yes
708,42,1,1,1,4,167,15,0,Yes
709,37,1,1,1,4,109,18,1,No
710,51,1,1,1,5,30,15,0,Yes
711,28,1,1,1,4,129,15,0,Yes
712,59,0,1,1,2,17.5,8,1,No
713,54,1,1,1,6,283,20,1,No
714,34,1,0,1,3,118,15,0,Yes
715,45,1,1,1,6,150,18,1,No
716,49,1,1,1,5,225,15,1,No
717,32,1,1,1,2,69,18,1,No
718,57,1,1,1,7,92,16,1,Yes
719,48,1,1,0,1,46,18,1,No
720,35,1,0,1,3,50,18,0,No
721,48,1,1,0,2,64,12,1,No
722,45,1,1,1,7,92,20,0,Yes
723,36,1,1,1,2,152,15,0,Yes
724,34,1,0,1,4,138,15,0,Yes
725,40,1,1,1,6,141,12,0,No
726,56,1,1,1,4,79,20,1,No
727,52,1,1,0,2,35,18,1,No
728,48,1,1,1,3,22,8,0,No
729,57,1,0,0,1,69,20,0,No
730,74,1,1,1,5,96,20,1,No
731,44,1,0,1,4,131,15,0,Yes
732,35,1,1,0,1,139,18,0,Yes
733,67,1,1,1,2,178,20,0,Yes
734,38,1,1,1,4,135,12,0,No
735,32,1,1,1,3,105,18,0,Yes
736,38,1,1,0,1,108,18,0,Yes
737,47,1,0,1,3,170,9,0,No
738,40,1,1,1,4,142,18,0,Yes
739,56,1,1,1,5,39,16,1,Yes
740,51,1,1,1,4,66,18,1,No
741,51,1,0,1,4,161,18,0,No
742,79,1,1,0,1,73,20,1,No
743,61,1,1,1,3,67,10,1,No
744,64,1,1,1,3,31,20,1,No
745,70,1,1,1,4,57,20,1,No
746,67,1,1,0,2,44,20,0,Yes
747,71,1,1,1,5,64,16,0,Yes
748,39,1,0,0,3,47,18,1,No
749,79,1,0,1,3,60,20,1,No
750,41,1,1,1,4,76,15,1,Yes
751,39,0,1,1,3,35,8,1,No
752,38,1,0,1,6,172,12,0,No
753,44,1,1,1,6,51,13,0,Yes
754,45,0,1,1,5,120,12,0,Yes
755,49,1,1,1,3,146,9,0,No
756,56,1,1,1,2,111,20,0,Yes
757,61,1,1,1,3,66,20,0,Yes
758,43,1,0,1,6,62,16,1,Yes
759,30,1,1,1,6,323,15,1,No
760,66,1,1,1,2,100,8,1,No
761,53,1,1,1,4,54,12,1,No
762,45,1,1,1,3,27,18,1,No
763,46,1,0,1,2,159,18,0,No
764,64,1,1,0,4,133,20,1,No
765,67,1,0,1,4,89,20,1,No
766,56,0,1,1,4,81,20,0,Yes
767,45,1,1,1,3,43.5,8,0,No
768,34,1,1,1,6,154,15,1,Yes
769,48,1,0,1,4,64,16,0,Yes
770,64,1,1,1,5,77,20,0,Yes
771,55,1,1,1,2,246,20,1,No
772,54,1,1,1,6,84,16,1,Yes
773,51,1,1,0,1,71,20,0,Yes
774,40,1,1,1,6,205,15,0,No
775,76,1,1,0,4,14,20,0,Yes
776,44,1,1,0,1,170,9,0,No
777,36,1,0,1,2,104,15,0,Yes
778,43,1,1,0,1,55,18,0,Yes
779,52,1,1,0,1,98,20,1,No
780,43,1,0,1,5,51,15,0,Yes
781,55,1,1,0,1,84,20,0,Yes
782,60,1,0,1,2,92.5,8,0,No
783,42,0,1,1,3,130,12,1,No
784,52,1,1,1,2,113,15,1,Yes
785,50,1,1,1,5,39,20,0,Yes
786,37,1,1,1,4,99,15,0,Yes
787,46,1,1,1,6,175,15,0,No
788,39,0,1,1,4,47,18,1,No
789,56,1,1,0,1,58,13,1,Yes
790,43,1,1,0,1,85,18,0,Yes
791,55,1,1,1,7,304,13,1,No
792,48,1,1,0,2,50,8,0,No
793,55,1,0,1,2,33,10,0,No
794,75,0,1,1,2,179,20,1,No
795,39,0,0,1,3,382,18,1,No
796,44,1,1,1,3,125,18,0,Yes
797,48,1,0,1,7,116,15,1,Yes
798,41,1,1,0,3,20,18,0,Yes
799,51,1,0,1,3,95,16,1,Yes
800,60,1,1,0,1,151,20,1,No
801,42,1,1,0,1,164,18,1,No
802,57,1,1,0,1,145.5,13,0,Yes
803,41,1,1,1,6,191,20,0,Yes
804,56,1,0,1,3,21,20,1,No
805,43,1,1,1,5,40.5,8,1,No
806,44,1,0,1,6,69,15,0,Yes
807,36,1,1,1,3,21,8,1,No
808,47,1,1,1,5,58,18,0,Yes
809,38,1,1,1,5,65.5,18,0,Yes
810,38,1,1,1,6,156,15,0,Yes
811,70,1,1,1,2,58,16,1,Yes
812,46,1,1,1,3,57,12,1,No
813,61,1,0,1,4,70,16,1,Yes
814,41,1,0,1,2,221,15,0,No
815,44,1,1,1,5,104,20,0,Yes
816,42,1,1,1,6,14,20,0,Yes
817,49,1,1,1,5,461,15,0,No
818,42,1,0,1,7,466,20,1,No
819,35,1,1,1,5,75,18,1,No
820,48,0,1,0,2,66,8,0,No
821,37,1,1,1,3,253,18,0,No
822,50,1,1,1,6,256,8,0,No
823,51,0,0,1,5,205,20,0,No
824,38,1,1,1,3,105,18,1,No
825,35,1,1,1,4,87,15,1,Yes
826,49,1,1,1,4,170,15,1,Yes
827,51,1,1,1,4,265,13,0,No
828,34,1,0,1,3,211,15,1,No
829,44,0,1,1,4,95,18,1,No
830,59,1,1,1,2,86,8,1,No
831,68,1,0,1,3,109,20,0,No
832,50,1,1,1,4,140,9,1,No
833,56,1,1,1,5,130,15,0,Yes
834,45,1,1,0,2,101,20,0,Yes
835,50,1,1,1,2,238,8,1,No
836,64,1,1,1,3,80,20,0,Yes
837,53,0,1,1,4,47,8,0,No
838,39,1,0,0,1,62,18,1,No
839,53,1,1,0,1,40,10,1,No
840,44,1,1,1,5,216,15,0,No
841,45,1,1,0,2,34,16,1,Yes
842,47,1,1,1,5,125,12,1,No
843,41,1,1,0,2,26,18,0,Yes
844,60,0,1,1,7,64,20,1,No
845,33,1,0,0,3,221,15,1,No
846,46,1,1,1,5,83,15,0,Yes
847,47,1,1,1,6,195,12,1,No
848,59,1,1,1,3,38,16,0,Yes
849,58,1,1,1,4,107,20,0,Yes
850,46,1,1,1,2,161,18,0,Yes
851,70,1,1,1,3,18,20,0,Yes
852,53,1,1,1,4,227,15,0,No
853,39,0,0,1,5,159,12,0,No
854,55,1,1,1,4,112.5,8,1,No
855,50,1,1,1,2,104,8,1,No
856,57,1,1,1,3,38.5,20,1,No
857,34,1,1,1,3,152,12,1,No
858,55,0,1,0,4,160,15,0,Yes
859,41,1,0,0,1,76,15,1,Yes
860,62,0,1,1,3,87,20,1,No
861,55,1,1,1,3,92,20,0,Yes
862,47,1,1,1,2,75,18,1,Yes
863,48,0,1,1,5,47,12,0,No
864,50,1,1,1,4,195,18,1,No
865,34,1,1,1,5,115,15,0,Yes
866,51,1,1,1,2,54,16,1,Yes
867,38,1,1,0,4,13.5,9,0,No
868,36,1,1,1,2,69,15,0,Yes
869,53,0,1,0,2,85,8,0,No
870,49,1,1,0,1,160,20,1,No
871,51,0,0,1,2,168,18,1,No
872,38,1,1,1,4,156,15,1,Yes
873,52,1,0,1,4,116,15,1,Yes
874,38,1,0,1,7,210,18,0,No
875,46,1,1,1,4,240,12,0,No
876,42,0,1,1,2,70,8,1,No
877,48,0,1,1,2,86,20,0,Yes
878,65,1,1,1,4,116,20,1,No
879,48,1,1,1,3,65.5,8,1,No
880,65,1,0,1,2,43,10,0,No
881,55,0,1,1,3,234,20,0,Yes
882,42,1,1,0,3,28,15,1,Yes
883,58,1,1,1,2,55,18,0,Yes
884,77,1,1,1,4,63,13,1,Yes
885,51,1,1,1,4,119,15,1,Yes
886,46,1,1,1,6,49,15,0,Yes
887,63,1,1,1,6,69,8,0,No
888,46,0,1,1,4,9,8,1,No
889,70,1,0,1,5,82,20,1,No
890,57,1,1,1,3,64.5,20,1,No
891,49,1,1,0,1,22,15,1,Yes
892,35,1,1,0,4,119,8,1,No
893,28,1,0,1,7,450,12,0,No
894,45,1,1,1,6,120,12,0,No
895,47,1,1,1,7,522,18,0,No
896,52,0,1,0,1,63.5,8,1,No
897,65,1,0,1,3,104,20,0,No
898,66,1,0,1,3,39,20,1,No
899,39,1,0,1,3,327,15,0,No
900,40,1,1,1,4,105,15,1,Yes
901,35,1,1,1,5,123.5,8,0,No
902,40,1,1,1,7,133,15,1,Yes
903,41,1,0,1,4,198,15,1,No
904,51,1,1,1,2,108.5,18,0,Yes
905,64,1,1,1,2,20,8,1,No
906,38,1,1,1,4,74,12,1,Yes
907,45,1,1,1,4,14,15,0,Yes
908,52,1,1,1,5,136,13,1,Yes
909,39,1,1,1,4,111,18,1,No
910,42,1,1,1,5,163.5,8,1,No
911,47,1,0,1,2,92,20,0,No
912,51,1,1,0,4,41,15,0,Yes
913,33,1,1,1,5,128,18,0,Yes
914,39,1,0,1,4,205,15,1,No
915,35,1,1,1,6,67,12,0,Yes
916,61,1,1,1,2,35,20,0,Yes
917,43,1,1,0,2,108,18,0,Yes
918,53,1,1,1,5,124.5,8,0,No
919,69,1,1,0,4,97,20,1,No
920,41,1,1,1,3,109,12,1,No
921,51,1,0,1,7,123,12,1,Yes
922,58,1,1,0,1,50,20,0,Yes
923,39,1,1,1,6,197,12,0,No
924,54,1,1,1,2,50,15,0,Yes
925,53,1,1,0,1,62,20,0,Yes
926,54,1,1,0,2,120,12,1,No
927,35,0,1,0,4,83,8,1,Yes
928,50,0,0,0,1,85,18,0,No
929,38,1,1,1,3,63,18,1,No
930,61,1,0,0,1,69,20,0,No
931,43,1,1,1,3,62,20,1,No
932,43,0,0,1,7,135,15,1,Yes
933,37,1,1,1,5,128,15,0,Yes
934,48,1,0,0,4,67,13,0,Yes
935,41,1,1,1,5,122,15,1,Yes
936,53,1,0,1,5,66,12,1,No
937,73,1,1,1,2,189.5,20,1,No
938,59,0,1,0,1,52,8,1,No
939,59,1,1,0,1,11,20,0,Yes
940,61,1,0,1,2,83,20,1,No
941,64,1,1,0,1,20,20,1,No
942,49,1,1,1,3,70,20,1,No
943,49,1,0,1,2,86,20,0,No
944,63,1,0,0,3,91,20,0,No
945,53,0,0,1,6,111,13,0,Yes
946,55,1,1,1,3,73,20,1,No
947,57,1,0,1,5,63,16,0,Yes
948,62,1,1,1,3,173,13,1,Yes
949,53,1,0,1,5,247,13,1,No
950,48,1,1,1,2,160,20,0,Yes
951,51,1,0,1,6,36,16,1,Yes
952,37,1,0,1,5,122,15,1,Yes
953,41,1,1,1,7,138,15,0,Yes
954,54,1,1,1,5,150,18,1,No
955,65,1,1,1,2,94.5,8,1,No
956,46,0,1,1,2,67,8,1,No
957,39,1,1,1,4,251,8,1,No
958,63,1,1,1,5,131,16,0,Yes
959,49,0,1,1,3,58,8,0,No
960,29,1,1,1,6,245,15,1,No
961,64,1,0,0,2,56,20,0,No
962,71,1,1,0,1,14,20,1,No
963,38,1,1,1,7,126,15,1,Yes
964,40,0,1,0,3,15,18,0,Yes
965,41,1,1,0,1,41,15,1,Yes
966,48,1,1,1,5,95,18,0,Yes
967,31,1,1,1,6,204,15,1,No
968,30,1,1,1,3,39,12,0,No
969,39,1,1,1,4,87,15,0,Yes
970,42,1,1,1,7,26,15,1,Yes
971,47,1,1,1,3,174,15,1,Yes
972,41,1,1,1,4,69,8,0,No
973,36,1,1,1,3,120,15,1,Yes
974,46,1,1,0,3,102,8,1,No
975,38,1,1,1,2,201,18,1,No
976,46,1,0,1,4,122,8,1,No
977,65,1,1,0,1,216,20,0,Yes
978,61,1,1,0,1,29,10,0,No
979,53,1,1,1,4,114,18,1,No
980,67,1,1,0,1,101,20,0,Yes
981,50,1,1,1,3,128,18,1,No
982,43,1,1,0,3,4,18,1,No
983,46,1,0,0,3,28,20,0,No
984,35,1,1,1,4,110,15,0,Yes
985,42,0,1,1,5,56,12,1,No
986,36,1,1,0,1,66,15,0,Yes
987,61,1,1,1,4,48,16,1,Yes
988,46,0,1,0,1,77,8,0,No
989,53,1,1,0,2,6,8,0,No
990,71,1,0,1,2,46,20,1,No
991,48,0,1,0,1,146.5,8,0,No
992,54,1,0,1,2,155,20,1,No
993,46,1,1,1,2,73,18,0,Yes
994,39,1,1,1,4,63,8,0,No
995,57,0,1,1,4,73,20,1,No
996,58,0,0,0,2,10,10,0,No
997,43,1,1,1,3,80,20,0,Yes
998,55,0,0,0,1,147,8,1,No
999,41,1,1,0,1,79,18,0,Yes
1000,69,1,1,0,1,11,8,1,No
1001,60,1,1,1,2,32,20,1,No
1002,39,1,1,1,4,104,18,0,Yes
1003,50,1,1,1,6,95,12,0,No
1004,49,1,1,1,4,121,8,1,No
1005,50,1,1,1,3,110,15,1,Yes
1006,57,1,1,1,4,70,20,0,Yes
1007,59,1,0,1,2,119,20,1,No
1008,72,1,0,0,3,62.5,8,0,No
1009,55,1,1,1,5,157,16,1,Yes
1010,47,1,1,1,4,115,18,1,No
1011,37,1,1,1,6,188,15,0,No
1012,54,1,1,0,1,81,13,1,Yes
1013,44,1,1,1,5,107,8,1,No
1014,42,0,1,1,3,87,18,1,No
1015,42,0,1,1,4,182,12,1,No
1016,64,1,1,1,2,160,16,1,Yes
1017,38,1,1,1,4,68,12,0,No
1018,39,1,1,1,3,188,18,1,No
1019,63,1,0,1,3,36,20,0,No
1020,59,1,1,1,5,233,20,1,No
1021,45,1,0,1,2,85,18,1,No
1022,53,1,1,1,2,125,16,1,Yes
1023,54,0,1,1,2,109,16,1,Yes
1024,60,1,1,1,4,90,20,0,Yes
1025,52,1,0,1,5,247,18,0,No
1026,55,1,0,1,3,16,20,1,No
1027,51,1,1,1,5,175,18,0,Yes
1028,56,1,0,1,3,13,8,0,No
1029,53,1,1,1,4,167,18,1,No
1030,47,1,1,1,4,69,15,1,Yes
1031,39,1,1,0,1,30,18,0,Yes
1032,43,0,0,1,3,57,13,1,Yes
1033,42,1,1,1,6,86,12,1,No
1034,41,1,1,1,5,201,8,1,No
1035,34,1,1,1,7,201,12,0,No
1036,34,1,0,0,1,45,15,0,Yes
1037,43,1,1,1,5,104,15,1,Yes
1038,51,1,1,0,1,56,8,0,No
1039,54,1,1,1,5,21,13,1,Yes
1040,57,1,1,0,1,94.5,20,0,Yes
1041,59,1,0,0,3,114,18,0,No
1042,48,1,1,1,4,130,18,1,No
1043,50,1,1,0,1,147,18,1,No
1044,66,1,0,1,2,7,16,1,Yes
1045,43,1,1,1,2,78,20,0,Yes
1046,33,1,1,1,3,84.5,15,0,Yes
1047,50,1,1,1,3,150,12,0,No
1048,44,1,1,1,4,86,20,1,No
1049,55,1,1,1,5,146,15,1,Yes
1050,46,1,1,1,2,160,15,0,Yes
1051,50,1,1,1,4,140,18,1,No
1052,44,1,1,1,4,116,16,1,Yes
1053,44,1,1,1,4,141,15,0,Yes
1054,49,1,1,0,1,14,18,0,Yes
1055,45,1,1,1,4,298,15,1,No
1056,34,0,1,1,7,147,15,0,Yes
1057,52,1,1,1,2,143,18,1,No
1058,59,1,1,0,3,93,20,0,Yes
1059,57,1,1,1,4,122,15,0,Yes
1060,57,1,1,1,2,79,20,0,Yes
1061,35,1,0,0,1,58,18,0,No
1062,66,1,1,1,4,43,20,1,No
1063,60,0,1,1,3,113,20,0,Yes
1064,53,1,1,1,3,92,20,0,Yes
1065,38,1,1,1,3,103,12,1,No
1066,58,1,0,1,4,70,20,0,No
1067,46,1,1,1,5,140,12,1,No
1068,35,1,1,0,1,204,18,0,Yes
1069,38,1,1,1,3,138,15,1,Yes
1070,50,1,1,1,6,148,12,0,No
1071,60,1,1,1,3,15,20,0,Yes
1072,49,1,1,1,2,78,9,1,No
1073,53,1,1,0,4,29,9,1,No
1074,52,1,1,1,3,148,20,1,No
1075,59,1,1,1,4,75,16,1,Yes
1076,57,1,1,1,3,17,20,1,No
1077,76,1,1,1,4,125,8,0,No
1078,36,1,1,1,3,169,12,1,No
1079,44,1,1,1,5,177,15,1,No
1080,31,0,1,1,6,101,12,1,No
1081,45,1,1,1,3,195,20,1,No
1082,48,1,1,1,6,127,15,1,Yes
1083,54,1,1,0,1,232,20,1,No
1084,43,1,1,1,2,103.5,10,0,No
1085,40,1,1,1,2,19,18,0,Yes
1086,34,1,1,1,6,130,8,1,No
1087,46,1,1,1,2,47,15,1,Yes
1088,58,1,1,1,3,74,18,0,Yes
1089,35,0,1,0,2,96.5,9,0,No
1090,52,1,1,0,2,45,18,1,No
1091,50,1,1,1,5,93,15,0,Yes
1092,48,1,1,1,5,161,15,0,Yes
1093,51,1,1,1,3,130,18,0,Yes
1094,29,1,1,1,3,143,18,1,No
1095,40,1,1,1,4,95,18,1,No
1096,44,1,1,0,2,59,20,1,No
1097,32,1,1,1,5,187,8,0,No
1098,32,1,1,1,4,87,12,0,No
1099,54,1,1,1,4,112,18,1,No
1100,59,1,1,1,5,155,20,1,No
1101,69,0,1,1,4,53,20,1,No
1102,34,1,1,1,4,65,15,0,Yes
1103,59,1,1,0,4,36,8,0,No
1104,36,1,1,1,3,6,15,0,Yes
1105,66,1,1,0,2,16,20,1,No
1106,47,1,1,1,3,63,18,1,No
1107,47,1,0,1,4,63,20,1,No
1108,51,1,1,1,2,86,20,1,No
1109,46,1,1,1,4,146,15,0,Yes
1110,62,0,1,1,3,56.5,8,1,No
1111,61,0,1,0,1,85.5,8,0,No
1112,69,1,0,1,3,44,20,0,No
1113,51,1,1,1,4,130,12,0,No
1114,43,1,1,1,2,149,15,0,Yes
1115,50,1,1,1,5,47,18,0,Yes
1116,50,1,1,1,2,56.5,8,1,No
1117,39,0,1,0,1,105,18,1,No
1118,36,0,1,1,3,45,8,1,No
1119,45,1,1,1,6,97,16,1,Yes
1120,31,0,1,0,1,17,8,0,No
1121,43,1,1,0,4,55,15,0,Yes
1122,65,1,1,1,6,70,16,1,Yes
1123,57,1,1,1,3,131,20,0,Yes
1124,36,1,1,1,3,270,8,1,No
1125,45,1,0,1,4,128,18,0,No
1126,53,0,1,1,2,163,15,0,Yes
1127,60,1,1,0,1,74,8,0,No
1128,43,0,1,1,5,91,20,0,Yes
1129,35,1,1,0,4,32,18,0,Yes
1130,48,1,1,1,3,276,15,1,No
1131,52,1,1,1,3,64,18,1,No
1132,58,1,0,1,4,151,16,1,Yes
1133,54,1,1,0,1,23,8,0,No
1134,45,1,0,1,2,157,16,0,Yes
1135,43,1,0,1,3,153,12,1,No
1136,39,1,1,1,5,136,18,1,No
1137,72,1,1,1,3,125,20,0,Yes
1138,43,1,1,1,5,32,13,1,Yes
1139,54,1,1,1,4,171,20,1,No
1140,57,1,1,0,2,5,12,1,No
1141,60,1,1,0,1,145,20,0,Yes
1142,40,1,1,1,3,147,9,1,No
1143,42,1,1,1,2,124,15,0,Yes
1144,46,1,0,0,1,56,18,0,No
1145,39,0,1,1,3,180,18,1,No
1146,45,0,1,1,2,59,8,0,No
1147,67,1,0,0,1,111.5,13,1,Yes
1148,52,1,1,1,4,352,15,1,No
1149,40,1,1,1,2,78,12,1,No
1150,45,1,0,1,5,113,20,0,No
1151,42,1,1,1,4,246,8,0,No
1152,54,1,0,1,3,96,18,0,No
1153,70,1,1,1,2,47,20,0,Yes
1154,45,1,1,0,1,60,18,1,No
1155,47,1,1,1,6,159,15,1,Yes
1156,57,1,0,1,4,123,20,0,No
1157,68,1,1,1,3,171.5,20,0,Yes
1158,44,1,1,0,5,19,18,1,No
1159,57,1,1,1,2,215,20,1,No
1160,39,1,1,1,3,132,8,1,No
1161,60,1,1,0,4,18,16,0,Yes
1162,42,1,1,1,4,133,18,1,No
1163,34,1,1,1,3,154,15,0,Yes
1164,62,1,0,1,3,110,20,1,No
1165,47,1,0,1,5,91,20,0,No
1166,52,1,1,0,1,73,20,1,No
1167,34,1,1,0,2,25,15,0,Yes
1168,50,1,1,1,6,9,8,1,No
1169,60,1,1,1,4,42,8,1,No
1170,52,1,1,0,1,27,13,0,Yes
1171,49,1,1,1,2,95,20,0,Yes
1172,53,1,0,1,4,280,20,1,No
1173,33,1,1,0,1,104,15,1,Yes
1174,47,1,1,1,2,150,15,0,Yes
1175,65,0,1,0,1,119,20,1,No
1176,43,1,1,1,2,35,8,0,No
1177,51,1,1,1,6,141,18,1,No
1178,47,1,0,1,3,101,15,0,Yes
1179,37,1,1,1,4,174,18,1,No
1180,46,0,1,1,4,147,8,1,No
1181,55,1,0,1,3,164,18,0,No
1182,42,1,1,0,1,6,18,1,No
1183,64,1,1,1,3,134,13,1,Yes
1184,57,0,0,1,3,98,8,0,No
1185,42,1,1,1,4,106,13,0,Yes
1186,53,1,1,0,1,185,9,0,No
1187,75,1,1,0,2,107,20,1,No
1188,44,1,1,1,4,312,15,0,No
1189,50,1,1,1,2,6,20,1,No
1190,56,1,1,1,3,96,20,0,Yes
1191,42,1,1,1,4,98,12,1,Yes
1192,38,1,1,1,5,114,12,0,No
1193,54,1,1,1,6,120,12,1,No
1194,42,1,1,1,3,104,20,0,Yes
1195,55,1,1,1,2,94,16,0,Yes
1196,58,1,1,1,5,80,18,1,No
1197,52,1,1,1,5,22,15,1,Yes
1198,43,1,0,1,3,93,18,1,No
1199,66,1,1,0,1,30,8,1,No
1200,54,1,0,1,6,82,18,0,No
1201,59,1,0,1,2,67,20,0,No
1202,56,1,0,0,2,118,18,1,No
1203,51,1,0,1,4,143,15,1,Yes
1204,50,1,1,0,2,64,18,0,Yes
1205,46,1,1,0,2,83,20,0,Yes
1206,30,1,1,1,3,31,18,0,Yes
1207,45,1,1,1,5,180,8,0,No
1208,69,1,1,0,2,57,20,1,No
1209,74,1,1,1,3,40,16,0,Yes
1210,45,1,0,1,6,146,12,1,No
1211,42,1,0,1,3,112,15,0,Yes
1212,58,1,1,1,3,14.5,20,1,No
1213,36,1,0,1,3,165,15,0,Yes
1214,52,1,1,1,2,39,16,1,Yes
1215,55,1,0,0,1,10,8,0,No
1216,42,1,1,1,2,95,18,0,Yes
1217,56,0,0,1,2,25,8,0,No
1218,46,1,0,0,5,8,8,0,No
1219,44,1,1,1,4,380,18,0,No
1220,33,1,1,1,2,80,15,0,Yes
1221,42,1,0,0,2,52,15,1,Yes
1222,53,0,0,0,1,84,20,1,No
1223,34,0,0,0,1,82.5,8,0,No
1224,46,1,1,0,1,156,20,1,No
1225,30,1,1,1,6,257,8,0,No
1226,31,1,1,0,4,53,8,1,No
1227,46,1,1,1,4,111,18,1,No
1228,50,1,1,1,4,111,20,0,Yes
1229,56,0,1,1,3,37,8,0,No
1230,50,0,1,1,4,106,20,0,Yes
1231,50,0,1,1,2,99,18,1,No
1232,46,1,1,0,1,69,20,0,Yes
1233,43,1,1,1,4,162,18,1,No
1234,42,1,1,1,5,174,12,1,No
1235,41,1,0,1,4,104,20,0,No
1236,51,1,0,0,1,91.5,20,0,No
1237,54,1,1,1,6,148,9,1,No
1238,68,1,1,1,6,106,20,0,Yes
1239,41,1,0,1,2,34,8,1,No
1240,46,1,1,0,2,72,20,0,Yes
1241,49,1,1,1,3,549,20,1,No
1242,63,0,1,1,4,162,8,1,No
1243,51,0,1,0,2,61.5,20,1,No
1244,55,1,1,1,6,107,18,0,Yes
1245,75,1,1,1,2,147,20,1,No
1246,38,1,1,1,4,127,18,1,No
1247,50,1,1,1,5,94,8,1,No
1248,30,1,1,1,4,161,15,0,Yes
1249,48,1,1,1,2,124,20,1,No
1250,54,1,1,1,6,74,13,1,Yes
1251,46,1,1,1,3,72,12,1,No
1252,29,1,1,1,2,248,18,1,No
1253,38,1,1,1,4,49,12,0,No
1254,43,1,1,0,1,36,10,1,Yes
1255,48,1,1,1,3,103,18,1,Yes
1256,44,1,1,1,4,5,8,1,No
1257,45,1,1,1,2,152,20,1,No
1258,53,1,1,1,4,47,8,0,No
1259,33,1,1,1,5,150,15,0,Yes
1260,39,1,1,1,4,31,15,1,Yes
1261,32,1,1,1,5,120,15,1,Yes
1262,30,1,0,1,2,50,8,1,No
1263,55,1,1,1,4,13,20,1,No
1264,45,0,0,1,2,36,10,1,No
1265,49,1,1,1,3,55,20,0,Yes
1266,52,0,1,1,3,158,15,1,Yes
1267,40,1,1,0,1,68,18,0,Yes
1268,57,0,1,1,6,84,20,1,No
1269,60,1,0,0,4,70,20,0,No
1270,47,1,1,0,1,49,18,0,Yes
1271,44,1,0,1,7,154,15,1,Yes
1272,49,1,0,1,5,99,18,1,No
1273,32,1,1,1,6,97,15,0,Yes
1274,46,1,1,1,3,48,15,1,Yes
1275,58,1,1,1,3,66.5,8,0,No
1276,55,1,1,0,5,117,13,1,Yes
1277,51,1,1,0,1,200,20,1,No
1278,36,1,1,1,5,262,18,1,No
1279,41,1,1,1,2,166,18,0,Yes
1280,49,1,1,1,2,199,18,0,Yes
1281,62,1,1,0,2,21,8,0,No
1282,74,0,1,1,2,130,10,1,No
1283,49,1,1,0,4,139,20,1,No
1284,67,0,1,1,5,129,8,0,Yes
1285,52,1,1,1,2,159.5,18,0,Yes
1286,47,0,1,1,3,83,8,0,No
1287,47,1,1,1,3,121,20,0,Yes
1288,54,0,1,0,1,36,10,0,No
1289,60,1,1,1,2,40,20,0,Yes
1290,62,1,1,1,5,66,8,0,No
1291,35,0,0,0,1,87,15,1,Yes
1292,36,1,1,0,4,99,12,0,No
1293,56,1,0,1,4,149,13,0,Yes
1294,48,0,1,1,2,172,20,1,No
1295,43,1,1,1,4,31,13,1,Yes
1296,36,1,0,1,4,84,18,1,No
1297,33,1,1,1,2,105,18,0,Yes
1298,56,1,1,1,5,83,9,0,No
1299,53,1,0,1,4,60,20,0,No
1300,40,1,1,1,2,22,16,0,Yes
1301,33,1,0,1,5,361,15,0,No
1302,48,1,1,1,3,84,9,0,No
1303,45,1,1,1,4,122,18,0,Yes
1304,39,1,1,1,3,116,18,0,Yes
1305,29,1,1,1,5,280,15,1,No
1306,34,1,1,1,4,214,18,0,Yes
1307,54,1,1,0,4,121,18,0,Yes
1308,44,1,1,0,4,51,12,1,No
1309,29,1,1,1,3,76,12,0,No
1310,44,0,1,1,3,40,8,0,No
1311,64,1,1,1,5,159,8,0,No
1312,74,1,1,1,3,19,20,1,No
1313,47,1,0,0,1,69.5,20,0,No
1314,67,1,1,1,4,115,20,0,Yes
