CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,High School,College,AverageBalance
4758,43,0,0,1,0,0,1,362.7
4760,35,0,0,0,0,0,1,1292.2
4761,34,0,0,0,0,0,1,23.4
4764,27,0,0,1,0,0,1,94.9
4765,30,0,0,0,0,0,1,396.5
4766,36,0,0,1,0,0,1,4187.3
4767,33,0,0,1,0,0,1,89.7
4769,41,0,0,1,0,0,1,1996.8
4770,33,0,0,1,0,0,1,6479.2
4771,46,0,0,0,0,0,1,3755.7
4772,26,0,0,0,0,0,1,7.8
4773,25,0,0,0,0,0,1,1483.3
4774,33,0,0,0,0,0,1,1782.3
4775,41,0,0,0,1,0,1,387.4
4776,37,0,0,0,0,0,1,77
4778,27,0,0,0,0,0,1,2590.9
4779,34,0,0,0,0,0,1,23.4
4780,33,0,0,1,0,0,1,365.3
4784,29,0,0,0,0,0,1,548.6
4785,30,0,0,1,0,0,1,520
4786,33,0,0,0,0,0,1,617.5
4787,38,0,0,0,1,0,1,3641.3
4788,39,0,0,1,0,0,1,603.2
4789,33,0,0,0,0,0,1,1.3
4790,33,0,0,0,1,0,1,1158.3
4793,30,0,0,0,0,0,1,28
4794,32,0,0,0,1,0,1,189.8
4795,31,0,0,0,0,0,1,461.5
4796,31,0,0,0,0,0,1,328.9
4797,34,0,0,1,0,0,1,184.6
4799,47,0,0,0,1,0,1,1099.8
4800,44,0,0,0,1,0,1,1292.2
4802,45,0,0,0,1,0,1,739.7
4803,32,0,0,0,0,0,1,1990.3
4804,35,0,0,0,0,0,1,1786.2
4805,27,0,0,0,0,0,1,187.2
4807,30,0,0,1,0,0,1,975
4809,33,0,0,0,0,0,1,911.3
4810,31,0,0,0,0,0,1,640.9
4811,29,0,0,0,0,0,1,1951.3
4812,33,0,0,0,0,0,1,305.5
4813,34,0,0,0,0,0,1,5530.2
4814,32,0,0,0,0,0,1,1172.6
4816,40,0,0,1,0,0,1,1.3
4817,33,0,0,0,1,0,1,1010.1
4819,31,0,0,0,0,0,1,152.1
4821,25,0,0,0,0,0,1,286
4824,36,0,0,0,0,0,1,825.5
4825,33,0,0,0,0,0,1,1400.1
4827,50,0,0,1,0,0,1,1095.9
4828,47,0,0,1,0,0,1,2962.7
4829,24,0,0,0,0,0,1,165
4832,37,0,0,1,0,0,1,29.9
4833,28,0,0,0,0,0,1,18.2
4834,45,0,0,1,0,0,1,3317.6
4835,26,0,0,0,0,0,1,406.9
4836,38,0,0,1,0,0,1,2584.4
4838,34,0,0,1,0,0,1,27.3
4839,30,0,0,1,0,0,1,5418.4
4840,39,0,0,0,0,0,1,28711.8
4841,29,0,0,0,0,0,1,339.3
4843,22,0,0,0,0,0,1,490.1
4844,28,0,0,1,0,0,1,198.9
4846,35,0,0,1,0,0,1,1232.4
4847,49,0,0,1,0,0,1,8546.2
4848,32,0,0,0,0,0,1,11525.8
4851,26,0,0,0,0,0,1,802.1
4852,36,0,0,0,1,0,1,6120.4
4853,37,0,0,0,0,0,1,1300
4854,27,0,0,0,0,0,1,179.4
4855,24,0,0,0,0,0,1,137.8
4856,52,0,0,0,1,0,1,75
4857,27,0,0,1,0,0,1,734.5
4858,37,0,0,1,0,0,1,5086.9
4859,35,0,0,1,0,0,1,211.9
4860,34,0,0,1,0,0,1,45.5
4861,38,0,0,1,0,0,1,5586.1
4863,32,0,0,0,0,0,1,5253.3
4864,37,0,0,1,0,0,1,2593.5
4865,40,0,0,1,0,0,1,1440.4
4866,29,0,0,1,0,0,1,309.4
4867,36,0,0,1,0,0,1,37.7
4868,37,0,0,0,0,0,1,5140.2
4872,36,0,0,0,0,0,1,1292.2
4873,30,0,0,0,0,0,1,396.5
4874,35,0,0,0,0,0,1,5502.9
4875,28,0,0,0,0,0,1,484.9
4876,30,0,0,1,0,0,1,768.3
4877,34,0,0,1,0,0,1,13
4878,32,0,0,1,0,0,1,295.1
4879,25,0,0,0,0,0,1,14.3
4882,46,0,0,1,0,0,1,3317.6
4883,27,0,0,0,0,0,1,406.9
4884,24,0,0,0,0,0,1,55
4888,29,0,0,0,0,0,1,18.2
4889,36,0,0,1,0,0,1,1488.5
4890,30,0,0,0,0,0,1,796.9
4891,25,0,0,0,0,0,1,1540.5
4892,32,0,0,0,0,0,1,353.6
4894,31,0,0,0,0,0,1,67.6
4895,34,0,0,1,0,0,1,45.5
4897,30,0,0,0,0,0,1,339.3
4898,33,0,0,1,0,0,1,102.7
4902,26,0,0,1,0,0,1,1177.8
4903,35,0,0,0,0,0,1,6509.1
4904,33,0,0,0,0,0,1,364
4905,30,0,0,1,0,0,1,54.6
4906,40,0,0,1,0,0,1,993.2
4908,36,0,0,1,0,0,1,87
4912,33,0,0,0,0,0,1,132.6
4915,27,0,0,1,0,0,1,3711.5
4917,33,0,0,0,0,0,1,152
4918,40,0,0,1,0,0,1,1440.4
4921,34,0,0,1,0,0,1,67
4922,36,0,0,0,0,0,1,1274
4923,29,0,0,0,0,0,1,668.2
4924,35,0,0,1,0,0,1,287.3
4926,36,0,0,0,0,0,1,1292.2
4927,32,0,0,0,0,0,1,4144.4
4930,47,0,0,1,0,0,1,126.1
4931,38,0,0,0,0,0,1,5140.2
4933,28,0,0,1,0,0,1,217.1
4934,26,0,0,0,0,0,1,3291.6
4935,39,0,0,0,1,0,1,1528.8
4936,53,0,0,1,0,0,1,1227.2
4937,29,0,0,0,0,0,1,10.4
4939,31,0,0,0,0,0,1,5367.7
4940,26,0,0,0,0,0,1,988
4941,34,0,0,1,0,0,1,1037.4
4942,51,0,0,1,0,0,1,41
4943,51,0,0,0,1,0,1,85.8
4944,26,0,0,0,0,0,1,4849
4946,36,0,0,1,0,0,1,1488.5
4947,28,0,0,0,0,0,1,1081.6
4948,33,0,0,0,0,0,1,9890.4
4949,44,0,0,0,1,0,1,725.4
4950,35,0,0,1,0,0,1,897
4952,32,0,0,1,0,0,1,369.2
4953,35,0,0,0,0,0,1,473.2
4954,32,0,0,1,0,0,1,507
4955,33,0,0,1,0,0,1,102.7
4957,36,0,0,0,0,0,1,1292.2
4958,37,0,0,1,0,0,1,37.7
4959,41,0,0,1,0,0,1,1.3
4961,49,0,0,0,0,0,1,296.4
4962,37,0,0,0,1,0,1,6120.4
4963,37,0,0,1,0,0,1,4187.3
4964,51,0,0,1,0,0,1,49
4965,24,0,0,0,0,0,1,876.2
4966,35,0,0,0,0,0,1,221
4967,27,0,0,0,0,0,1,6159.4
4969,33,0,0,0,0,0,1,189.8
4970,28,0,0,0,0,0,1,406.9
4972,34,0,0,1,0,0,1,62
4973,36,0,0,0,0,0,1,1274
4974,34,0,0,1,0,0,1,40
4975,34,0,0,1,0,0,1,89.7
4976,34,0,0,1,0,0,1,89.7
4977,34,0,0,1,0,0,1,102.7
4979,42,0,0,1,0,0,1,1996.8
4980,36,0,0,0,0,0,1,473.2
4981,34,0,0,0,0,0,1,812.5
4982,33,0,0,0,0,0,1,353.6
4986,26,0,0,0,0,0,1,988
4987,28,0,0,0,0,0,1,406.9
4988,39,0,0,1,0,0,1,1718.6
4989,35,0,0,1,0,0,1,413.4
4990,36,0,0,0,0,0,1,6509.1
4992,25,0,0,0,0,0,1,3790.8
4994,26,0,0,1,0,0,1,414.7
4996,34,0,0,0,0,0,1,1400.1
4997,33,0,0,0,0,0,1,189.8
4998,54,0,0,0,1,0,1,158.6
4999,34,0,0,1,0,0,1,102.7
5000,36,0,0,0,0,0,1,1274
5001,57,0,0,1,0,0,0,67.6
5002,32,0,0,0,0,0,0,29.9
5006,53,0,0,1,0,0,0,117
5007,52,0,0,1,0,0,0,166.4
5008,59,0,0,1,0,0,0,232.7
5010,56,0,0,0,1,0,0,10.4
5011,54,0,0,1,0,0,0,452.4
5013,61,0,0,0,1,0,0,1856.4
5014,54,0,0,1,0,0,0,53.3
5015,28,0,0,1,0,0,0,421.2
5017,47,0,0,1,0,0,0,15.6
5018,55,0,0,1,0,0,0,815.1
5019,45,0,0,1,0,0,0,32.5
5020,37,0,0,1,0,0,0,160
5021,49,0,0,0,1,0,0,11.7
5022,39,0,0,1,0,0,0,362.7
5023,41,0,0,1,0,0,0,237.9
5024,40,0,0,1,0,0,0,30
5025,40,0,0,0,1,0,0,128
5026,50,0,0,1,0,0,0,79.3
5027,58,0,0,1,0,0,0,98.8
5031,43,0,0,1,0,0,0,127.4
5032,47,0,0,1,0,0,0,267.8
5033,46,0,0,0,1,0,0,2505.1
5034,51,0,0,1,0,0,0,299
5035,52,0,0,0,1,0,0,71.5
5036,54,0,0,1,0,0,0,2732.6
5037,40,0,0,1,0,0,0,59.8
5040,40,0,0,1,0,0,0,868.4
5041,51,0,0,1,0,0,0,1465.1
5042,40,0,0,1,0,0,0,85.8
5044,41,0,0,1,0,0,0,171
5045,44,0,0,1,0,0,0,192.4
5046,44,0,0,1,0,0,0,276.9
5048,34,0,0,1,0,0,0,187.2
5049,57,0,0,1,0,0,0,7060.3
5050,41,0,0,0,0,0,0,178.1
5051,53,0,0,1,0,0,0,32.5
5056,51,0,0,1,0,0,0,848.9
5057,39,0,0,1,0,0,0,2893.8
5059,42,0,0,1,0,0,0,19.5
5060,52,0,0,0,1,0,0,237.9
5061,33,0,0,1,0,0,0,431.6
5063,46,0,0,1,0,0,0,689
5067,40,0,0,0,1,0,0,479.7
5069,51,0,0,0,1,0,0,422.5
5070,49,0,0,1,0,0,0,257.4
5071,40,0,0,1,0,0,0,9.1
5072,57,0,0,1,0,0,0,210.6
5073,41,0,0,1,0,0,0,665.6
5074,43,0,0,1,0,0,0,1574.3
5077,50,0,0,1,0,0,0,202.8
5079,44,0,0,1,0,0,0,653.9
5080,35,0,0,1,0,0,0,54
5081,45,0,0,1,0,0,0,126.1
5082,31,0,0,0,0,0,0,565.5
5083,39,0,0,1,0,0,0,1275.3
5085,42,0,0,0,0,0,0,24.7
5088,49,0,0,1,0,0,0,4756.7
5089,35,0,0,0,0,0,0,141.7
5090,32,0,0,0,1,0,0,614.9
5091,38,0,0,1,0,0,0,107.9
5092,59,0,0,1,0,0,0,297.7
5093,44,0,0,1,0,0,0,185.9
5095,39,0,0,1,0,0,0,26
5096,33,0,0,1,0,0,0,257.4
5098,46,0,0,1,0,0,0,185.9
5099,47,0,0,1,0,0,0,715
5102,37,0,0,1,0,0,0,403
5104,30,0,0,0,0,0,0,858
5105,34,0,0,1,0,0,0,347.1
5106,35,0,0,1,0,0,0,811.2
5108,35,0,0,1,0,0,0,297.7
5109,43,0,0,0,0,0,0,712.4
5111,39,0,0,1,0,0,0,1127.1
5112,52,0,0,0,1,0,0,254.8
5113,29,0,0,0,0,0,0,474.5
5115,29,0,0,1,0,0,0,247
5117,46,0,0,1,0,0,0,419.9
5118,44,0,0,1,0,0,0,222.3
5120,44,0,0,1,0,0,0,546
5121,31,0,0,1,0,0,0,326.3
5123,47,0,0,1,0,0,0,152.1
5124,30,0,0,1,0,0,0,188.5
5126,43,0,0,1,0,0,0,633.1
5128,50,0,0,1,0,0,0,460.2
5130,41,0,0,1,0,0,0,335.4
5131,42,0,0,1,0,0,0,289.9
5132,36,0,0,1,0,0,0,102.7
5133,38,0,0,0,0,0,0,26
5134,28,0,0,1,0,0,0,71.5
5137,39,0,0,1,0,0,0,91
5138,37,0,0,1,0,0,0,247
5139,42,0,0,1,0,0,0,352.3
5141,33,0,0,0,1,0,0,228.8
5143,32,0,0,0,0,0,0,794.3
5144,47,0,0,1,0,0,0,2424.5
5145,48,0,0,0,1,0,0,23.4
5146,36,0,0,0,0,0,0,63.7
5148,61,0,0,1,0,0,0,954.2
5149,34,0,0,0,0,0,0,111
5150,42,0,0,0,0,0,0,174.2
5151,26,0,0,0,0,0,0,413.4
5152,44,0,0,1,0,0,0,240.5
5154,33,0,0,1,0,0,0,967.2
5155,48,0,0,1,0,0,0,5.2
5156,45,0,0,1,0,0,0,110.5
5161,43,0,0,1,0,0,0,241.8
5162,58,0,0,1,0,0,0,6.5
5164,46,0,0,1,0,0,0,998.4
5165,40,0,0,1,0,0,0,1258.4
5166,43,0,0,1,0,0,0,100.1
5168,48,0,0,1,0,0,0,582.4
5170,40,0,0,1,0,0,0,832
5171,28,0,0,1,0,0,0,146.9
5172,30,0,0,1,0,0,0,91
5173,30,0,0,1,0,0,0,5.2
5174,31,0,0,1,0,0,0,527.8
5179,38,0,0,0,0,0,0,210.6
5180,32,0,0,1,0,0,0,375.7
5181,50,0,0,0,1,0,0,174.2
5182,43,0,0,1,0,0,0,44.2
5183,35,0,0,0,0,0,0,517.4
5184,49,0,0,0,0,0,0,1513.2
5186,55,0,0,1,0,0,0,431.6
5188,57,0,0,0,1,0,0,228.8
5189,60,0,0,0,1,0,0,9881.3
5191,55,0,0,1,0,0,0,106.6
5192,38,0,0,1,0,0,0,470.6
5193,47,0,0,1,0,0,0,266.5
5194,39,0,0,1,0,0,0,1079
5195,31,0,0,1,0,0,0,65
5196,46,0,0,1,0,0,0,19
5198,48,0,0,1,0,0,0,3434.6
5199,39,0,0,1,0,0,0,431.6
5200,50,0,0,1,0,0,0,973.7
5201,43,0,0,1,0,0,0,163.8
5202,37,0,0,1,0,0,0,644.8
5203,47,0,0,1,0,0,0,559
5204,32,0,0,0,1,0,0,114.4
5205,51,0,0,1,0,0,0,262.6
5206,31,0,0,1,0,0,0,1112.8
5207,41,0,0,1,0,0,0,67.6
5208,39,0,0,1,0,0,0,561.6
5209,34,0,0,1,0,0,0,387.4
5213,41,0,0,1,0,0,0,126.1
5214,49,0,0,1,0,0,0,280.8
5216,51,0,0,0,0,0,0,478.4
5217,40,0,0,1,0,0,0,2822.3
5219,31,0,0,1,0,0,0,3909.1
5220,30,0,0,1,0,0,0,344.5
5221,40,0,0,0,1,0,0,27.3
5223,43,0,0,0,1,0,0,63.7
5224,33,0,0,1,0,0,0,997.1
5225,33,0,0,1,0,0,0,156
5226,32,0,0,1,0,0,0,356.2
5227,37,0,0,1,0,0,0,491.4
5228,35,0,0,0,0,0,0,438.1
5229,34,0,0,1,0,0,0,101.4
5230,33,0,0,1,0,0,0,427.7
5232,31,0,0,1,0,0,0,14.3
5234,59,0,0,0,0,0,0,124.8
5235,41,0,0,1,0,0,0,527.8
5237,29,0,0,0,0,0,0,884
5241,33,0,0,1,0,0,0,174.2
5242,30,0,0,0,0,0,0,497.9
5245,42,0,0,1,0,0,0,622.7
5246,34,0,0,1,0,0,0,180.7
5247,55,0,0,1,0,0,0,1784.9
5248,26,0,0,0,0,0,0,132.6
5249,47,0,0,1,0,0,0,122.2
5250,43,0,0,1,0,0,0,436.8
5252,46,0,0,0,1,0,0,587.6
5253,33,0,0,0,1,0,0,507
5254,52,0,0,0,1,0,0,126.1
5255,46,0,0,1,0,0,0,2243.8
5256,33,0,0,0,0,0,0,119.6
5257,44,0,0,1,0,0,0,14.3
5258,56,0,0,1,0,0,0,546
5259,54,0,0,1,0,0,0,1015.3
5260,49,0,0,1,0,0,0,457.6
5264,42,0,0,1,0,0,0,127
5267,50,0,0,1,0,0,0,115.7
5268,49,0,0,1,0,0,0,1803.1
5269,37,0,0,1,0,0,0,1508
5270,37,0,0,1,0,0,0,3091.4
5271,33,0,0,1,0,0,0,248.3
5272,50,0,0,0,1,0,0,40.3
5273,41,0,0,0,0,0,0,202.8
5274,48,0,0,1,0,0,0,300.3
5275,32,0,0,1,0,0,0,115.7
5277,36,0,0,1,0,0,0,123.5
5280,32,0,0,0,0,0,0,15.6
5281,43,0,0,1,0,0,0,984.1
5284,28,0,0,1,0,0,0,33.8
5285,45,0,0,1,0,0,0,131.3
5286,30,0,0,1,0,0,0,3355.3
5287,42,0,0,1,0,0,0,32.5
5288,31,0,0,1,0,0,0,73
5289,51,0,0,1,0,0,0,367.9
5291,47,0,0,1,0,0,0,395.2
5292,59,0,0,0,1,0,0,286
5293,33,0,0,1,0,0,0,274.3
5294,52,0,0,0,0,0,0,273
5295,40,0,0,0,1,0,0,958.1
5296,43,0,0,1,0,0,0,2025.4
5300,46,0,0,1,0,0,0,37.7
5302,43,0,0,1,0,0,0,19
5303,32,0,0,1,0,0,0,1383.2
5306,31,0,0,1,0,0,0,603.2
5307,41,0,0,1,0,0,0,1367.6
5308,46,0,0,1,0,0,0,822.9
5309,55,0,0,1,0,0,0,154
5310,55,0,0,1,0,0,0,401.7
5311,53,0,0,1,0,0,0,8301.8
5312,40,0,0,1,0,0,0,741
5313,57,0,0,1,0,0,0,48
5314,50,0,0,1,0,0,0,48.1
5315,46,0,0,1,0,0,0,132
5316,35,0,0,1,0,0,0,15.6
5317,43,0,0,1,0,0,0,1821.3
5318,55,0,0,1,0,0,0,560.3
5319,48,0,0,1,0,0,0,990.6
5321,22,0,0,0,0,0,0,218.4
5322,35,0,0,1,0,0,0,538.2
5323,25,0,0,0,0,0,0,22.1
5324,45,0,0,1,0,0,0,419.9
5326,29,0,0,1,0,0,0,19
5327,41,0,0,0,1,0,0,273
5328,28,0,0,1,0,0,0,371.8
5330,33,0,0,1,0,0,0,1701.7
5332,44,0,0,1,0,0,0,458.9
5334,40,0,0,1,0,0,0,215.8
5335,44,0,0,1,0,0,0,29.9
5336,60,0,0,1,0,0,0,1640.6
5337,46,0,0,0,0,0,0,461.5
5338,50,0,0,1,0,0,0,6962.8
5339,47,0,0,1,0,0,0,677.3
5340,46,0,0,1,0,0,0,518.7
5341,47,0,0,1,0,0,0,390
5344,46,0,0,0,1,0,0,356.2
5345,31,0,0,1,0,0,0,105.3
5346,46,0,0,1,0,0,0,162
5347,43,0,0,0,1,0,0,54.6
5348,40,0,0,1,0,0,0,5766.8
5349,44,0,0,1,0,0,0,390
5352,43,0,0,1,0,0,0,22.1
5353,47,0,0,1,0,0,0,3205.8
5356,46,0,0,1,0,0,0,479.7
5357,58,0,0,1,0,0,0,1764.1
5359,24,0,0,1,0,0,0,555.1
5361,23,0,0,1,0,0,0,276.9
5362,53,0,0,0,1,0,0,3220.1
5363,28,0,0,1,0,0,0,19.5
5365,31,0,0,1,0,0,0,846.3
5366,38,0,0,1,0,0,0,152
5367,44,0,0,1,0,0,0,802.1
5368,35,0,0,1,0,0,0,14.3
5370,41,0,0,1,0,0,0,4082
5371,35,0,0,0,1,0,0,390
5372,50,0,0,1,0,0,0,544.7
5373,39,0,0,1,0,0,0,412.1
5375,42,0,0,0,1,0,0,544.7
5376,48,0,0,1,0,0,0,11705.2
5377,54,0,0,0,1,0,0,2680.6
5378,46,0,0,1,0,0,0,1927.9
5379,43,0,0,1,0,0,0,6497.4
5380,31,0,0,1,0,0,0,768.3
5383,46,0,0,1,0,0,0,126
5384,47,0,0,1,0,0,0,6065.8
5389,40,0,0,1,0,0,0,10180.3
5391,47,0,0,1,0,0,0,1682.2
5392,41,0,0,1,0,0,0,2150.2
5393,54,0,0,1,0,0,0,2198.3
5394,45,0,0,1,0,0,0,813.8
5395,47,0,0,1,0,0,0,2.6
5396,43,0,0,1,0,0,0,1153.1
5397,45,0,0,1,0,0,0,319.8
5398,46,0,0,1,0,0,0,1857.7
5401,53,0,0,1,0,0,0,780
5402,34,0,0,1,0,0,0,464.1
5403,41,0,0,1,0,0,0,2726.1
5404,45,0,0,1,0,0,0,2198.3
5405,49,0,0,1,0,0,0,14712.1
5406,49,0,0,1,0,0,0,47
5407,42,0,0,1,0,0,0,656.5
5408,52,0,0,0,0,0,0,2631.2
5410,46,0,0,1,0,0,0,651.3
5412,41,0,0,1,0,0,0,10055.5
5413,35,0,0,1,0,0,0,573.3
5414,44,0,0,1,0,0,0,69
5415,58,0,0,1,0,0,0,1827.8
5416,51,0,0,1,0,0,0,144.3
5417,41,0,0,1,0,0,0,533
5418,42,0,0,1,0,0,0,1674.4
5419,47,0,0,1,0,0,0,8370.7
5420,41,0,0,1,0,0,0,452.4
5421,28,0,0,1,0,0,0,156
5422,29,0,0,1,0,0,0,306.8
5423,45,0,0,1,0,0,0,2332.2
5424,45,0,0,1,0,0,0,691.6
5425,55,0,0,1,0,0,0,884
5426,41,0,0,1,0,0,0,746.2
5427,30,0,0,1,0,0,0,1924
5428,43,0,0,1,0,0,0,131.3
5429,44,0,0,1,0,0,0,383.5
5430,49,0,0,1,0,0,0,80
5431,44,0,0,1,0,0,0,145.6
5433,47,0,0,0,1,0,0,722.8
5435,49,0,0,1,0,0,0,1238.9
5436,44,0,0,1,0,0,0,4429.1
5437,26,0,0,1,0,0,0,284.7
5438,50,0,0,1,0,0,0,6670.3
5439,52,0,0,0,1,0,0,248.3
5440,45,0,0,1,0,0,0,2882.1
5443,41,0,0,1,0,0,0,1523.6
5445,52,0,0,0,1,0,0,2285.4
5446,45,0,0,1,0,0,0,1246.7
5448,44,0,0,0,0,0,0,150.8
5450,48,0,0,1,0,0,0,2284.1
5451,40,0,0,1,0,0,0,3446.3
5452,54,0,0,1,0,0,0,1235
5454,40,0,0,1,0,0,0,531.7
5455,47,0,0,1,0,0,0,1800.5
5456,59,0,0,1,0,0,0,416
5457,45,0,0,1,0,0,0,2589.6
5458,42,0,0,1,0,0,0,865.8
5459,49,0,0,0,0,0,0,3923.4
5460,49,0,0,0,0,0,0,3409.9
5462,42,0,0,1,0,0,0,4426.5
5463,41,0,0,1,0,0,0,1103.7
5464,60,0,0,1,0,0,0,4966
5465,46,0,0,1,0,0,0,449.8
5466,55,0,0,1,0,0,0,205.4
5467,54,0,0,1,0,0,0,3812.9
5468,42,0,0,1,0,0,0,235.3
5469,60,0,0,1,0,0,0,7524.4
5470,46,0,0,0,0,0,0,113.1
5472,33,0,0,1,0,0,0,75
5474,54,0,0,0,1,0,0,247
5476,35,0,0,0,0,0,0,1579.5
5477,28,0,0,0,0,0,0,594.1
5478,54,0,0,1,0,0,0,31.2
5479,46,0,0,1,0,0,0,1448.2
5480,27,0,0,0,0,0,0,560.3
5481,33,0,0,0,0,0,0,362.7
5482,43,0,0,0,1,0,0,119.6
5483,31,0,0,1,0,0,0,786.5
5485,56,0,0,0,0,0,0,960.7
5486,58,0,0,1,0,0,0,4551.3
5487,43,0,0,1,0,0,0,140.4
5488,41,0,0,1,0,0,0,3188.9
5489,44,0,0,1,0,0,0,8
5490,48,0,0,1,0,0,0,726.7
5491,40,0,0,1,0,0,0,1172.6
5492,26,0,0,1,0,0,0,650
5493,43,0,0,1,0,0,0,821.6
5495,51,0,0,1,0,0,0,5846.1
5497,54,0,0,1,0,0,0,284.7
5498,43,0,0,1,0,0,0,1011.4
5500,42,0,0,1,0,0,0,1716
5505,44,0,0,1,0,0,0,535.6
5508,52,0,0,1,0,0,0,5219.5
5509,56,0,0,1,0,0,0,897
5511,42,0,0,1,0,0,0,3274.7
5513,43,0,0,1,0,0,0,3386.5
5515,39,0,0,0,0,0,0,27.3
5516,58,0,0,1,0,0,0,3311.1
5517,45,0,0,1,0,0,0,118.3
5518,28,0,0,0,0,0,0,835.9
5519,52,0,0,1,0,0,0,1012.7
5521,45,0,0,0,1,0,0,135.2
5522,39,0,0,1,0,0,0,2772.9
5523,47,0,0,1,0,0,0,2282.8
5524,45,0,0,1,0,0,0,1045.2
5525,26,0,0,0,0,0,0,132.6
5526,51,0,0,1,0,0,0,254.8
5529,32,0,0,1,0,0,0,2440.1
5530,28,0,0,1,0,0,0,659.1
5531,29,0,0,0,0,0,0,136.5
5532,37,0,0,0,0,0,0,152.1
5533,27,0,0,0,0,0,0,57
5534,39,0,0,1,0,0,0,123.5
5535,38,0,0,1,0,0,0,607.1
5536,40,0,0,1,0,0,0,2285.4
5538,45,0,0,1,0,0,0,1511.9
5539,24,0,0,1,0,0,0,852.8
5540,55,0,0,1,0,0,0,742.3
5541,29,0,0,0,0,0,0,81.9
5542,32,0,0,0,0,0,0,130
5543,53,0,0,1,0,0,0,824.2
5544,51,0,0,1,0,0,0,1552.2
5545,44,0,0,1,0,0,0,1930.5
5546,34,0,0,0,0,0,0,110.5
5548,41,0,0,1,0,0,0,270.4
5550,32,0,0,1,0,0,0,317.2
5551,50,0,0,1,0,0,0,300.3
5553,43,0,0,0,1,0,0,74.1
5555,42,0,0,1,0,0,0,517.4
5557,45,0,0,1,0,0,0,178.1
5559,55,0,0,1,0,0,0,348.4
5560,52,0,0,1,0,0,0,1309.1
5561,44,0,0,1,0,0,0,253.5
5562,44,0,0,1,0,0,0,15.6
5563,56,0,0,1,0,0,0,10813.4
5564,41,0,0,0,0,0,0,98
5565,26,0,0,0,0,0,0,752.7
5567,38,0,0,1,0,0,0,423.8
5569,44,0,0,1,0,0,0,97.5
5570,34,0,0,1,0,0,0,903.5
5571,51,0,0,0,1,0,0,107.9
5573,44,0,0,1,0,0,0,18.2
5574,41,0,0,1,0,0,0,1124.5
5575,46,0,0,1,0,0,0,10314.2
5576,54,0,0,0,1,0,0,10634
5577,30,0,0,0,0,0,0,92.3
5578,40,0,0,1,0,0,0,4856.8
5581,59,0,0,0,1,0,0,594.1
5585,53,0,0,1,0,0,0,13
5587,46,0,0,0,0,0,0,3706.3
5588,32,0,0,1,0,0,0,1398.8
5589,20,0,0,1,0,0,0,223.6
5590,49,0,0,1,0,0,0,369.2
5591,61,0,0,1,0,0,0,812.5
5593,45,0,0,1,0,0,0,2766.4
5595,48,0,0,1,0,0,0,592.8
5596,34,0,0,1,0,0,0,374.4
5597,41,0,0,1,0,0,0,4838.6
5599,49,0,0,1,0,0,0,1996.8
5600,47,0,0,1,0,0,0,189.8
5601,36,0,0,1,0,0,0,2702.7
5602,32,0,0,1,0,0,0,551.2
5603,42,0,0,1,0,0,0,221
5606,40,0,0,1,0,0,0,28.6
5607,37,0,0,1,0,0,0,68.9
5608,52,0,0,1,0,0,0,678.6
5610,34,0,0,1,0,0,0,237.9
5611,38,0,0,0,0,0,0,544.7
5612,35,0,0,1,0,0,0,132.6
5613,32,0,0,1,0,0,0,28
5614,35,0,0,0,0,0,0,61.1
5616,37,0,0,1,0,0,0,2912
5617,33,0,0,1,0,0,0,211.9
5621,34,0,0,1,0,0,0,209.3
5624,32,0,0,1,0,0,0,267.8
5625,59,0,0,1,0,0,0,18.2
5626,32,0,0,0,0,0,0,2158
5627,36,0,0,1,0,0,0,10575.5
5628,34,0,0,0,0,0,0,921.7
5629,43,0,0,1,0,0,0,119
5631,32,0,0,1,0,0,0,10778.3
5633,34,0,0,1,0,0,0,650
5634,33,0,0,1,0,0,0,4565.6
5635,37,0,0,1,0,0,0,858
5636,39,0,0,1,0,0,0,586.3
5638,43,0,0,1,0,0,0,825.5
5639,31,0,0,1,0,0,0,33.8
5640,39,0,0,1,0,0,0,1834.3
5641,39,0,0,1,0,0,0,808.6
5642,58,0,0,1,0,0,0,128.7
5643,36,0,0,1,0,0,0,530.4
5645,31,0,0,1,0,0,0,1111.5
5646,58,0,0,1,0,0,0,29.9
5649,31,0,0,0,0,0,0,1426.1
5655,60,0,0,1,0,0,0,876.2
5656,39,0,0,1,0,0,0,256.1
5657,39,0,0,1,0,0,0,6.5
5658,35,0,0,1,0,0,0,3549
5660,32,0,0,1,0,0,0,594.1
5661,42,0,0,1,0,0,0,928.2
5662,34,0,0,1,0,0,0,217.1
5664,31,0,0,0,0,0,0,280.8
5665,40,0,0,1,0,0,0,1476.8
5666,26,0,0,1,0,0,0,24
5669,30,0,0,1,0,0,0,588.9
5672,33,0,0,1,0,0,0,183.3
5673,30,0,0,0,0,0,0,709.8
5674,39,0,0,1,0,0,0,1006.2
5675,32,0,0,0,0,0,0,724.1
5676,38,0,0,0,0,0,0,455
5677,37,0,0,1,0,0,0,265.2
5678,49,0,0,0,1,0,0,2940.6
5680,32,0,0,1,0,0,0,170.3
5681,37,0,0,1,0,0,0,4214.6
5682,34,0,0,1,0,0,0,283.4
5683,32,0,0,1,0,0,0,37765
5684,48,0,0,0,1,0,0,439.4
5685,32,0,0,1,0,0,0,1150.5
5686,28,0,0,0,0,0,0,938.6
5690,35,0,0,1,0,0,0,4508.4
