CustomerID,Age,Entrepreneur,Unemployed,Married,Divorced,High School,College,Partition,AverageBalance
9105,29,0,0,1,0,1,0,s,19.5
9106,35,0,0,1,0,1,0,s,94.9
9109,34,0,0,0,0,1,0,s,386.1
9112,31,0,0,1,0,1,0,s,54.6
9114,36,0,0,1,0,1,0,s,1002.3
9118,56,0,0,1,0,1,0,s,223.6
9120,25,0,0,0,0,1,0,s,323.7
9122,35,0,0,1,0,1,0,s,422.5
9123,37,0,0,1,0,1,0,s,252.2
9127,31,0,0,0,0,1,0,s,3376.1
9128,34,0,0,0,0,1,0,s,495.3
9131,35,0,0,1,0,1,0,s,470.6
9137,37,0,0,0,0,1,0,s,149.5
9138,29,0,0,1,0,1,0,s,230.1
9141,26,0,0,0,0,1,0,s,29.9
9143,58,0,0,1,0,1,0,s,1515.8
9146,43,0,0,1,0,1,0,s,81.9
9149,44,0,0,1,0,1,0,s,306.8
9156,28,0,0,0,0,1,0,s,3698.5
9158,24,0,0,1,0,1,0,s,122.2
9160,25,0,0,1,0,1,0,s,98.8
9166,39,0,0,1,0,1,0,s,29.9
9167,29,0,0,0,0,1,0,s,20.8
9169,40,0,0,1,0,1,0,s,4058.6
9173,36,0,0,1,0,1,0,s,2020.2
9174,39,0,0,1,0,1,0,s,169
9178,37,0,0,0,1,1,0,s,231.4
9179,32,0,0,1,0,1,0,s,556.4
9184,42,0,0,1,0,1,0,s,2163.2
9192,30,0,0,1,0,1,0,s,224.9
9195,21,0,0,0,0,1,0,s,798.2
9197,26,0,0,0,0,1,0,s,521.3
9198,21,0,0,0,0,1,0,s,354.9
9199,25,0,0,0,0,1,0,s,325
9202,42,0,0,1,0,1,0,s,618.8
9205,46,0,0,1,0,1,0,s,3230.5
9206,50,0,0,1,0,1,0,s,208
9207,26,0,0,0,0,1,0,s,265.2
9210,36,0,0,1,0,1,0,s,1514.5
9213,37,0,0,0,1,1,0,s,478.4
9218,28,0,0,1,0,1,0,s,83.2
9220,33,0,0,1,0,1,0,s,395.2
9224,41,0,0,1,0,1,0,s,833.3
9226,39,0,0,1,0,1,0,s,2020.2
9227,48,0,0,1,0,1,0,s,916.5
9233,32,0,0,1,0,1,0,s,471.9
9236,25,0,0,1,0,1,0,s,68.9
9238,26,0,0,0,0,1,0,s,278.2
9241,42,0,0,0,1,1,0,s,175.5
9244,33,0,0,0,1,1,0,s,309.4
9248,44,0,0,0,0,1,0,s,822.9
9250,27,0,0,1,0,1,0,s,470.6
9252,29,0,0,1,0,1,0,s,29.9
9259,40,0,0,1,0,1,0,s,40.3
9260,54,0,0,1,0,1,0,s,691.6
9264,54,0,0,1,0,1,0,s,1674.4
9269,37,0,0,1,0,1,0,s,20541.3
9270,41,0,0,1,0,1,0,s,88.4
9271,43,0,0,1,0,1,0,s,3517.8
9275,48,0,0,1,0,1,0,s,1826.5
9276,47,0,0,1,0,1,0,s,3607.5
9279,42,0,0,0,0,1,0,s,31.2
9283,40,0,0,1,0,1,0,s,1978.6
9285,48,0,0,1,0,1,0,s,2074.8
9289,56,0,0,1,0,1,0,s,1835.6
9292,32,0,0,0,0,1,0,s,2970.5
9297,43,0,0,1,0,1,0,s,1441.7
9301,56,0,0,0,1,1,0,s,215.8
9302,34,0,0,1,0,1,0,s,750.1
9303,42,0,0,1,0,1,0,s,4865.9
9307,30,0,0,1,0,1,0,s,166.4
9308,48,0,0,0,0,1,0,s,11676.6
9312,60,0,0,1,0,1,0,s,976.3
9313,42,0,0,1,0,1,0,s,222.3
9314,32,0,0,0,0,1,0,s,150.8
9317,26,0,0,0,0,1,0,s,360.1
9319,30,0,0,0,0,1,0,s,791.7
9321,41,0,0,1,0,1,0,s,445.9
9322,29,0,0,1,0,1,0,s,551.2
9326,29,0,0,1,0,1,0,s,382.2
9331,40,0,0,1,0,1,0,s,440.7
9335,50,0,0,1,0,1,0,s,1053
9336,46,0,0,0,0,1,0,s,3395.6
9341,41,0,0,1,0,1,0,s,1799.2
9345,50,0,0,0,0,1,0,s,920.4
9351,42,0,0,0,0,1,0,s,1697.8
9354,46,0,0,0,1,1,0,s,1924
9356,44,0,0,1,0,1,0,s,728
9360,44,0,0,0,0,1,0,s,833.3
9362,42,0,0,1,0,1,0,s,776.1
9366,49,0,0,1,0,1,0,s,2884.7
9368,47,0,0,1,0,1,0,s,50.7
9375,43,0,0,1,0,1,0,s,3978
9377,28,0,0,1,0,1,0,s,111.8
9379,46,0,0,1,0,1,0,s,109.2
9381,51,0,0,1,0,1,0,s,2312.7
9382,42,0,0,1,0,1,0,s,816.4
9384,43,0,0,1,0,1,0,s,5876
9385,36,0,0,0,0,1,0,s,1809.6
9389,58,0,0,1,0,1,0,s,374.4
9393,34,0,0,1,0,1,0,s,423.8
9394,31,0,0,0,1,1,0,s,1462.5
9398,50,0,0,1,0,1,0,s,2085.2
9400,37,0,0,1,0,1,0,s,100.1
9407,34,0,0,1,0,1,0,s,587.6
9415,43,0,0,1,0,1,0,s,24.7
9416,29,0,0,1,0,1,0,s,1081.6
9426,26,0,0,0,1,1,0,s,313.3
9431,25,0,0,1,0,1,0,s,141.7
9437,26,0,0,0,0,1,0,s,84.5
9443,35,0,0,1,0,1,0,s,68.9
9446,32,0,0,0,0,1,0,s,37.7
9450,42,0,0,1,0,1,0,s,408.2
9453,33,0,0,0,0,1,0,s,482.3
9458,37,0,0,0,0,1,0,s,256.1
9459,35,0,0,0,0,1,0,s,663
9463,53,0,0,1,0,1,0,s,2.6
9465,42,0,0,1,0,1,0,s,504.4
9466,34,0,0,1,0,1,0,s,396.5
9468,30,0,0,1,0,1,0,s,88.4
9479,37,0,0,1,0,1,0,s,517.4
9483,47,0,0,1,0,1,0,s,1121.9
9488,28,0,0,1,0,1,0,s,2375.1
9499,31,0,0,1,0,1,0,s,980.2
9504,46,0,0,1,0,1,0,s,882.7
9505,32,0,0,0,1,1,0,s,111.8
9512,23,0,0,0,0,1,0,s,682.5
9514,22,0,0,1,0,1,0,s,46.8
9516,32,0,0,0,0,1,0,s,618.8
9517,45,0,0,1,0,1,0,s,54.6
9520,31,0,0,0,0,1,0,s,24.7
9523,27,0,0,1,0,1,0,s,796.9
9532,57,0,0,1,0,1,0,s,10653.5
9534,30,0,0,1,0,1,0,s,120
9535,45,0,0,1,0,1,0,s,1002.3
9539,54,0,0,1,0,1,0,s,302.9
9545,44,0,0,1,0,1,0,s,339.3
9549,39,0,0,1,0,1,0,s,387.4
9552,35,0,0,0,1,1,0,s,131
9555,35,0,0,1,0,1,0,s,648.7
9559,35,0,0,1,0,1,0,s,6025.5
9563,31,0,0,0,0,1,0,s,2715.7
9568,40,0,0,1,0,1,0,s,1140.1
9570,38,0,0,1,0,1,0,s,197.6
9577,39,0,0,0,0,1,0,s,5571.8
9579,35,0,0,1,0,1,0,s,3494.4
9581,32,0,0,1,0,1,0,s,146.9
9592,35,0,0,1,0,1,0,s,87.1
9600,48,0,0,1,0,1,0,s,6575.4
9601,41,0,0,1,0,1,0,s,3707.6
9604,37,0,0,1,0,1,0,s,553.8
9606,39,0,0,0,1,1,0,s,293.8
9609,34,0,0,1,0,1,0,s,2380.3
9613,32,0,0,1,0,1,0,s,4568.2
9618,30,0,0,1,0,1,0,s,1878.5
9622,38,0,0,1,0,1,0,s,2161.9
9627,34,0,0,1,0,1,0,s,1569.1
9638,33,0,0,1,0,1,0,s,607.1
9640,31,0,0,1,0,1,0,s,1615.9
9641,31,0,0,1,0,1,0,s,4128.8
9645,30,0,0,0,0,1,0,s,310.7
9649,31,0,0,1,0,1,0,s,1211.6
9650,27,0,0,0,0,1,0,s,130
9654,37,0,0,0,0,1,0,s,17102.8
9656,32,0,0,0,0,1,0,s,1387.1
9657,52,0,0,1,0,1,0,s,375.7
9658,32,0,0,0,0,1,0,s,19943.3
9663,35,0,0,1,0,1,0,s,601.9
9665,27,0,0,0,0,1,0,s,1662.7
9666,25,0,0,0,0,1,0,s,638.3
9668,32,0,0,1,0,1,0,s,733.2
9670,32,0,0,1,0,1,0,s,8
9672,28,0,0,1,0,1,0,s,148.2
9679,37,0,0,1,0,1,0,s,2363.4
9681,34,0,0,0,0,1,0,s,115.7
9682,33,0,0,1,0,1,0,s,341.9
9686,38,0,0,0,0,1,0,s,751.4
9694,31,0,0,0,0,1,0,s,100
9696,49,0,0,1,0,1,0,s,1186.9
9703,30,0,0,0,0,1,0,s,187.2
9709,36,0,0,0,0,1,0,s,897
9712,54,0,0,0,1,1,0,s,600.6
9714,33,0,0,1,0,1,0,s,1479.4
9718,33,0,0,1,0,1,0,s,32.5
9722,31,0,0,0,0,1,0,s,661.7
9723,33,0,0,1,0,1,0,s,8095.1
9725,30,0,0,1,0,1,0,s,361.4
9726,34,0,0,0,1,1,0,s,4937.4
9730,36,0,0,0,0,1,0,s,1518.4
9732,34,0,0,1,0,1,0,s,3243.5
9733,36,0,0,1,0,1,0,s,676
9738,34,0,0,0,0,1,0,s,1502.8
9744,36,0,0,0,1,1,0,s,2961.4
9747,30,0,0,1,0,1,0,s,366.6
9751,29,0,0,0,0,1,0,s,1315.6
9755,42,0,0,1,0,1,0,s,180.7
9756,31,0,0,0,0,1,0,s,1765.4
9758,33,0,0,1,0,1,0,s,2003.3
9760,34,0,0,0,0,1,0,s,166.4
9767,54,0,0,1,0,1,0,s,819
9769,40,0,0,1,0,1,0,s,513.5
9773,38,0,0,1,0,1,0,s,683.8
9774,35,0,0,1,0,1,0,s,200.2
9778,42,0,0,1,0,1,0,s,214.5
9781,31,0,0,1,0,1,0,s,3783
9783,49,0,0,1,0,1,0,s,244.4
9786,30,0,0,0,0,1,0,s,5.2
9794,32,0,0,1,0,1,0,s,679.9
9795,52,0,0,1,0,1,0,s,4708.6
9803,44,0,0,1,0,1,0,s,70.2
9806,34,0,0,1,0,1,0,s,313.3
9811,41,0,0,1,0,1,0,s,846.3
9813,32,0,0,0,0,1,0,s,265.2
9819,28,0,0,0,0,1,0,s,62.4
9820,33,0,0,1,0,1,0,s,416
9822,33,0,0,1,0,1,0,s,6.5
9831,37,0,0,0,1,1,0,s,410.8
9834,30,0,0,1,0,1,0,s,243.1
9835,24,0,0,1,0,1,0,s,1279.2
9838,26,0,0,0,0,1,0,s,495.3
9843,43,0,0,1,0,1,0,s,789.1
9861,35,0,0,1,0,1,0,s,1571.7
9870,35,0,0,1,0,1,0,s,297.7
9871,48,0,0,1,0,1,0,s,2120.3
9879,36,0,0,1,0,1,0,s,240.5
9882,29,0,0,1,0,1,0,s,3608.8
9883,28,0,0,0,0,1,0,s,457.6
9884,35,0,0,1,0,1,0,s,240.5
9890,45,0,0,1,0,1,0,s,392.6
9892,32,0,0,1,0,1,0,s,309.4
9894,46,0,0,1,0,1,0,s,482.3
9897,25,0,0,0,0,1,0,s,243.1
9899,30,0,0,1,0,1,0,s,651.3
9900,48,0,0,1,0,1,0,s,200.2
9902,34,0,0,1,0,1,0,s,594.1
9905,34,0,0,0,0,1,0,s,2207.4
9907,21,0,0,1,0,1,0,s,289.9
9908,33,0,0,1,0,1,0,s,313.3
9909,25,0,0,0,0,1,0,s,185.9
9917,29,0,0,1,0,1,0,s,1267.5
9918,39,0,0,1,0,1,0,s,596.7
9919,34,0,0,1,0,1,0,s,2047.5
9920,26,0,0,0,0,1,0,s,769.6
9921,42,0,0,1,0,1,0,s,3967.6
9930,23,0,0,0,0,1,0,s,16.9
9933,37,0,0,1,0,1,0,s,68
9935,28,0,0,1,0,1,0,s,45
9936,28,0,0,1,0,1,0,s,1015.3
9938,41,0,0,1,0,1,0,s,198.9
9939,31,0,0,1,0,1,0,s,422.5
9943,38,0,0,0,0,1,0,s,7658.3
9945,27,0,0,1,0,1,0,s,534.3
9950,30,0,0,1,0,1,0,s,262.6
9951,34,0,0,1,0,1,0,s,2242.5
9954,24,0,0,1,0,1,0,s,330.2
9955,34,0,0,0,0,1,0,s,4839.9
9962,32,0,0,0,0,1,0,s,137.8
9963,44,0,0,0,0,1,0,s,565.5
9964,27,0,0,1,0,1,0,s,114
9969,38,0,0,1,0,1,0,s,45.5
9970,39,0,0,1,0,1,0,s,6788.6
9974,28,0,0,0,0,1,0,s,1042.6
9976,23,0,0,0,0,1,0,s,278.2
9979,39,0,0,0,1,1,0,s,535.6
9981,28,0,0,0,0,1,0,s,2403.7
9987,22,0,0,1,0,1,0,s,508.3
9988,42,0,0,0,1,1,0,s,2366
9989,35,0,0,1,0,1,0,s,1804.4
9990,42,0,0,1,0,1,0,s,70.2
9994,28,0,0,0,0,1,0,s,1.3
9996,40,0,0,0,1,1,0,s,117
9999,28,0,0,1,0,1,0,s,1190.8
10000,29,0,0,1,0,1,0,s,1522.3
10001,52,0,0,1,0,1,0,s,403
10002,28,0,0,0,0,1,0,s,8199.1
10007,38,0,0,1,0,1,0,s,752.7
10008,46,0,0,0,1,1,0,s,2359.5
10012,33,0,0,1,0,1,0,s,754
10014,28,0,0,1,0,1,0,s,1326
10015,45,0,0,1,0,1,0,s,720.2
10016,33,0,0,1,0,1,0,s,145.6
10023,45,0,0,1,0,1,0,s,202.8
10030,26,0,0,0,0,1,0,s,544.7
10031,34,0,0,1,0,1,0,s,75.4
10034,29,0,0,0,0,1,0,s,27
10040,39,0,0,1,0,1,0,s,3395.6
10041,32,0,0,1,0,1,0,s,2
10051,29,0,0,0,0,1,0,s,1289.6
10053,25,0,0,1,0,1,0,s,249.6
10056,25,0,0,1,0,1,0,s,985.4
10058,40,0,0,1,0,1,0,s,556.4
10059,26,0,0,1,0,1,0,s,318.5
10065,43,0,0,1,0,1,0,s,144.3
10066,43,0,0,1,0,1,0,s,66
10067,37,0,0,1,0,1,0,s,5.2
10069,40,0,0,1,0,1,0,s,425.1
10073,27,0,0,0,0,1,0,s,3231.8
10075,35,0,0,1,0,1,0,s,994.5
10076,56,0,0,1,0,1,0,s,323.7
10082,44,0,0,1,0,1,0,s,3279.9
10083,35,0,0,1,0,1,0,s,1051.7
10084,42,0,0,1,0,1,0,s,1027
10089,48,0,0,1,0,1,0,s,6813.3
10090,60,0,0,0,1,1,0,s,57
10093,39,0,0,1,0,1,0,s,20.8
10096,35,0,0,1,0,1,0,s,816.4
10097,37,0,0,1,0,1,0,s,873.6
10107,39,0,0,0,0,1,0,s,1150.5
10111,39,0,0,0,1,1,0,s,122.2
10112,49,0,0,1,0,1,0,s,41
10128,40,0,0,1,0,1,0,s,352.3
10134,32,0,0,1,0,1,0,s,707.2
10135,35,0,0,0,0,1,0,s,1628.9
10136,30,0,0,0,0,1,0,s,254.8
10137,40,0,0,1,0,1,0,s,1430
10140,44,0,0,1,0,1,0,s,560.3
10151,40,0,0,1,0,1,0,s,958.1
10152,33,0,0,0,0,1,0,s,191.1
10154,36,0,0,0,0,1,0,s,475.8
10156,45,0,0,1,0,1,0,s,169
10158,37,0,0,1,0,1,0,s,663
10161,39,0,0,0,1,1,0,s,208
10163,26,0,0,0,0,1,0,s,2.6
10164,41,0,0,1,0,1,0,s,817.7
10166,42,0,0,1,0,1,0,s,3173.3
10167,32,0,0,1,0,1,0,s,544.7
10168,32,0,0,1,0,1,0,s,1147.9
10169,45,0,0,1,0,1,0,s,206.7
10170,35,0,0,1,0,1,0,s,695.5
10171,27,0,0,1,0,1,0,s,1743.3
10175,35,0,0,1,0,1,0,s,907.4
10177,35,0,0,0,0,1,0,s,334.1
10181,48,0,0,1,0,1,0,s,2393.3
10182,25,0,0,0,0,1,0,s,457.6
10187,58,0,0,1,0,1,0,s,1332.5
10191,36,0,0,1,0,1,0,s,40
10194,23,0,0,0,0,1,0,s,6688.5
10197,42,0,0,1,0,1,0,s,1699.1
10198,27,0,0,0,0,1,0,s,7231.9
10201,22,0,0,0,0,1,0,s,245.7
10202,39,0,0,1,0,1,0,s,159.9
10205,54,0,0,1,0,1,0,s,4916.6
10208,39,0,0,1,0,1,0,s,364
10209,50,0,0,0,1,1,0,s,742.3
10210,27,0,0,0,0,1,0,s,695.5
10211,52,0,0,1,0,1,0,s,73
10212,34,0,0,1,0,1,0,s,670.8
10213,39,0,0,0,0,1,0,s,5385.9
10219,38,0,0,0,0,1,0,s,5.2
10220,35,0,0,1,0,1,0,s,408.2
10223,31,0,0,1,0,1,0,s,58.5
10224,35,0,0,1,0,1,0,s,104
10228,31,0,0,0,0,1,0,s,5739.5
10230,31,0,0,0,0,1,0,s,434.2
10238,34,0,0,1,0,1,0,s,395.2
10247,52,0,0,1,0,1,0,s,240.5
10250,34,0,0,1,0,1,0,s,11125.4
10252,41,0,0,1,0,1,0,s,1033.5
10257,42,0,0,1,0,1,0,s,575.9
10258,35,0,0,1,0,1,0,s,2533.7
10262,30,0,0,1,0,1,0,s,222.3
10263,29,0,0,1,0,1,0,s,1939.6
10269,30,0,0,1,0,1,0,s,252.2
10271,36,0,0,1,0,1,0,s,2.6
10272,42,0,0,1,0,1,0,s,5.2
10273,31,0,0,1,0,1,0,s,802.1
10276,37,0,0,1,0,1,0,s,1240.2
10287,34,0,0,0,0,1,0,s,17787.9
10290,27,0,0,0,0,1,0,s,579.8
10291,29,0,0,1,0,1,0,s,617.5
10292,28,0,0,1,0,1,0,s,84
10294,40,0,0,1,0,1,0,s,786.5
10301,37,0,0,1,0,1,0,s,518.7
10302,35,0,0,1,0,1,0,s,535.6
10303,46,0,0,1,0,1,0,s,743.6
10304,24,0,0,1,0,1,0,s,1394.9
10308,32,0,0,1,0,1,0,s,1210.3
10309,35,0,0,1,0,1,0,s,14.3
10312,32,0,0,1,0,1,0,s,2314
10314,45,0,0,1,0,1,0,s,287.3
10320,45,0,0,1,0,1,0,s,10215.4
10321,39,0,0,1,0,1,0,s,263.9
10322,32,0,0,1,0,1,0,s,621.4
10323,36,0,0,1,0,1,0,s,130
10325,35,0,0,0,0,1,0,s,118
10326,31,0,0,1,0,1,0,s,78
10332,30,0,0,1,0,1,0,s,23.4
10333,38,0,0,1,0,1,0,s,369.2
10338,28,0,0,1,0,1,0,s,296.4
10340,36,0,0,1,0,1,0,s,8177
10348,27,0,0,0,0,1,0,s,1384.5
10349,28,0,0,0,0,1,0,s,149
10354,27,0,0,1,0,1,0,s,8054.8
10356,25,0,0,0,0,1,0,s,429
10360,29,0,0,0,0,1,0,s,458.9
10368,29,0,0,1,0,1,0,s,10.4
10369,37,0,0,1,0,1,0,s,152.1
10373,26,0,0,1,0,1,0,s,106.6
10374,52,0,0,0,0,1,0,s,663
10376,39,0,0,1,0,1,0,s,673.4
10378,27,0,0,1,0,1,0,s,544.7
10380,51,0,0,1,0,1,0,s,738.4
10385,47,0,0,1,0,1,0,s,354.9
10388,36,0,0,1,0,1,0,s,179.4
10389,40,0,0,1,0,1,0,s,3472.3
10390,29,0,0,0,0,1,0,s,955.5
10392,33,0,0,1,0,1,0,s,46.8
10394,59,0,0,1,0,1,0,s,113.1
10396,36,0,0,0,1,1,0,s,206.7
10397,32,0,0,0,0,1,0,s,331.5
10399,35,0,0,1,0,1,0,s,447.2
10402,38,0,0,1,0,1,0,s,3.9
10403,44,0,0,1,0,1,0,s,2483
10408,37,0,0,1,0,1,0,s,126.1
10410,42,0,0,0,1,1,0,s,1348.1
10415,36,0,0,1,0,1,0,s,449.8
10418,42,0,0,1,0,1,0,s,1124.5
10420,39,0,0,1,0,1,0,s,4200.3
10422,32,0,0,0,0,1,0,s,293.8
10423,47,0,0,1,0,1,0,s,2594.8
10424,37,0,0,1,0,1,0,s,254.8
10428,38,0,0,1,0,1,0,s,106
10429,58,0,0,1,0,1,0,s,20
10430,45,0,0,0,0,1,0,s,185.9
10436,38,0,0,0,0,1,0,s,88.4
10442,34,0,0,0,0,1,0,s,2402.4
10448,38,0,0,1,0,1,0,s,3686.8
10451,38,0,0,1,0,1,0,s,379.6
10452,36,0,0,0,0,1,0,s,1315.6
10453,38,0,0,0,0,1,0,s,1599
10455,38,0,0,1,0,1,0,s,1203.8
10459,35,0,0,1,0,1,0,s,4673.5
10463,37,0,0,1,0,1,0,s,890.5
10471,38,0,0,1,0,1,0,s,4677.4
10474,45,0,0,0,1,1,0,s,67
10476,35,0,0,1,0,1,0,s,772.2
10477,30,0,0,0,0,1,0,s,29.9
10480,54,0,0,0,1,1,0,s,283.4
10485,50,0,0,1,0,1,0,s,375.7
10486,38,0,0,0,0,1,0,s,72.8
10487,45,0,0,1,0,1,0,s,29806.4
10493,27,0,0,1,0,1,0,s,492.7
10497,28,0,0,1,0,1,0,s,1068.6
10499,34,0,0,1,0,1,0,s,378.3
10503,39,0,0,0,1,1,0,s,3381.3
10505,38,0,0,1,0,1,0,s,3149.9
10506,57,0,0,1,0,1,0,s,7218.9
10507,53,0,0,1,0,1,0,s,2113.8
10511,58,0,0,1,0,1,0,s,32.5
10512,40,0,0,1,0,1,0,s,3811.6
10517,58,0,0,1,0,1,0,s,695.5
10519,35,0,0,1,0,1,0,s,3919.5
10523,39,0,0,0,0,1,0,s,21992.1
10524,35,0,0,0,0,1,0,s,527.8
10526,39,0,0,0,0,1,0,s,848.9
10527,38,0,0,0,1,1,0,s,3897.4
10536,47,0,0,1,0,1,0,s,393.9
10539,44,0,0,1,0,1,0,s,772.2
10540,49,0,0,0,1,1,0,s,2429.7
10544,36,0,0,1,0,1,0,s,2215.2
10545,31,0,0,1,0,1,0,s,39
10550,37,0,0,1,0,1,0,s,2067
10554,39,0,0,1,0,1,0,s,1777.1
10555,36,0,0,1,0,1,0,s,978.9
10556,48,0,0,0,0,1,0,s,754
10558,54,0,0,1,0,1,0,s,954.2
10559,43,0,0,1,0,1,0,s,863.2
10560,56,0,0,1,0,1,0,s,2847
10561,48,0,0,1,0,1,0,s,1300
10566,36,0,0,0,0,1,0,s,442
10572,48,0,0,0,1,1,0,s,384.8
10577,36,0,0,0,1,1,0,s,1050.4
10579,32,0,0,1,0,1,0,s,777.4
10582,36,0,0,0,1,1,0,s,829.4
10585,46,0,0,1,0,1,0,s,8079.5
10588,42,0,0,1,0,1,0,s,2932.8
10589,30,0,0,1,0,1,0,s,382.2
10592,51,0,0,1,0,1,0,s,42.9
10593,52,0,0,1,0,1,0,s,217.1
10594,47,0,0,1,0,1,0,s,278.2
10602,39,0,0,1,0,1,0,s,159.9
10604,35,0,0,1,0,1,0,s,522.6
10607,45,0,0,1,0,1,0,s,689
10608,37,0,0,0,0,1,0,s,7563.4
10609,38,0,0,1,0,1,0,s,6619.6
10611,38,0,0,1,0,1,0,s,912.6
10614,42,0,0,1,0,1,0,s,250.9
10617,39,0,0,1,0,1,0,s,882.7
10620,38,0,0,0,1,1,0,s,3433.3
10621,37,0,0,1,0,1,0,s,841.1
10625,56,0,0,1,0,1,0,s,3131.7
10626,36,0,0,1,0,1,0,s,1831.7
10629,27,0,0,0,0,1,0,s,481
10630,36,0,0,1,0,1,0,s,3064.1
10633,37,0,0,1,0,1,0,s,2256.8
10634,28,0,0,1,0,1,0,s,640.9
10641,42,0,0,0,0,1,0,s,1662.7
10649,49,0,0,1,0,1,0,s,2265.9
10655,37,0,0,1,0,1,0,s,679.9
10658,31,0,0,1,0,1,0,s,872.3
10664,58,0,0,1,0,1,0,s,2373.8
10665,36,0,0,1,0,1,0,s,698.1
10666,50,0,0,1,0,1,0,s,6.5
10667,55,0,0,1,0,1,0,s,2613
10669,40,0,0,1,0,1,0,s,4310.8
10670,49,0,0,0,1,1,0,s,1102.4
10671,40,0,0,1,0,1,0,s,354.9
10672,39,0,0,0,1,1,0,s,48.1
10673,41,0,0,0,1,1,0,s,4708.6
10675,56,0,0,1,0,1,0,s,1002.3
10677,46,0,0,1,0,1,0,s,1456
10678,46,0,0,0,1,1,0,s,3173.3
10680,36,0,0,0,0,1,0,s,138
10690,27,0,0,1,0,1,0,s,79.3
10692,38,0,0,0,1,1,0,s,2191.8
10693,37,0,0,1,0,1,0,s,2363.4
10708,25,0,0,1,0,1,0,s,397.8
10709,37,0,0,1,0,1,0,s,55.9
10713,29,0,0,0,0,1,0,s,1180.4
10718,34,0,0,1,0,1,0,s,637
10727,36,0,0,0,1,1,0,s,1108.9
10730,43,0,0,0,0,1,0,s,962
10731,42,0,0,1,0,1,0,s,872.3
10732,36,0,0,1,0,1,0,s,1471.6
10733,38,0,0,1,0,1,0,s,3490.5
10734,56,0,0,1,0,1,0,s,360.1
10745,40,0,0,1,0,1,0,s,1311.7
10749,34,0,0,1,0,1,0,s,3803.8
10752,33,0,0,0,0,1,0,s,58.5
10755,35,0,0,1,0,1,0,s,447.2
10757,47,0,0,0,1,1,0,s,23.4
10759,45,0,0,1,0,1,0,s,45.5
10761,40,0,0,1,0,1,0,s,1202.5
10766,26,0,0,1,0,1,0,s,637
10767,25,0,0,0,0,1,0,s,455
10769,36,0,0,1,0,1,0,s,72.8
10770,48,0,0,0,0,1,0,s,2974.4
10775,58,0,0,1,0,1,0,s,3369.6
10787,26,0,0,1,0,1,0,s,1466.4
10788,21,0,0,0,0,1,0,s,1066
10790,52,0,0,0,0,1,0,s,3159
10792,47,0,0,1,0,1,0,s,419.9
10798,32,0,0,0,0,1,0,s,331.5
10799,37,0,0,1,0,1,0,s,787.8
10806,34,0,0,1,0,1,0,s,360.1
10807,44,0,0,1,0,1,0,s,1271.4
10812,26,0,0,1,0,1,0,s,149.5
10815,51,0,0,1,0,1,0,s,426.4
10816,44,0,0,1,0,1,0,s,2206.1
10819,28,0,0,0,0,1,0,s,165.1
10822,38,0,0,1,0,1,0,s,55.9
10824,38,0,0,1,0,1,0,s,288.6
10827,42,0,0,0,1,1,0,s,4429.1
10828,46,0,0,1,0,1,0,s,5257.2
10830,51,0,0,1,0,1,0,s,656.5
10831,31,0,0,0,0,1,0,s,1.3
10833,26,0,0,0,0,1,0,s,556.4
10837,58,0,0,1,0,1,0,s,2789.8
10838,30,0,0,0,0,1,0,s,54.6
10839,25,0,0,0,0,1,0,s,283.4
10840,29,0,0,1,0,1,0,s,321.1
10842,41,0,0,0,0,1,0,s,1410.5
10844,55,0,0,0,0,1,0,s,106.6
10845,33,0,0,1,0,1,0,s,2384.2
10847,25,0,0,0,0,1,0,s,1186.9
10853,58,0,0,0,1,1,0,s,1190.8
10859,53,0,0,1,0,1,0,s,185.9
10861,27,0,0,1,0,1,0,s,132.6
10878,28,0,0,1,0,1,0,s,3018.6
10879,55,0,0,1,0,1,0,s,87.1
10883,26,0,0,0,0,1,0,s,105.3
10885,28,0,0,1,0,1,0,s,1684.8
10889,52,0,0,1,0,1,0,s,494
10897,56,0,0,0,0,1,0,s,861.9
10899,36,0,0,0,0,1,0,s,143
10901,27,0,0,1,0,1,0,s,76.7
10904,25,0,0,0,0,1,0,s,245.7
10906,25,0,0,0,0,1,0,s,291.2
10908,56,0,0,1,0,1,0,s,440.7
10909,41,0,0,1,0,1,0,s,301.6
10910,32,0,0,1,0,1,0,s,5.2
10911,32,0,0,0,0,1,0,s,159.9
10913,36,0,0,1,0,1,0,s,258.7
10914,34,0,0,1,0,1,0,s,1.3
10918,35,0,0,1,0,1,0,s,800.8
10930,35,0,0,1,0,1,0,s,36
10936,39,0,0,1,0,1,0,s,2276.3
10937,48,0,0,1,0,1,0,s,552.5
10939,30,0,0,0,0,1,0,s,278.2
10941,40,0,0,1,0,1,0,s,327.6
10942,28,0,0,1,0,1,0,s,478.4
10948,46,0,0,1,0,1,0,s,8128.9
10952,47,0,0,0,0,1,0,s,494
10960,35,0,0,1,0,1,0,s,1729
10964,49,0,0,1,0,1,0,s,468
10965,60,0,0,1,0,1,0,s,937.3
10971,46,0,0,1,0,1,0,s,247
10972,37,0,0,1,0,1,0,s,2629.9
10979,41,0,0,1,0,1,0,s,7172.1
10981,32,0,0,0,1,1,0,s,139.1
10984,37,0,0,1,0,1,0,s,731.9
10988,36,0,0,1,0,1,0,s,754
10991,33,0,0,1,0,1,0,s,2321.8
11002,46,0,0,1,0,1,0,s,414.7
