Email,Percent_make,Percent_address,Percent_all,Percent_3d,Percent_our,Percent_over,Percent_remove,Percent_internet,Percent_order,Percent_mail,Percent_receive,Percent_will,Percent_people,Percent_report,Percent_free,Percent_business,Percent_email,Percent_you,Percent_credit,Percent_000,Percent_money,Percent_lab,Percent_telnet,Percent_data,Percent_technology,Percent_parts,Percent_pm,Percent_direct,Percent_cs,Percent_meeting,Percent_original,Percent_project,Percent_re,Percent_edu,Percent_table,Percent_conference,Semicolon,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
394,0.6,0,0,0,1.21,0,0.6,0,0,0,0,0.6,0,0,0,0,0.6,3.65,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,3.22,30,74,Yes
403,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0.55,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.1,0,0.52,0,0,1.23,7,75,Yes
405,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.52,0,0,3.5,46,105,Yes
407,0,0,1.16,0,3.48,0,0,0.58,0.58,0,0,0.58,0,0,1.74,0,0,1.16,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0,2.17,12,102,Yes
410,0.25,0,0.51,0,0.25,0.51,0.25,0,0,0,0,0.76,0,0,0.25,0,0.76,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.13,0.35,0,0,2.59,14,153,Yes
411,0.08,0.08,0.76,0,0.85,1.02,0.25,0.17,0.59,0.08,0.17,0.59,0.17,0,0.25,0.08,0.93,1.61,0.17,0.85,0.08,0,0,0,0,0,0,0.08,0,0,0.17,0.08,0.08,0.08,0,0,0,0.06,0,0.39,0.11,0.01,7.48,669,1407,Yes
419,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.26,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.05,0,0.26,0.08,0.46,6.3,37,1216,Yes
421,0,0,0,0,0,0.68,0,1.36,0.68,0.68,0,0,0,0,0.68,2.73,0.68,1.36,3.42,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,1.14,0.52,0,3.74,75,228,Yes
422,0.33,0,0.66,0,0.22,0,0,0,0.44,0.11,0,0.33,0,0,0.55,0,0,1.76,0,0,0.22,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0,0,0,0,0.17,0,0.37,0.19,0.08,2.56,75,389,Yes
426,0.33,0,0.66,0,0.22,0,0,0,0.44,0.11,0,0.33,0,0,0.55,0,0,1.76,0,0,0.22,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0,0,0,0,0.17,0,0.37,0.19,0.08,2.56,75,389,Yes
438,0,0,0.36,0,0.6,0.12,0.12,0,0,0,0.12,0.48,0.12,0.12,0.12,0,0.6,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0.06,0.09,0,1.25,14,389,Yes
439,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.01,0,0,1.44,8,36,Yes
440,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.21,0,3.45,17,38,Yes
442,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,1.21,3,23,Yes
447,0,0,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.45,0.08,0.08,0.37,0,1.03,13.82,104,1078,Yes
456,0,0,0.71,0,0.17,0,0.35,0.35,0,0.17,0.17,0.35,0,0,0.35,0,0.17,0.53,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.17,0,1.97,34,229,Yes
457,0,1.72,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.25,0.25,0,2.02,12,91,Yes
458,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0.19,0,0.19,0.19,0,4,23,84,Yes
460,0,0,0,0,0.45,0.45,0.45,0,0,0,0,0.45,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.08,8.52,72,477,Yes
463,0,0,1.25,0,2.5,0,0,0,0,0,0,0,0,0,1.25,0,0,5,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,36,Yes
467,0,0.23,0,0,0.23,0.47,0,0.47,0,0.95,2.61,1.66,0,2.61,0,0,0,3.8,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,0,0.47,0,0,0,0,0.12,0.04,0,0.04,0,3.78,55,189,Yes
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,1.67,5,15,Yes
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,2.3,9,23,Yes
473,0,0,0.64,0,0.64,0,0,0,0,1.29,0,0,0,0,2.59,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0.57,0,0,5.83,30,105,Yes
476,0,0,0,0,0,0,0,1.08,0,0,0,0,0,1.08,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0.19,0,0.19,0.38,0,3.95,23,79,Yes
486,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,3.71,11,26,Yes
487,0.1,0,0.1,0,0.4,0.1,0.1,0,0.2,0.2,0.4,0.5,0,0.6,0.91,0.2,0,1.72,4.26,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.3,0.16,0,6.8,494,1428,Yes
489,0.08,0.08,0.76,0,0.85,1.02,0.25,0.17,0.59,0.08,0.17,0.59,0.17,0,0.25,0.08,0.93,1.61,0.17,0.85,0.08,0,0,0,0,0,0,0.08,0,0,0.17,0.08,0.08,0.08,0,0,0,0.06,0,0.39,0.11,0.01,7.48,669,1407,Yes
492,0,0.1,0.3,0,1.02,0.3,0.1,0.4,0,0.2,0.1,0.92,0,0.1,1.94,0.92,0.4,1.94,0.4,0.51,0.1,0,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0.05,0.02,0.52,0.16,0.34,8.18,283,1890,Yes
493,0.1,0,0.1,0,0.4,0.1,0.1,0,0.2,0.2,0.4,0.5,0,0.6,0.91,0.2,0,1.72,4.26,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.3,0.16,0,6.8,494,1428,Yes
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,11,26,Yes
499,0.23,0.29,0.64,0,0.17,0.17,0.11,0.05,0.05,0.47,0.11,1.17,0.47,0.05,0.05,0.11,0.29,3.93,0,0.47,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.49,0.34,0.09,6.03,87,1460,Yes
500,0.51,0.43,0.29,0,0.14,0.03,0,0.18,0.54,0.62,0.29,0.65,0.65,1.2,0.21,0.43,0.03,2.99,0,0.51,0.58,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0.08,0,0.48,0.51,0.13,6.52,611,2340,Yes
502,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0.2,0,0.41,0.41,0,4.1,25,82,Yes
509,0,0.39,1.18,0,0.39,0,0,0,0,0.78,0.78,0.78,0,0,3.54,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.06,0,0.84,0.13,0.06,5.87,42,364,Yes
512,0,0.43,0.87,0,0,0,0,0,0.43,0.43,0.43,0,0,0,0,0,0,6.14,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0.15,0,5.09,33,117,Yes
515,0.51,0.17,0.51,0,1.7,0.34,0,0,0.85,0.17,0,0.68,0.17,0.34,0.17,0.17,0,2.9,0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,1.96,0.03,11,183,660,Yes
516,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.31,0,0,1.95,11,43,Yes
517,0.26,0.72,0.85,0,0,0.19,0.06,0.33,0.72,0.46,0.72,0.79,0.19,1.05,0.59,0.19,0.33,3.5,0.06,0.06,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0.06,0,0,0,0,0.13,0,0.1,0.1,0.2,4.4,79,1280,Yes
523,0,0,0.15,0,0.62,0,0.31,0,1.09,0,0,0,0.46,0,0.15,0.15,1.4,2.19,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.38,4.02,0,3.28,23,259,Yes
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.42,0,0.21,0.63,0,3.75,15,60,Yes
539,0.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.9,0.9,1.81,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,2.78,19,64,Yes
540,0,0,0,0,0,0,1.02,0,0,0,0,2.04,0,0,2.04,0,2.04,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.17,0,1.47,4,25,Yes
541,0,0.56,0.28,0,0,0,0.56,0,0,0.56,0.28,0.56,0.28,0,1.41,0.28,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.11,0,0.15,0,0.15,9.25,394,555,Yes
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.46,0.92,1.85,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0.5,0.29,1.64,10,126,Yes
548,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,1.47,4.41,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,12,21,Yes
551,0,0,0.4,0,0.4,0,0.4,0,0,0,0,0,0.4,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.11,0,0,1.59,11,118,Yes
554,0,2.66,0,0,2,0,0,0.66,0,0,0,2,1.33,0,0,0,6.66,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,2.13,7,32,Yes
558,0,0.34,1.02,0,0.68,0.34,0.34,0,0,0,0,0.34,0,0,2.04,0,0.34,4.76,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.22,0,3.88,6.98,56,328,Yes
560,0,0,0.78,0,1.17,0,0,0,0,0,0,0.39,0,0,0.78,0,0,1.56,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,4.11,20,222,Yes
562,0,0,0.68,0,0,0,0,1.36,0,0,0.68,0.68,0,0,0,0,0,3.4,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,0,2.23,19,96,Yes
565,0,1.25,0.62,0,0,0,1.25,0,0,0,0.62,0.62,0,0,2.5,0,1.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.23,0,0,2.35,29,134,Yes
566,0,1.25,0.62,0,0,0,1.25,0,0,0,0.62,0.62,0,0,2.5,0,1.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.22,0,0,2.35,29,134,Yes
567,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,13,44,Yes
569,0,0,0.99,0,0.24,0,0,0,0.24,0.49,0,0.49,0,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,5.56,209,400,Yes
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.43,5.88,46,94,Yes
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.47,9.2,46,92,Yes
575,1.03,0,0,0,0,0,0,0,0,0,0,1.03,0,0,1.03,0,0,3.62,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,2.77,26,83,Yes
576,1.18,0.39,0.59,0,0,0.98,0.19,0.19,1.38,0.39,0,0.98,0,0.19,0.98,0,0,2.56,0.39,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.75,0.31,0.03,6.65,76,632,Yes
579,0,0,0,0,0,0,2.1,0,0,0,0,1.05,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,15,62,Yes
582,0,0,0.46,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0.46,0.93,0,0.46,0,0,0,0,0.15,0,0,0.93,0,0,0,0,0,0,0,0,0.07,0.07,0,0.1,0.02,0,62.75,1505,2761,Yes
587,0,0,0.36,0,0.36,0,0,0,0.36,0.36,0,0.36,0,1.09,1.81,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,0,0,1.29,5,94,Yes
589,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,3.2,13,48,Yes
592,0.45,0.68,0.68,0,1.92,0,0.56,0.45,0,0.45,0.22,1.81,0,0,0.22,0.11,1.81,2.38,0,0.11,0.22,0,0,0,0,0,0,0.11,0,0,0,0,0,0.11,0,0,0.02,0.06,0,0.57,0.13,0.02,3.16,94,385,Yes
594,0,0,0.55,0,0.22,0.22,0.11,0,0.11,0.22,0,0.33,0.33,0,0,0.22,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.03,0.12,0,1.96,14,302,Yes
596,0.68,0.11,0.11,0,0.45,0.11,0,0.57,0.79,2.73,0.34,0.11,0.22,0,0.11,0.68,0.45,3.07,0,1.82,1.14,0,0,0,0,0,0.11,0.11,0,0,0,0,0.11,0,0,0,0.07,0.12,0,0.39,0.24,0.02,9.83,164,1592,Yes
599,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,3.33,0,0,2.55,12,74,Yes
602,0.39,0,0,0,0,0.39,0.79,0,0,0,0,0.79,0,0,0,0.39,0,2.37,0,1.18,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.61,0.18,0,2.68,13,75,Yes
606,0,0,1.24,0,1.24,0.62,0,0,0,0,0,0,0,0,1.24,0.62,0,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0.11,0,0.32,0.11,0.11,3.85,30,150,Yes
609,0,0,0,0,0,0,0,0.71,0,0,0,0.71,0,0,1.43,0,0,4.31,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0.27,0,0.13,0,0,2.32,16,72,Yes
611,0.11,0.22,0.11,0,0.45,0.45,0,0.11,1.02,1.59,0.11,0.34,0.22,0.11,0,0.45,0.11,3.53,0,0.45,0.45,0,0,0,0,0,0,0.11,0,0,0,0,0.45,0,0,0,0.02,0.17,0,0.27,0.13,0,4.22,144,666,Yes
612,0.44,0,0.88,0,0.44,1.32,0.44,0,0,0,0,0,0,0,0,0,0.44,1.76,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.43,0.36,0,2.38,16,133,Yes
616,0,0,0.9,0,0.45,0,0,0,0,0,0,0.9,0.45,0,0.45,0.9,0,4.52,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,2.12,0.07,0,2.65,14,114,Yes
617,0.33,0,0.67,0,0.22,0,0,0,0.44,0.11,0,0.33,0,0,0.56,0,0,1.79,0,0,0.22,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0,0,0,0,0.16,0,0.39,0.18,0.08,2.61,75,391,Yes
619,0,0,0,0,0,1.27,0,0.63,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.11,0,1.92,12,69,Yes
623,0,0,0,0,0,0,0,0,0,1.47,0,1.47,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,15,36,Yes
625,0,0,0,0,0.82,0,0,1.65,0,0.82,0,0,0,0,0,0.82,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,0,1.25,4,50,Yes
630,0,0,0.31,0,0.62,0.62,0.62,0.31,0,1.88,0.62,1.25,0,0,1.56,0.31,0,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,2.48,11,134,Yes
631,0.1,0.1,0.71,0,0.61,0.3,0.4,0.1,1.42,0.81,0.1,0.5,0,0,0.1,0,1.01,2.34,0.5,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.26,0.93,0.38,0.03,3.18,56,1043,Yes
634,0,0,0,0,0,0,0,0,0,1.49,0,1.49,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,15,35,Yes
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,9.1,33,91,Yes
653,0,0.65,0.98,0,0.32,0,0,0,0,0,0,0.65,0,0,0.32,0,1.3,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.05,0,0.48,0,0,4.27,121,312,Yes
654,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,1.34,0,0,6.61,51,238,Yes
655,0.33,0,0.33,0,0,0,0.66,0,0,0,0,1.32,0,0,0.66,0.99,0,2.64,0,0.66,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.12,0,0.41,0.46,0.35,6.93,43,513,Yes
660,0.57,0,1.72,0,0,0,0,0.57,0,0,0,0.57,1.72,0,0,0.57,0,4.59,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.4,0.1,0,2.33,11,70,Yes
664,0.51,0.25,0.49,0,0.04,0.23,0.04,0.32,0.38,0.81,0.21,0.9,0.79,1.24,0.21,0.36,0.04,3.49,0,1.09,0.36,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0.06,0,0.31,0.67,0.13,5.46,193,3243,Yes
665,0.7,0,0.35,0,0.7,0.35,0.7,0,0.7,0,0,0,0.7,0,0,1.05,0,3.16,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.23,0,0,4.6,60,262,Yes
666,0.3,0,1.23,0,1.54,0.92,0.61,0.92,0.3,0.3,0,0.3,0,0,0,0.3,0,2.47,0.92,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.05,0,0.73,0.18,0,4.34,60,243,Yes
667,0,0,0.84,0,0.56,0,0,0.56,0,0,0,0,0,0,0.28,0,0,1.13,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0.05,0,0,1.66,6,118,Yes
673,0.34,0,1.7,0,1.02,0,0,0,0.68,1.02,0,0,0,0,0,0,0,0.34,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.11,0,664,1327,1328,Yes
674,0,0.8,0,0,0.8,0,0.8,0,0,0.8,0,0,0,0,0.8,0.8,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.27,0,0,3.12,19,81,Yes
680,0,0,0.28,0,0.16,0.18,0,0,0,0,0.02,0.09,0.11,0,0,0,0,0.14,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0.03,0,0,16.59,154,9090,Yes
685,0.08,0.08,0.48,0,0.16,0.24,0,0,0.24,0.08,0,0.56,0,0,0,0,0.08,0.88,0.08,0.4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.2,0.33,8.76,102,1481,Yes
687,0.52,0.42,0.35,0,0.14,0.03,0.03,0.1,0.56,0.8,0.28,0.7,0.56,1.19,0.24,0.45,0,3.19,0,0.38,0.63,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.08,0,0.45,0.54,0.12,6.31,286,2207,Yes
690,0,0,0,0,1.91,0,0.31,0.31,0,0.31,0.63,1.59,0.63,0,0,0.63,2.23,3.19,0,0.31,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0.09,0,0.32,0,0,2.15,18,86,Yes
691,0,0.75,0.25,0,0,0,0,0.5,0,0.5,0.25,0.75,0,0,1.5,0,1.5,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0,0,0,0,1.02,3,86,Yes
694,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,2.58,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,3.85,0,0,13.27,70,199,Yes
697,0,0.33,0.33,0,1.65,0.33,0.66,0,0,0.16,0.16,0.99,0,0,0.82,0.33,0.16,2.81,0,0.49,0.33,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0.25,0.05,0.05,6.16,350,727,Yes
699,0.1,0.2,1.01,0,0.8,0.8,0.5,0,0.8,0.1,0.3,0.7,0.3,0,0.1,0,1.11,1.31,0.2,0.6,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0,0.11,0,0.49,0.16,0.02,8.55,669,1351,Yes
701,0.1,0.1,0.71,0,0.51,0.2,0.2,0.1,1.43,0.82,0.1,0.51,0,0,0.1,0,1.02,2.15,0.41,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.26,0.97,0.4,0.03,3.16,56,1028,Yes
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,17.48,49,472,Yes
703,0,0,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0.71,0,1.43,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.13,0,0,1.78,11,105,Yes
707,0,0,0,0,0.84,1.27,0.42,0,0,0.42,0.42,0.42,0,0,0,0,0.42,2.11,0,3.38,0,0,0,0,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0.1,0.1,1.17,0.24,0.39,0,26.41,363,977,Yes
710,0.24,0,0.99,0,0.99,0,0.49,0.99,0,0.24,0,0.49,0,0,0.49,0.99,0.74,1.98,0.74,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.85,0.08,0,3.22,114,499,Yes
713,0,0,0,0,0,0.63,0,1.58,0.31,0.63,0,0.95,0,0,0,0,0,1.26,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.21,0.21,0,4.17,76,292,Yes
714,0,0,0,0,0.47,0,1.41,0,0,0,0.47,0.47,0,0,0.47,0,1.88,1.41,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,4.04,54,194,Yes
716,0,0,0,0,0.47,0,1.41,0,0,0,0.47,0.47,0,0,0.47,0,1.88,1.41,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.29,0,3.75,54,191,Yes
718,0,0,0.47,0,0.7,0,0.7,0.23,0,0,0,0.47,0,0,1.65,0.7,0.23,2.12,0,0,0.23,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0,0,0.04,0.04,1.36,0.04,0,5.24,111,576,Yes
721,0.32,0,1.64,0,0.98,0,0.32,0,0.65,1.31,0,0,0,0,0,0,0,0.32,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.1,0,337.25,1146,1349,Yes
725,0.16,0.24,1.24,0,0.41,0.58,0.49,0.33,0.66,0.66,0.24,1.24,0.16,0,0.82,0.16,1.57,2.32,0.16,0.91,0.16,0,0,0,0,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0.13,0,0.25,0.22,0.03,5.87,581,1339,Yes
727,0,0,1.63,0,0,0.65,0,0,0,0,0.32,0.32,0,0,0.32,0,0,1.96,0.98,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.28,0.83,0.17,3.8,33,228,Yes
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,3,38,Yes
731,0,0,0.24,0,0.72,0,0,0,0.48,0,0,0.48,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0.33,0,0,1.74,48,141,Yes
