Voter,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church,Undecided
2315,33,0,1,1,6,139,18,1,No
2316,38,1,1,1,3,115,18,0,Yes
2317,41,1,1,1,4,125,12,0,No
2318,54,0,1,1,3,46,8,1,No
2319,34,1,0,1,4,330,15,0,No
2320,56,1,1,1,4,92,12,0,No
2321,36,1,0,1,6,110,18,1,No
2322,51,1,0,1,3,246,20,1,No
2323,39,1,1,1,5,176,18,1,No
2324,42,1,1,1,2,169,18,1,No
2325,47,1,1,1,2,154,15,1,Yes
2326,45,1,1,1,3,26,15,1,Yes
2327,59,1,1,1,4,42,20,1,No
2328,45,1,1,1,3,83.5,20,0,Yes
2329,56,0,1,1,3,74,20,1,No
2330,50,1,1,1,3,35,10,1,No
2331,62,1,1,1,3,158,20,0,Yes
2332,66,1,1,1,2,119,20,0,Yes
2333,64,1,0,1,3,46,20,0,No
2334,50,0,1,1,3,68,10,1,No
2335,48,1,1,1,5,43,8,0,No
2336,50,0,1,0,2,56,10,0,No
2337,49,1,1,1,2,32,20,1,No
2338,46,0,1,1,6,482,15,0,No
2339,42,1,0,1,3,153,13,1,Yes
2340,51,1,1,0,1,52,20,1,No
2341,53,1,1,1,6,129,8,0,No
2342,59,0,0,1,3,54,20,1,No
2343,62,1,1,1,3,111,16,1,Yes
2344,34,1,1,1,6,119,12,0,No
2345,70,1,1,0,2,106,20,0,Yes
2346,38,1,0,1,6,335,15,1,No
2347,50,1,1,0,3,25,8,0,No
2348,38,0,1,1,2,352,15,0,No
2349,45,0,1,1,6,107,18,1,Yes
2350,67,1,1,0,1,64,20,1,No
2351,50,1,0,1,3,200,12,1,No
2352,77,1,1,1,3,16,13,1,Yes
2353,45,1,1,1,5,119,15,1,Yes
2354,49,1,1,0,1,10,20,0,Yes
2355,35,1,1,1,4,73,18,0,Yes
2356,44,1,0,1,4,214,15,0,No
2357,52,1,1,1,5,67,15,0,Yes
2358,41,1,1,1,3,42,18,0,Yes
2359,47,0,1,1,3,99,18,0,Yes
2360,54,1,1,1,3,143,12,1,No
2361,48,1,1,1,2,160,15,1,Yes
2362,45,1,1,0,4,153,18,1,No
2363,59,1,1,1,2,15,8,1,No
2364,35,1,0,1,2,138.5,15,0,Yes
2365,50,1,0,1,2,96.5,20,0,No
2366,54,1,0,1,6,37,20,0,No
2367,49,1,1,1,7,209,15,0,No
2368,32,1,1,0,2,82,18,0,Yes
2369,38,0,1,0,2,5,8,0,No
2370,45,1,1,1,3,103,20,1,No
2371,72,0,1,1,2,65,20,1,No
2372,38,0,1,0,1,6,8,1,No
2373,52,1,1,1,2,100,20,0,Yes
2374,54,1,0,1,2,147,20,1,No
2375,32,1,0,0,4,62,15,0,Yes
2376,41,1,0,1,5,35,9,0,No
2377,76,1,0,0,3,141,16,1,Yes
2378,56,1,1,1,3,177,8,1,No
2379,57,0,1,1,4,115,20,1,No
2380,54,1,1,1,3,89,20,1,No
2381,50,1,1,1,2,6,9,0,No
2382,55,1,1,1,4,70,20,0,Yes
2383,63,1,1,0,1,65,20,0,Yes
2384,49,0,1,0,1,8,8,0,No
2385,32,1,0,1,3,113,15,1,Yes
2386,52,1,1,1,2,39,13,0,Yes
2387,44,1,1,1,3,75,18,0,Yes
2388,58,1,1,0,2,25,12,0,No
2389,46,1,1,1,3,56,18,0,Yes
2390,43,1,1,1,3,41,8,0,No
2391,43,1,1,1,5,91,15,0,Yes
2392,41,1,0,1,3,82,18,1,No
2393,41,1,1,1,4,70,15,0,Yes
2394,57,1,1,1,4,87,12,0,No
2395,34,1,1,1,5,132,15,1,Yes
2396,47,1,1,1,3,86.5,18,1,No
2397,37,1,1,1,3,36,18,0,Yes
2398,53,1,0,1,6,48,13,0,Yes
2399,56,0,1,0,1,29,8,0,No
2400,40,1,1,1,4,82,12,1,No
2401,50,1,1,0,2,37,20,1,No
2402,38,0,1,1,4,132,8,1,No
2403,38,1,0,1,4,65,15,1,Yes
2404,44,1,1,0,1,38,8,0,No
2405,30,1,0,1,3,189,15,0,No
2406,31,1,1,0,1,82,15,0,Yes
2407,51,1,1,1,6,89,15,1,Yes
2408,30,1,1,1,6,145,15,0,Yes
2409,45,1,1,0,2,229,15,1,No
2410,33,1,1,0,1,114,15,1,Yes
2411,37,1,1,1,6,197,15,0,No
2412,45,0,1,1,3,245,8,0,No
2413,40,1,1,1,5,154,15,1,Yes
2414,52,1,1,1,2,48,8,0,No
2415,42,0,1,1,6,150,13,1,Yes
2416,43,0,0,1,5,68.5,15,1,Yes
2417,30,1,1,1,3,289,15,0,No
2418,37,1,0,1,5,109,8,1,No
2419,37,1,1,0,1,117,15,1,Yes
2420,44,0,1,0,3,116,8,0,No
2421,44,1,1,1,5,165,15,0,Yes
2422,47,1,1,1,5,105,15,0,Yes
2423,47,1,1,1,3,57,15,0,Yes
2424,34,1,1,1,2,161,15,1,Yes
2425,46,0,1,1,2,63,8,1,No
2426,38,1,1,1,3,200,18,1,No
2427,43,1,0,1,5,81,15,0,Yes
2428,60,1,1,1,3,118,20,1,No
2429,55,1,1,1,2,109,18,0,Yes
2430,44,1,1,0,2,77,12,0,No
2431,44,1,0,0,2,119,20,1,No
2432,47,0,0,1,2,51,20,0,No
2433,41,1,1,1,5,125,16,0,Yes
2434,44,1,0,1,5,144,8,0,No
2435,45,1,0,1,3,98,15,0,Yes
2436,45,1,1,1,4,151,18,0,Yes
2437,48,0,1,1,3,90,8,0,No
2438,55,0,1,1,3,98,20,1,No
2439,72,1,1,1,5,84,10,0,No
2440,38,1,0,1,4,181,15,1,No
2441,64,1,1,1,5,101,20,1,No
2442,46,1,0,1,3,152,18,1,No
2443,34,1,1,1,2,83,18,0,Yes
2444,53,1,1,0,1,51,20,1,No
2445,52,0,1,1,3,129,20,0,Yes
2446,46,1,1,0,1,100,15,1,Yes
2447,52,0,1,1,6,89,10,1,No
2448,48,1,1,0,1,42,20,1,No
2449,36,1,0,0,6,13,8,0,No
2450,37,1,1,1,4,95,18,1,No
2451,56,0,0,0,1,68,20,1,No
2452,41,1,1,1,3,66.5,18,1,No
2453,43,1,1,1,5,91,20,1,No
2454,41,1,1,1,5,62,18,0,Yes
2455,43,1,1,0,2,40,18,1,No
2456,49,1,1,1,2,62,18,1,No
2457,44,1,1,1,4,202,12,1,No
2458,34,1,1,1,3,65,18,0,Yes
2459,46,1,0,0,3,125,9,0,No
2460,39,1,1,1,5,114,18,0,Yes
2461,55,1,1,0,1,47.5,20,1,No
2462,47,1,1,0,1,95,15,1,Yes
2463,59,1,1,1,3,71,16,0,Yes
2464,58,0,1,0,2,48,16,0,Yes
2465,47,1,1,1,6,150,15,1,Yes
2466,37,1,1,0,1,28,12,1,No
2467,40,1,1,1,3,86,18,1,No
2468,48,1,0,1,4,80,15,1,Yes
2469,35,1,0,1,4,6,8,0,No
2470,50,1,1,1,3,63,15,1,Yes
2471,47,1,0,1,3,116,8,0,No
2472,50,1,1,1,4,104,20,1,No
2473,43,1,1,1,3,57,12,1,No
2474,42,1,0,0,3,157,20,1,No
2475,49,1,1,0,2,83,18,0,Yes
2476,50,1,1,1,3,40,18,0,Yes
2477,49,1,1,1,3,85,8,0,No
2478,44,1,0,1,2,67,13,0,Yes
2479,49,0,0,1,5,117,18,1,No
2480,60,0,0,0,1,133,20,1,Yes
2481,49,0,1,1,3,47,18,0,Yes
2482,54,1,0,1,5,29,12,0,No
2483,40,1,0,1,4,94,18,0,No
2484,47,1,1,0,2,352,8,0,No
2485,62,1,0,1,2,65,20,1,No
2486,37,1,0,1,5,15,15,1,Yes
2487,76,0,1,0,6,17,20,1,No
2488,53,1,0,0,2,80,18,1,No
2489,53,1,1,1,3,69.5,20,1,No
2490,47,0,1,0,2,89,18,1,No
2491,65,1,1,1,3,59.5,20,1,No
2492,47,1,0,1,5,8,8,1,No
2493,51,1,1,1,2,102,20,0,Yes
2494,70,1,1,1,3,122,20,1,No
2495,32,1,1,0,2,13,18,1,No
2496,62,1,0,1,5,46,20,0,No
2497,54,0,1,1,4,248,16,0,No
2498,37,1,1,0,2,47,15,0,Yes
2499,59,1,1,1,3,96,15,1,Yes
2500,61,1,1,1,3,120.5,20,0,Yes
2501,53,1,1,1,3,169,20,1,No
2502,36,1,1,1,2,75,9,1,No
2503,38,1,1,1,4,49,18,0,Yes
2504,39,1,1,1,3,156,18,1,No
2505,50,1,0,1,5,287,12,1,No
2506,57,1,0,1,6,338,20,1,No
2507,63,1,1,1,4,81,16,0,Yes
2508,31,1,1,1,2,120,18,1,No
2509,66,1,1,1,3,65,13,1,Yes
2510,55,0,1,1,2,38,8,0,No
2511,45,1,0,1,2,91.5,9,0,No
2512,44,1,1,0,2,47,18,0,Yes
2513,58,1,1,1,5,163,20,1,No
2514,42,1,1,0,4,115,15,0,Yes
2515,55,1,1,0,1,86,18,0,Yes
2516,37,1,1,1,5,78,8,1,No
2517,56,0,1,0,2,64.5,8,0,No
2518,51,0,0,1,5,41,8,1,No
2519,61,1,1,1,7,153,20,1,No
2520,52,1,1,1,5,94.5,15,1,Yes
2521,54,1,1,1,5,62,18,0,Yes
2522,56,1,0,1,4,49,16,1,Yes
2523,48,0,1,1,4,94,9,1,No
2524,68,1,0,1,4,27,10,1,No
2525,66,1,1,0,4,31,20,0,Yes
2526,46,1,1,0,1,353,20,0,No
2527,63,1,1,1,2,118,10,0,No
2528,40,1,1,1,2,283,18,0,No
2529,41,1,1,1,3,14.5,18,1,No
2530,37,0,1,1,3,57,12,1,No
2531,50,1,1,1,5,106,8,1,No
2532,62,1,1,1,5,96,16,0,Yes
2533,45,1,0,1,3,162,20,1,No
2534,57,1,1,0,1,94,20,1,No
2535,51,0,0,1,2,145,10,1,No
2536,51,1,1,1,3,179,20,0,Yes
2537,50,1,1,1,6,76,20,1,No
2538,45,1,1,1,3,62,9,0,No
2539,39,1,1,1,6,134,15,1,Yes
2540,54,1,1,0,4,109,20,0,Yes
2541,33,0,0,1,3,42,8,0,No
2542,46,1,0,1,3,39,20,0,No
2543,58,1,0,1,3,169,20,0,No
2544,56,1,1,1,4,72,20,0,Yes
2545,54,1,0,1,2,123,20,0,No
2546,42,0,1,1,4,29,8,1,No
2547,36,0,1,0,2,72,18,1,No
2548,34,0,1,1,4,474,15,1,Yes
2549,37,1,1,0,1,59.5,18,0,Yes
2550,65,1,1,1,2,19,20,1,No
2551,44,0,1,0,3,50,8,1,No
2552,38,1,1,1,5,139,15,1,Yes
2553,63,1,1,1,3,69.5,20,0,Yes
2554,45,1,1,0,1,23,18,1,No
2555,50,1,0,1,2,169,18,0,No
2556,59,0,1,1,3,30,8,1,No
2557,54,1,1,1,3,117,18,0,Yes
2558,67,1,1,1,4,110,13,1,Yes
2559,59,1,1,1,4,55,20,1,No
2560,52,1,1,0,1,86,20,1,No
2561,48,1,0,1,2,212,20,0,No
2562,55,1,1,1,3,100,18,0,Yes
2563,59,1,1,1,3,31,20,0,Yes
2564,42,1,0,1,6,145.5,8,1,No
2565,62,1,1,1,3,61,20,0,Yes
2566,56,1,1,1,3,61,16,0,Yes
2567,57,1,0,1,2,80,20,0,No
2568,37,0,0,1,3,91,15,0,Yes
2569,31,1,0,1,5,78,15,0,Yes
2570,35,1,0,1,3,57,18,0,No
2571,52,1,0,0,3,94,20,1,No
2572,59,1,1,1,3,8,20,0,Yes
2573,50,1,1,1,4,56,8,1,No
2574,54,1,1,0,1,6,16,1,Yes
2575,44,1,1,1,4,113,15,1,Yes
2576,36,1,0,1,5,138,15,0,Yes
2577,45,1,1,1,5,123,18,1,No
2578,67,1,0,1,3,126,20,1,No
2579,40,1,1,1,4,177,20,1,No
2580,52,0,1,1,6,107,15,0,Yes
2581,50,1,1,1,5,117,12,0,No
2582,54,0,1,1,4,106,8,1,No
2583,41,1,1,0,1,22,18,0,Yes
2584,50,1,0,1,2,109,16,1,Yes
2585,51,1,1,1,3,51,20,0,Yes
2586,46,1,1,0,2,9,8,1,No
2587,47,1,0,0,5,152,12,0,No
2588,68,1,0,1,3,85,20,0,No
2589,54,1,1,1,6,87,20,0,Yes
2590,40,1,1,1,6,158,18,0,Yes
2591,64,1,1,0,1,17,20,1,No
2592,42,1,1,1,2,137,12,1,No
2593,49,1,1,1,3,114,15,0,Yes
2594,43,1,0,0,1,65,20,1,No
2595,49,1,1,1,5,78,18,1,No
2596,36,1,1,1,3,149,18,1,No
2597,41,1,1,1,4,93,12,0,No
2598,40,1,1,0,2,58.5,8,1,No
2599,45,0,1,1,4,133,15,1,Yes
2600,56,1,1,1,2,148,20,0,Yes
2601,52,1,0,1,6,416,18,0,No
2602,52,1,0,0,3,19,18,0,Yes
2603,50,1,1,1,4,110,18,0,Yes
2604,41,1,1,1,6,106,9,1,No
2605,40,1,1,1,4,151,18,1,No
2606,43,1,1,1,3,109,8,0,No
2607,38,1,1,0,1,82,18,1,No
2608,50,1,1,1,4,127,13,0,Yes
2609,51,1,1,1,5,71,20,1,No
2610,50,0,1,1,7,45,15,0,Yes
2611,46,1,1,1,3,82,20,1,No
2612,58,1,1,0,3,57,18,1,No
2613,49,1,1,1,4,130,8,1,No
2614,43,1,1,0,1,27,18,0,Yes
2615,43,1,1,1,3,36,12,1,No
2616,76,1,1,0,3,12,16,1,Yes
2617,44,1,1,1,3,128,20,1,No
2618,49,1,0,1,3,5,15,0,Yes
2619,43,1,1,1,2,125,18,1,No
2620,47,0,1,1,5,154,15,0,Yes
2621,60,1,1,0,1,118.5,20,0,Yes
2622,41,1,1,1,2,73,18,0,Yes
2623,40,1,1,0,1,135,9,1,No
2624,60,0,1,1,3,4,20,0,Yes
2625,49,1,1,1,7,44,16,1,Yes
2626,52,1,1,1,2,158,20,1,No
2627,67,1,0,1,6,98,20,0,No
2628,48,1,0,1,2,271,16,0,No
2629,41,1,1,0,3,65.5,18,0,Yes
2630,37,1,0,1,2,69,8,1,No
2631,40,1,1,0,3,49,18,1,No
2632,41,1,0,1,4,126.5,18,0,No
2633,43,1,1,1,5,147,18,0,Yes
2634,56,1,0,1,6,95,13,0,Yes
2635,48,1,1,1,4,165,18,0,Yes
2636,74,1,1,1,3,88,20,0,Yes
2637,54,1,1,1,6,98,18,0,Yes
2638,45,1,1,0,1,22,20,0,Yes
2639,48,1,1,1,4,154,18,1,No
2640,54,1,1,1,2,61,20,1,No
2641,60,1,0,1,2,88,20,1,No
2642,47,0,0,0,3,152,15,0,Yes
2643,32,0,1,1,3,14,8,1,No
2644,49,1,1,1,3,55,10,1,No
2645,43,0,1,1,5,164,12,0,No
2646,34,0,1,1,2,58,8,1,No
2647,57,1,1,1,4,149,20,1,Yes
2648,41,1,1,0,1,66,15,0,Yes
2649,56,1,1,1,2,163,8,0,No
2650,72,1,1,1,2,68,20,0,Yes
2651,34,1,1,1,4,108,12,1,No
2652,57,1,1,1,3,25,8,0,No
2653,59,1,0,1,4,84,20,1,No
2654,40,1,1,0,4,18,12,0,No
2655,40,1,1,1,4,78,15,1,Yes
2656,63,1,0,0,1,81,20,0,No
2657,41,0,1,1,4,65.5,8,0,No
2658,47,1,1,1,4,39,8,1,No
2659,56,1,1,1,2,53,8,0,No
2660,66,1,1,1,2,143,8,1,No
2661,56,1,1,1,2,100,20,0,Yes
2662,81,1,1,1,4,81,20,1,No
2663,58,0,1,0,3,116,16,1,Yes
2664,49,1,0,0,1,49,18,1,No
2665,62,1,1,1,3,38,20,1,No
2666,31,1,1,0,5,90,15,0,Yes
2667,43,1,0,0,2,42,18,1,No
2668,59,0,1,1,3,17,8,1,No
2669,58,1,1,0,1,39,20,0,Yes
2670,30,1,1,1,3,112,18,0,Yes
2671,32,1,1,1,2,23,18,1,No
2672,59,1,0,1,3,29,18,1,No
2673,44,1,0,1,2,92.5,18,0,No
2674,49,1,1,1,4,137,15,1,Yes
2675,45,1,1,0,2,57,18,1,No
2676,58,1,0,1,3,72,18,0,No
2677,48,1,1,1,5,72,18,1,No
2678,40,1,1,1,5,272,12,0,No
2679,48,1,1,0,3,39.5,8,0,No
2680,55,1,1,1,4,128,15,1,Yes
2681,28,1,1,1,3,84.5,15,0,Yes
2682,58,1,1,1,3,122,20,0,Yes
2683,61,1,1,1,3,125,20,1,No
2684,57,1,1,1,3,50,13,0,Yes
2685,41,1,1,1,2,20,9,1,No
2686,33,1,0,1,2,37,18,0,No
2687,51,1,1,0,2,48,16,0,Yes
2688,56,1,1,1,2,112,18,1,No
2689,54,1,0,1,5,33,13,1,Yes
2690,34,1,0,1,4,100,15,1,Yes
2691,52,1,1,1,2,256,15,0,No
2692,59,1,1,0,1,83,13,1,Yes
2693,69,1,1,1,5,103,20,0,Yes
2694,48,1,1,1,4,116.5,18,1,No
2695,37,0,1,0,3,21,8,1,No
2696,63,1,1,1,3,44,20,0,Yes
2697,53,1,1,1,5,71,16,0,Yes
2698,41,1,1,1,4,120,15,0,Yes
2699,62,1,1,1,4,85,20,0,Yes
2700,55,1,1,0,2,11,20,0,Yes
2701,61,1,1,1,3,92,16,0,Yes
2702,47,1,1,1,3,134,15,0,Yes
2703,52,1,1,1,3,215,20,0,Yes
2704,75,1,1,1,2,28,20,0,Yes
2705,49,1,0,1,3,124,12,0,No
2706,45,1,1,1,3,40,8,0,No
2707,51,0,1,0,2,133,18,1,No
2708,47,1,1,1,4,59.5,9,1,No
2709,54,1,1,1,5,69,20,0,Yes
2710,49,1,1,1,2,54,20,1,No
2711,62,1,0,1,3,104,20,1,No
2712,44,1,0,0,2,59,15,0,Yes
2713,53,1,1,1,5,75,15,0,Yes
2714,44,1,1,1,3,156,15,1,Yes
2715,42,1,1,1,5,275,15,1,No
2716,53,1,1,1,4,36,16,1,Yes
2717,45,1,1,1,6,134,15,0,Yes
2718,48,1,1,1,4,44,20,0,Yes
2719,51,1,1,1,3,80,10,1,No
2720,55,1,1,0,2,5,10,0,No
2721,47,1,1,1,3,220,15,1,No
2722,49,1,1,1,4,235,15,0,No
2723,54,1,1,0,1,135.5,20,0,Yes
2724,39,1,1,1,3,205,15,0,No
2725,50,0,1,1,2,360,20,1,No
2726,45,1,1,1,2,60,18,1,No
2727,43,1,1,1,4,148.5,15,0,Yes
2728,40,1,1,1,4,166,15,1,Yes
2729,59,1,1,0,4,26,20,0,Yes
2730,62,1,1,1,3,100,20,0,Yes
2731,64,1,1,1,4,41,20,1,No
2732,49,0,1,0,3,54,15,1,Yes
2733,60,1,1,1,3,132,20,1,No
2734,52,1,1,1,3,86,12,1,No
2735,56,1,1,1,5,152,20,1,No
2736,35,0,1,0,1,82.5,8,0,No
2737,64,1,1,0,5,28,8,0,No
2738,57,1,1,1,3,96.5,15,1,Yes
2739,58,1,1,1,2,142,20,0,Yes
2740,47,1,1,0,1,102,20,0,Yes
2741,45,0,0,1,3,95.5,16,1,Yes
2742,47,1,1,0,1,242,15,1,No
2743,55,1,1,1,7,72,13,0,Yes
2744,55,1,1,1,6,173,12,1,No
2745,49,1,1,0,1,69,20,0,Yes
2746,46,0,1,0,1,89,18,0,Yes
2747,57,1,0,1,2,31,8,0,No
2748,59,1,1,1,3,106,20,0,Yes
2749,37,1,1,0,1,102,18,1,No
2750,58,0,1,1,5,75,20,1,No
2751,47,1,0,1,4,123,18,0,No
2752,52,1,1,1,2,154,13,1,Yes
2753,53,0,1,1,6,92,18,1,No
2754,57,1,1,1,6,21,12,0,Yes
2755,53,1,0,0,2,111,18,0,No
2756,59,1,1,1,2,116.5,20,0,Yes
2757,49,1,1,0,1,63.5,9,1,No
2758,53,1,1,1,2,30,18,1,No
2759,53,1,1,1,6,82,16,0,Yes
2760,50,1,1,1,2,116,20,1,No
2761,49,1,1,1,5,101,15,0,Yes
2762,71,0,0,0,1,47,20,1,No
2763,33,0,1,1,5,118,8,1,No
2764,55,1,1,1,2,32,20,1,No
2765,60,1,1,0,2,49,16,0,Yes
2766,72,1,1,0,6,82.5,16,1,Yes
2767,68,0,0,0,2,28,8,0,No
2768,60,1,1,1,5,95,20,0,Yes
2769,56,1,0,1,4,68.5,10,1,No
2770,53,1,1,1,3,83,15,1,Yes
2771,36,1,1,1,4,41,8,1,No
2772,69,1,1,0,5,21,16,1,Yes
2773,62,0,1,1,4,40,8,1,No
2774,33,1,1,1,2,138,15,0,Yes
2775,43,1,1,1,6,255,16,1,No
2776,47,1,1,1,4,55,15,1,Yes
2777,53,1,1,1,3,64,20,0,Yes
2778,41,1,1,0,2,32,18,0,Yes
2779,54,0,0,1,2,185,18,0,No
2780,57,1,0,1,6,114,20,1,No
2781,63,1,0,1,2,38,20,1,No
2782,57,1,1,1,4,131,20,0,Yes
2783,52,1,1,0,1,54,20,1,No
2784,36,1,1,1,5,14,15,1,Yes
2785,62,1,1,0,1,17,20,0,Yes
2786,58,1,1,1,2,41,20,0,Yes
2787,61,1,1,1,4,151,16,0,Yes
2788,34,1,0,1,5,85,18,0,No
2789,65,1,0,0,2,17,20,0,No
2790,63,0,0,1,3,147,16,1,Yes
2791,49,1,1,1,7,136,15,0,Yes
2792,58,1,1,1,3,74,20,1,No
2793,43,1,1,1,3,43,8,1,No
2794,56,1,0,1,2,66,20,1,No
2795,62,1,1,0,2,115,20,0,Yes
2796,73,1,1,1,2,100,16,0,Yes
2797,37,1,1,1,3,95,18,0,Yes
2798,48,1,1,0,1,153,8,1,No
2799,66,1,1,1,3,26,8,0,No
2800,56,1,0,1,6,57,18,0,No
2801,30,0,1,1,2,163,8,0,No
2802,46,1,1,1,6,43,15,0,Yes
2803,30,1,1,1,6,48,15,1,Yes
2804,66,1,1,1,5,63,20,0,Yes
2805,42,1,1,1,7,15,15,1,Yes
2806,61,0,1,0,2,140,20,0,Yes
2807,43,0,0,1,3,68,8,0,No
2808,52,1,1,1,3,55,16,0,Yes
2809,39,0,1,0,1,38,8,1,No
2810,35,1,1,0,1,65,12,1,No
2811,66,1,0,1,4,51,20,1,No
2812,44,1,1,1,2,108,18,1,No
2813,51,1,1,1,2,89,20,0,Yes
2814,46,0,0,1,6,169,13,1,Yes
2815,44,1,1,0,1,175,20,1,No
2816,41,1,1,1,3,156,9,0,No
2817,54,1,1,1,6,97,15,0,Yes
2818,33,0,1,1,2,37,9,1,No
2819,56,1,1,1,2,96,20,0,Yes
2820,66,1,0,0,1,46,20,0,No
2821,61,0,1,0,1,20,10,0,No
2822,47,1,1,1,3,78,15,1,Yes
2823,59,1,1,1,7,6,18,1,No
2824,47,1,1,0,1,123,18,1,No
2825,48,1,1,1,3,247,8,0,No
2826,40,1,1,1,3,79,18,1,No
2827,40,1,0,0,1,99,18,1,No
2828,47,1,1,1,2,484,20,0,No
2829,67,1,0,1,2,106,20,1,No
2830,38,0,1,1,3,70,18,0,Yes
2831,55,1,1,0,1,134,20,0,Yes
2832,65,1,1,0,1,80,20,1,No
2833,55,1,0,1,6,168,18,1,No
2834,56,1,1,0,2,49,18,1,No
2835,53,1,0,1,5,49,8,0,No
2836,43,1,1,0,3,70,8,0,No
2837,48,1,1,1,2,136,20,1,No
2838,44,1,0,1,5,269,18,0,No
2839,74,1,0,1,3,54,20,0,No
2840,52,1,1,1,4,68,18,1,No
2841,61,1,1,0,2,36,20,1,No
2842,35,1,1,1,6,23,8,1,No
2843,51,1,1,0,1,60,18,0,Yes
2844,50,1,1,0,3,86,18,1,No
2845,48,1,1,1,7,116,12,1,No
2846,57,1,1,0,2,239,20,0,Yes
2847,46,1,0,1,4,110,15,0,Yes
2848,56,1,0,0,2,22,20,1,No
2849,53,1,1,1,5,162,18,0,Yes
2850,44,1,1,0,1,19,18,1,No
2851,42,1,1,1,2,37,18,1,No
2852,44,1,0,0,4,186,16,0,No
2853,31,0,1,1,3,72,18,0,Yes
2854,53,1,0,1,3,80,20,0,No
2855,45,1,1,0,2,61,20,1,No
2856,34,0,0,0,1,24,9,1,No
2857,59,1,1,1,3,107,20,1,No
2858,56,1,1,1,2,152,20,1,No
2859,56,1,0,1,6,310,8,1,No
2860,56,1,1,1,3,150,20,0,Yes
2861,54,1,1,0,1,29,20,1,No
2862,38,0,1,1,3,155,8,0,No
2863,53,1,1,1,6,86,12,0,No
2864,48,1,1,1,2,70,18,1,No
2865,53,1,0,1,5,238,15,0,No
2866,50,0,1,1,7,183,18,1,No
2867,54,1,1,1,6,61.5,8,0,No
2868,54,0,0,1,4,25,8,1,No
2869,46,1,1,0,6,182,18,1,No
2870,66,1,0,1,4,63,20,0,No
2871,36,1,1,1,2,116,18,1,No
2872,60,1,1,1,2,88,13,1,Yes
2873,40,0,0,1,2,105.5,9,0,No
2874,42,1,1,1,2,17,20,1,No
2875,52,1,1,1,3,88.5,18,0,Yes
2876,41,1,1,1,2,67,18,1,No
2877,59,0,1,1,6,45,16,0,Yes
2878,51,1,1,1,5,47,15,0,Yes
2879,48,1,0,1,4,87,16,0,Yes
2880,57,1,0,1,3,47,13,0,Yes
2881,64,0,1,0,2,37,20,1,No
2882,36,1,1,1,3,72,18,0,Yes
2883,32,1,1,0,2,104,18,1,No
2884,49,1,1,1,6,88,15,1,Yes
2885,40,1,1,1,2,103,15,1,Yes
2886,47,1,1,1,6,98,16,1,Yes
2887,36,0,1,0,2,10,8,1,No
2888,56,1,0,0,1,87,20,0,No
2889,59,1,1,0,2,37,10,1,No
2890,51,1,1,1,4,27,20,1,No
2891,48,0,1,0,1,7,8,0,No
2892,43,0,0,1,5,177,13,0,No
2893,48,1,1,1,4,56,18,0,Yes
2894,60,1,1,0,3,26,10,1,No
2895,43,1,1,1,3,111,20,1,No
2896,54,1,1,1,2,113,20,0,Yes
2897,44,0,1,1,4,41,8,0,No
2898,56,1,1,1,2,117,10,0,No
2899,35,1,1,1,2,6,18,0,Yes
2900,46,1,1,1,3,105,20,1,No
2901,47,0,1,1,2,31,18,1,No
2902,58,1,1,1,3,41,20,1,No
2903,51,0,1,1,3,121,15,0,Yes
2904,41,1,1,1,5,73,12,1,No
2905,32,1,1,0,5,79,15,1,Yes
2906,55,1,1,1,5,55.5,20,0,Yes
2907,67,1,1,0,1,135,10,0,No
2908,52,0,1,1,2,39,8,1,No
2909,58,1,1,0,1,247,10,0,No
2910,51,1,1,1,5,81,18,0,Yes
2911,42,0,0,1,2,224,20,1,No
2912,59,1,1,1,3,33,20,0,Yes
2913,57,1,1,0,1,84,20,0,Yes
2914,63,1,1,1,6,20,20,1,No
2915,42,1,0,1,4,80,20,1,No
2916,53,1,1,1,3,53,8,0,No
2917,53,1,0,1,2,118,18,1,No
2918,49,1,1,0,2,79,18,0,Yes
2919,47,1,1,1,2,44,18,1,No
2920,54,1,1,0,2,94,20,1,No
2921,49,1,1,1,4,65.5,18,0,Yes
2922,60,1,1,1,3,74,20,0,Yes
2923,59,1,0,1,2,39.5,16,0,Yes
2924,61,0,1,0,1,6,8,1,No
2925,47,1,0,0,1,139,18,1,No
2926,38,1,1,1,3,88,18,1,No
2927,57,1,1,1,4,108,20,1,No
2928,46,1,0,1,5,247,15,1,No
2929,51,0,0,1,2,224,18,0,No
2930,49,1,0,1,2,40,9,1,No
2931,53,1,1,1,2,57,8,0,No
2932,50,0,1,1,4,140,8,1,No
2933,42,0,1,0,2,4,8,1,No
2934,31,1,1,0,1,31,18,0,Yes
2935,37,1,1,1,6,206,15,1,No
2936,38,1,1,1,2,20,8,1,No
2937,44,1,1,0,1,43,18,0,Yes
2938,47,0,1,1,5,38,18,0,Yes
2939,47,0,0,1,3,22,8,1,No
2940,52,1,1,0,3,25,9,1,No
2941,55,1,1,1,3,109,18,1,No
2942,48,1,1,1,5,67,20,0,Yes
2943,43,0,1,0,1,17,9,1,No
2944,35,1,1,1,3,6,18,0,Yes
2945,35,0,0,1,4,4,8,0,No
2946,49,1,1,0,1,46,8,0,No
2947,62,0,1,1,3,66,8,0,No
2948,53,1,0,1,2,135,18,1,No
2949,53,1,1,1,4,75,18,0,Yes
2950,52,1,1,1,6,64,16,1,Yes
