Email,Percent_make,Percent_address,Percent_all,Percent_3d,Percent_our,Percent_over,Percent_remove,Percent_internet,Percent_order,Percent_mail,Percent_receive,Percent_will,Percent_people,Percent_report,Percent_free,Percent_business,Percent_email,Percent_you,Percent_credit,Percent_000,Percent_money,Percent_lab,Percent_telnet,Percent_data,Percent_technology,Percent_parts,Percent_pm,Percent_direct,Percent_cs,Percent_meeting,Percent_original,Percent_project,Percent_re,Percent_edu,Percent_table,Percent_conference,Semicolon,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
675,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,1.41,10,31,Yes
676,0,0,0.28,0,0.16,0.18,0,0,0,0,0.02,0.09,0.11,0,0,0,0,0.14,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0.03,0,0,16.64,154,9088,Yes
677,0.82,0,0,0,0.41,0,0.82,0,0,0,0,0.82,0,0,0,0.41,0,2.46,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.17,0,0.51,0.11,0,2.95,44,189,Yes
678,0,0.42,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0.42,0,0.42,4.2,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.08,0,0.64,0.16,0,2.52,14,111,Yes
679,0.1,0.1,0.7,0,0.6,0.2,0.4,0.1,1.41,0.8,0.1,0.5,0,0,0.1,0,1.11,2.22,0.4,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.26,0.99,0.39,0.03,3.17,56,1044,Yes
681,0.87,0.17,0.52,0,0,0.32,0,0.04,0.29,0.42,0.39,1.37,0.87,1.69,0.32,0.54,0.22,3.47,0.29,0.34,0.84,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0,0.04,0,0.02,0.06,0,0.64,0.17,0.18,3.7,117,3498,Yes
686,0.07,0,0.55,0,0.63,0.23,0.07,0.23,0,0.23,0.07,0.55,0.63,0,0.47,0.31,0.31,2.76,0,0.55,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1.13,0.08,0.01,3.38,77,707,Yes
688,0.4,0.18,0.32,0,0.25,0.18,0.03,1.01,0.4,0.4,0.1,0.72,0.65,0.36,0.54,0.36,0.36,3.05,0.14,0.29,0.76,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0,0,0,0.01,0.04,0.07,0.34,0.14,0,3.31,181,1613,Yes
692,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,2.23,0,0,1.49,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,2.26,24,86,Yes
693,0,0,1.29,0,0,1.29,0,0,0,0,0,0,0,0,2.59,0,0,1.29,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,1.1,0,0.44,3.57,36,125,Yes
695,0,0,0,0,0.59,0,0.59,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0.59,0,0,0,0,0.05,0,0.05,0.11,0,2.89,27,127,Yes
698,0.4,0.26,0.93,0,0,0.8,0,0.8,0.8,1.2,0,0.8,0.4,0,0,0.26,2.26,2.4,0.53,0.8,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.22,0.04,11.46,525,1112,Yes
704,0,0.81,1.47,0,1.3,0,0.98,0.98,0.32,1.79,0,0.81,0,0,0.49,0.65,0,0.98,0.16,0,0,0,0,0,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0.25,0,0.18,0.67,0,2.92,113,640,Yes
705,0.1,0.1,0.7,0,0.6,0.2,0.4,0.1,1.41,0.8,0.1,0.6,0,0,0.1,0,1.01,2.22,0.4,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.27,0.98,0.4,0.03,3.16,56,1046,Yes
712,0.95,0,0.47,0.95,0,0.95,0,0,0.47,0,0.47,0,0,0,0.47,0.47,2.38,0,0,0,0.47,0,0,0.47,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0.79,0,0.17,0.45,0.11,9.64,259,723,Yes
715,0,0.81,1.47,0,1.3,0,0.98,0.98,0.32,1.79,0,0.81,0,0,0.49,0.65,0,0.98,0.16,0,0,0,0,0,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,0.25,0,0.18,0.67,0,2.92,113,640,Yes
717,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,3.21,22,45,Yes
719,0,0,0,0,0.38,0.38,0.38,0.38,0,0,0.38,0,0,0,0.38,0,0,3.5,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,2.08,12,104,Yes
720,0.33,0,1.65,0,0.99,0,0.33,0,0.66,1.32,0,0,0,0,0,0,0,0.33,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.1,0,337.25,1146,1349,Yes
723,0.1,0.2,1.01,0,0.8,0.8,0.5,0,0.8,0.1,0.3,0.7,0.3,0,0.1,0,1.11,1.31,0.2,0.6,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0,0.11,0,0.49,0.16,0.02,8.55,669,1351,Yes
726,0.93,0,0.93,0,0.93,0.93,0,0.93,0,0,0,0,0.93,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.34,0.17,0,2.24,15,38,Yes
728,0,0,0,0,0.39,0.39,0.39,0.39,0,0,0.39,0,0,0,0.39,0,0,3.52,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,1.94,12,97,Yes
732,0.17,0,0.17,0.17,1.44,0.34,0.05,0.05,0.05,0.05,0.05,0.51,0.28,0.05,0,0.69,0.05,4.14,0.23,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.01,0.16,0.03,2.05,51,521,Yes
737,0,0,0.72,0,2.91,0,0.72,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.37,0,0.12,0.12,0,1.78,12,114,Yes
739,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,1.35,0,0,1.35,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,3.29,19,92,Yes
741,0,0,0.89,0,1.79,0.44,0,0,0,0,0,0.44,0,0,1.34,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,1.97,11,124,Yes
742,0,0,0.34,0,0,0,0.34,0,0,0.34,0,0.34,0,0,0.68,0.34,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.34,0,0,0.39,0,0.22,0.06,0,2.26,17,158,Yes
743,0,0,0.52,0,1.58,0,1.05,0,0,1.05,0.52,1.58,0,0,0.52,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2.82,23,110,Yes
744,0,0,0,0,0.43,0.43,0.43,0,0,0.43,0,0.43,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,1.05,9.27,89,482,Yes
745,0,0,0.67,0,0.27,0.27,0.13,0,0.13,0.27,0,0.4,0.4,0,0,0.27,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.02,0,0,1.73,12,204,Yes
749,0,0,0.34,0,0,0,0.34,0,0,0.34,0,0.34,0,0,0.68,0.34,0.34,0.68,0.34,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.34,0,0,0.39,0,0.23,0.06,0,2.26,17,158,Yes
751,0,1.15,0.86,0,0.57,0.28,0.57,0,0,0.28,0,0.57,0,0,1.72,0,0.86,4.32,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.19,0,3.42,6.58,56,349,Yes
752,0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,2.44,8,44,Yes
753,0,0,0.75,0,0.75,0,0.5,0.25,0,1.01,0,0.25,1.51,0,0,0,1.51,2.02,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.08,0,0.43,0.43,0,2.38,19,247,Yes
755,0,0.67,0.67,0,0.5,0,0.16,0.16,0,0,0,0.33,0.67,0.67,0,0,0,2.52,0.5,0,0.16,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.11,0.05,2,32,260,Yes
760,0,0,0.56,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.2,0.39,0,0.39,3.54,22,237,Yes
764,0,0,0,0,3.69,0.56,0,0.56,0.56,0.56,0,0,0,0,0,3.4,0,0.85,1.13,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.37,0.05,0,14.58,97,452,Yes
766,0.26,0.08,0.26,0,0.53,0.08,0.08,0.08,0.97,0.62,0.08,1.15,0.08,0.7,0.35,0.08,0,4.16,0.26,0.17,1.5,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.34,0.16,0.01,4.14,74,753,Yes
767,0,0.47,0.47,0,1.41,0,0.47,0,0,0.47,0.47,0.94,0,0,0.94,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,1.1,6,54,Yes
770,0.17,0,0.17,0,1.45,0.34,0.05,0.05,0.05,0.05,0.05,0.52,0.29,0.05,0,0.69,0.05,4.24,0.23,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.02,0.16,0,1.8,12,460,Yes
771,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.22,0,0.54,7.55,43,506,Yes
772,0,0,0.44,0,1.32,0,0.44,0,0,1.32,0,0,0,0,0,0.44,0,4.42,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,2.79,19,131,Yes
775,0,0,0,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.12,0,1.8,12,63,Yes
777,0,0,0,0,3.98,0.44,0,0.44,0,0.88,0,0,0,0,0.88,0,0,0.88,0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.06,0.13,0,2.22,23,113,Yes
778,0,0,0,0,0.49,0,0.98,0,0.49,0,0,0,0,0,0,0,0,1.47,0,0.49,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0.47,0,0,0,0,2.37,12,197,Yes
780,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,1.99,3.15,12,63,Yes
782,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,14,24,Yes
787,0,0,0.54,0,0.21,0.21,0.1,0,0.1,0.21,0,0.21,0.32,0,0,0.21,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.03,0.12,0,1.99,14,306,Yes
790,0,0.54,0,0,0,0,1.08,0,0,0.54,0.54,0.54,0,0,2.17,0,0.54,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.35,0,0,1.33,5,53,Yes
793,0,0.31,0,7.18,0,0,0.31,0.62,0,1.25,0,0,0,0,0,0,0.62,0.93,0,0,0.31,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.18,0,0.61,0,0.12,9.22,51,507,Yes
794,1.01,0.33,0.5,13.63,0,0.67,0,0.16,1.34,0.33,0,0.67,0,0.16,0.5,0,0.16,2.02,0.33,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.61,0.23,0.05,9.65,151,888,Yes
797,0.09,0,0.27,0,0.36,0.09,0,0.18,0.09,0,0,0.72,0,0.36,0,0,0,2,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.02,0.05,0.03,0.24,0.03,0.03,3.76,69,530,Yes
807,0.34,0,1.7,0,1.02,0,0,0,0.68,1.02,0,0,0,0,0,0,0,0.34,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.11,0,443.67,1325,1331,Yes
810,0.48,0.97,0.97,0,0.48,0,0,0.48,0,1.95,0,2.43,0,0.48,0.48,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.74,0.17,0.09,56.54,636,735,Yes
813,0.08,0.08,0.76,0,0.85,1.02,0.25,0.17,0.59,0.08,0.17,0.59,0.17,0,0.25,0.08,0.93,1.61,0.17,0.85,0.08,0,0,0,0,0,0,0.08,0,0,0.17,0.08,0.08,0.08,0,0,0,0.07,0,0.41,0.12,0.01,7.55,669,1412,Yes
814,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,42,131,Yes
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,8.16,31,253,Yes
817,0.43,0.43,0.43,0,0.14,0.1,0.03,0.07,0.54,1.01,0.28,0.79,0.47,1.19,0.25,0.39,0,3,0,0.39,0.57,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0.08,0,0.46,2.33,0.11,6.6,266,2370,Yes
818,0.23,0.34,0.58,0,0.46,0.11,0.11,0.23,1.04,0.93,0,0.46,0,0.23,0,0.11,0,3.72,0.46,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.08,0,0.13,0.06,0.02,4.47,74,675,Yes
819,0,0.67,0.33,0,0.33,0.33,0.33,0.33,0,0,0.67,1,0,0,1,0.33,0.33,2.68,2.68,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.16,0,0.11,6.11,139,275,Yes
820,0.47,0.95,0.95,0,0.47,0,0,0.47,0,1.9,0,2.38,0,0.95,0.47,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.69,0.17,0.08,57.08,634,742,Yes
822,0.09,0,0.27,0,0.36,0.09,0,0.18,0.09,0,0,0.73,0,0.36,0,0,0,2.01,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.02,0.05,0.03,0.26,0.03,0.03,3.69,69,535,Yes
827,0,0,0.73,0,0,0.73,0.73,0,0,0,0,0,0,0,0.73,0,0,1.47,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.11,13.13,2.08,12,52,Yes
829,0.5,0.4,0.33,0,0.13,0.03,0.13,0.1,0.54,0.78,0.3,0.71,0.54,1.15,0.27,0.44,0.03,3.19,0,0.37,0.61,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.07,0,0.45,0.52,0.12,6.03,136,2213,Yes
831,0,0,0,0,2.38,0,0,2.38,2.38,2.38,0,0,0,0,0,7.14,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,22.71,149,159,Yes
835,0,0,0.51,0,0.51,0,0,0.51,0,0,0,1.02,0,0,0,0,0.51,2.56,0,1.53,0,0,0,0,0,0,0.51,0.51,0,0,0,0,0.51,0,0,0,0,0.19,0,0.09,0.47,0,5.04,60,131,Yes
838,0.31,0,0.63,0,0.47,0.47,0.15,0.79,0.15,0.63,0.31,1.42,0,0,0,1.58,0,2.05,1.58,0.15,0.47,0,0,0,0,0,0,0.15,0,0,0,0,0.15,0,0,0,0,0.08,0,1.3,0.13,0,5.24,97,650,Yes
839,0,0,0,0,0,0,0.91,0,0,0,0,0.91,0,0,0.91,0,1.83,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.46,0,0,2.84,10,54,Yes
841,0,0,0.32,0,0.64,0.64,0.64,0.32,0,0,0,0.32,0.32,0,0.32,0.32,0.32,2.27,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.17,0,0,0.17,0,1.69,19,157,Yes
842,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.43,0,0,0,0.22,1.72,3.53,13,60,Yes
843,0.1,0,0.1,0,0.4,0.1,0.1,0,0.2,0.2,0.4,0.5,0,0.6,0.91,0.2,0,1.72,4.26,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.34,0.16,0,6.76,494,1426,Yes
844,0,0,0,0,0.09,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0,0,24.38,135,3315,Yes
846,0.59,0,0,0,0,0,1.18,0.59,0.59,1.18,0,1.18,0,0,0,2.95,0,4.14,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,6.28,46,182,Yes
848,0.06,0.65,0.71,0,0.39,0.65,0.52,0.19,1.04,0.52,0.06,0.39,0.32,0,0.13,0.06,1.1,1.3,0,0.52,0.19,0,0,0,0,0,0,0.06,0,0,0,0,0,0.06,0,0,0,0.09,0,0.29,0.11,0,4.74,117,1342,Yes
849,1.23,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,2,19,106,Yes
850,0,1.5,1.5,0,0.75,0,0,0,0.75,3.75,0,2.25,0,0,0,1.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,1.22,0,107.4,412,537,Yes
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.44,0,0.44,0.66,0,4.07,17,61,Yes
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,1.02,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,1.79,7,59,Yes
857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,1.79,7,59,Yes
859,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,5,35,Yes
861,0.1,0,0.41,0,0.1,0.1,0.1,0.52,0.1,0,0,0.62,0,0.2,0,0.1,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.02,0.06,0,1.92,29,339,Yes
864,0,0,1.11,0,1.11,0,0.74,0,0,0,0.74,0.37,0,0,0,0.37,0,3.35,2.98,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.55,0,1.58,7,79,Yes
865,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0.24,0.24,1.88,6.27,41,94,Yes
866,0,0.37,1.11,0,0.37,0,0,0,0,0.74,0.37,0.74,0,0,3.34,0,0,0.74,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.88,0.18,0.06,5.99,58,425,Yes
867,0,0.37,1.11,0,0.37,0,0,0,0,0.74,0.37,0.74,0,0,3.34,0,0,0.74,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.88,0.18,0.06,5.99,58,425,Yes
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,2.67,11,24,Yes
870,0.17,0,0.17,0.17,1.43,0.34,0.05,0.05,0.05,0.05,0.05,0.51,0.28,0.05,0,0.69,0.05,4.2,0.23,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.02,0.16,0.03,2.09,51,536,Yes
871,0,0,0,0,1.46,0,0.83,0,0.2,1.04,0,0.41,0,0,0,0,1.46,1.04,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.18,0.4,0.11,0.18,0.15,0,3.79,26,364,Yes
872,0,0.37,0,0,0.37,0.37,0.37,0.74,0.37,0.37,0,0.74,0.37,0,0.37,1.49,0,3.73,2.61,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.37,0,0,0,0,0,0,1.2,0.51,0,3.34,64,267,Yes
874,0,0.19,0.57,0,0.09,0.28,0.09,0.09,0.38,0.19,0,0.57,0.57,0,0.19,0,0,2.01,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.23,0,0.09,0.12,0,2.41,50,368,Yes
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,1.67,5,15,Yes
880,0.47,0.94,0.94,0,0.47,0,0,0.47,0,1.88,0,2.35,0,0.47,0.47,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.69,0.17,0.08,57.23,636,744,Yes
883,0,0,1.28,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5.18,25,57,Yes
889,0.34,0,1.7,0,1.02,0,0,0,0.68,1.02,0,0,0,0,0,0,0,0.34,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.11,0,667,1333,1334,Yes
891,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.57,0,0,2.9,28,87,Yes
893,0,0,0,0,0.73,0,0,0,0,0,0,0.36,1.1,0,0.36,0,0,3.69,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.24,0.06,0,2.93,29,211,Yes
894,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.18,0.27,0.05,0,0,0,2,14,178,Yes
895,0.41,0.41,0.41,0,0.13,0.1,0.03,0.06,0.52,0.94,0.27,0.76,0.45,1.15,0.24,0.41,0.03,2.99,0,0.34,0.59,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0.08,0,0.43,0.57,0.11,5.76,131,2224,Yes
896,0.31,0,0,0,0.94,0,0,0,0,0,0.31,0,0,0,0.31,0,0.31,3.76,0.31,0,0.62,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.06,0,0.06,0.11,0,2.36,32,125,Yes
897,0,0,1.13,0,1.13,0.56,0.56,0,0,0.56,0,1.13,0,0,3.97,0,0,2.84,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.77,0,0,11.69,296,409,Yes
901,0,0,1.31,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,1.31,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,4.5,25,54,Yes
902,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.35,0,1.43,6,33,Yes
906,0,0,0.76,0,0.76,0,0.5,0.5,0,1.01,0,0.25,1.52,0,0,0,1.52,2.03,0,0.76,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.08,0,0.43,0.43,0,2.44,19,249,Yes
908,0.31,0,0.63,1.91,0.21,0,0,0,0.42,0.1,0,0.31,0,0,0.53,0,0,1.7,0,0,0.21,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.17,0,0.36,0.19,0.08,2.85,75,447,Yes
911,0.51,0.43,0.29,0,0.14,0.03,0,0.18,0.54,0.62,0.29,0.65,0.65,1.2,0.21,0.43,0.03,3,0,0.51,0.54,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0.08,0,0.45,0.52,0.14,6.59,739,2333,Yes
915,0,0,0,0,0,0.54,1.63,0,0,0,0.54,0.54,0,0,0.54,2.73,0.54,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,2.59,32,70,Yes
916,0,0,0,0,0,0.65,0,1.3,0.65,0.65,0,0,0,0,0.65,2.61,0.65,1.3,3.26,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,1.15,0.52,0,3.89,78,249,Yes
917,2.35,0,0,0,0,0,2.35,0,2.35,0,0,1.17,0,0,1.17,0,0,2.35,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.34,0,4.58,17,119,Yes
918,0,0,0.32,0,0.65,0.65,0.32,0.32,0,0,0,0.32,0.32,0,0.32,0.32,0,2.28,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.11,0,0,0.17,0,1.49,10,139,Yes
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.09,0,0.17,0.17,0.44,9.19,126,937,Yes
920,0,0,0.24,0,0.49,0,0,0.24,0,0.24,0.24,0.49,0,0,0.99,0.24,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,2.87,44,175,Yes
921,0,0,0.32,0,0.64,0.64,0.32,0.64,0,0,0,0.32,0.32,0,0.32,0.32,0,2.27,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.11,0,0,0.17,0,1.49,10,139,Yes
