Customer,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn
396,61,1,1,2.70,2,252.4,106,86.0,9.39,10.0,No
397,52,0,0,0.00,0,251.4,118,60.0,9.83,11.0,Yes
398,105,1,1,2.24,4,109.6,108,62.4,12.47,8.3,Yes
399,180,1,0,0.00,3,224.9,105,60.0,12.50,6.7,Yes
400,166,0,0,0.00,0,47.7,89,31.0,13.22,13.2,Yes
401,92,0,0,0.00,3,252.3,120,61.0,10.35,12.0,Yes
402,123,1,0,0.00,3,206.9,85,56.0,12.24,7.7,No
403,85,1,0,0.00,2,236.9,93,58.0,9.89,11.4,Yes
404,131,0,0,0.34,3,122.3,83,34.4,5.94,13.7,Yes
405,188,0,1,3.89,1,198.8,115,86.9,8.33,14.4,Yes
406,35,1,1,1.35,2,181.2,76,59.5,8.88,5.0,No
407,138,0,1,2.89,3,211.2,117,91.9,15.63,10.7,Yes
408,162,1,1,3.32,0,184.5,139,80.2,9.16,12.3,No
409,91,1,1,2.46,1,216.6,101,76.6,8.66,9.1,No
410,30,1,1,1.78,0,217.4,74,73.8,10.69,6.6,No
411,93,0,1,3.78,1,225.7,117,86.8,5.98,14.0,Yes
412,111,1,1,1.92,1,127.1,94,61.2,11.42,7.1,No
413,105,1,0,0.30,1,146.4,81,48.0,11.26,8.5,No
414,145,0,1,3.00,1,175.3,107,73.0,7.67,11.1,No
415,111,1,1,3.27,1,193.1,104,75.7,5.58,12.1,No
416,128,0,1,2.54,2,223.5,81,80.4,9.44,9.4,Yes
417,70,1,1,2.54,3,143.4,72,64.4,8.50,9.4,No
418,1,1,0,0.00,1,144.8,107,35.0,5.63,13.8,No
419,122,1,0,0.00,2,119.3,93,40.0,11.20,8.7,No
420,120,1,0,0.00,1,131.7,99,37.0,8.16,10.7,No
421,114,1,0,0.12,1,203.8,85,44.2,4.39,11.7,No
422,32,1,1,2.43,1,243.5,137,86.3,11.84,9.0,No
423,99,1,0,0.00,7,115.5,75,39.0,10.91,11.5,Yes
424,40,1,1,2.03,1,224.7,69,70.3,6.73,7.5,Yes
425,105,1,0,0.00,2,273.8,97,72.0,14.49,5.8,Yes
426,53,1,0,0.00,9,228.6,117,51.0,6.64,10.1,Yes
427,120,0,0,0.00,1,179.9,72,46.0,8.50,13.8,Yes
428,71,0,0,0.00,4,186.1,114,49.0,9.93,13.8,Yes
429,161,1,0,0.00,2,322.3,100,75.0,11.52,7.8,Yes
430,134,1,0,0.00,2,7.8,86,16.0,8.57,12.9,No
431,122,1,0,0.00,1,231.2,141,63.0,13.39,8.8,Yes
432,144,1,1,2.70,1,283.9,98,92.0,9.60,10.0,No
433,98,1,1,2.16,6,168.0,81,64.6,8.16,8.0,Yes
434,76,1,0,0.00,0,299.5,125,71.0,11.34,13.7,Yes
435,125,1,0,0.00,0,163.8,73,50.0,12.78,15.7,No
436,69,0,0,0.00,2,279.8,90,69.0,12.44,8.4,Yes
437,112,1,1,3.11,1,198.8,122,86.1,11.93,11.5,No
438,139,0,1,3.62,1,203.5,82,88.2,10.02,13.4,Yes
439,142,1,1,2.92,1,154.0,75,70.2,8.29,10.8,No
440,93,1,0,0.23,2,176.1,103,49.3,9.99,8.5,No
441,123,1,1,4.16,1,270.4,99,108.6,12.26,15.4,No
442,30,1,0,0.00,0,227.4,88,55.0,9.13,12.5,No
443,110,1,0,0.29,2,149.8,112,43.9,9.00,11.7,No
444,72,1,0,0.00,4,287.4,116,69.0,11.77,5.0,Yes
445,82,1,0,0.00,0,329.8,73,74.0,10.42,10.6,Yes
446,87,1,0,0.00,1,186.9,79,48.0,9.13,4.2,No
447,57,1,0,0.00,0,221.1,101,58.0,11.84,9.5,No
448,66,1,0,0.00,1,207.7,85,53.0,9.84,6.8,No
449,44,0,0,0.00,1,62.3,92,34.0,13.75,10.8,No
450,49,0,0,0.26,2,237.8,92,61.6,10.45,15.6,Yes
451,54,0,0,0.00,3,236.3,91,54.0,7.64,11.2,No
452,92,1,1,2.75,0,141.6,95,69.5,10.40,10.2,No
453,27,1,0,0.00,1,72.7,75,31.0,10.43,9.9,No
454,119,1,0,0.00,1,260.1,101,67.0,12.83,10.0,Yes
455,50,1,0,0.00,1,183.6,107,37.0,2.93,8.7,No
456,133,0,0,0.00,0,254.7,103,65.0,12.61,8.0,Yes
457,130,1,0,0.00,1,150.4,119,46.0,11.53,12.3,No
458,73,1,0,0.00,3,198.3,94,58.0,13.97,14.8,No
459,243,1,0,0.00,2,95.5,92,31.0,8.19,6.6,No
460,27,1,0,0.00,1,227.4,67,60.0,12.40,7.8,No
461,62,1,0,0.00,4,321.1,105,78.0,13.28,11.5,Yes
462,85,1,1,2.57,2,229.6,123,76.7,6.62,9.5,No
463,36,1,1,2.46,1,152.8,110,71.6,12.14,9.1,No
464,138,0,0,0.00,0,196.2,129,49.0,8.83,15.2,Yes
465,60,1,0,0.00,2,98.2,88,33.0,9.03,9.3,No
466,65,1,0,0.00,4,245.7,139,63.0,12.10,4.2,Yes
467,97,1,0,0.27,3,144.2,91,46.7,11.34,13.8,No
468,70,1,0,0.27,0,7.9,100,15.7,6.82,12.1,No
469,86,1,1,3.05,0,145.7,88,72.5,9.55,11.3,No
470,121,1,0,0.00,3,255.1,93,67.0,13.35,8.8,Yes
471,133,1,0,0.00,2,295.0,141,70.0,11.18,12.9,Yes
472,82,1,0,0.21,0,300.3,109,69.1,9.05,11.7,Yes
473,113,1,0,0.00,1,193.8,99,52.0,11.07,10.6,No
474,167,1,0,0.00,4,131.6,120,41.0,10.57,11.1,Yes
475,164,1,0,0.00,3,192.1,95,54.0,12.49,7.3,No
476,163,1,1,2.38,1,224.0,126,81.8,11.68,8.8,No
477,154,0,0,0.36,0,145.9,69,46.6,10.41,14.4,Yes
478,134,1,0,0.00,1,242.4,126,55.0,7.65,11.8,No
479,58,1,0,0.00,2,247.2,116,68.0,15.19,9.3,Yes
480,107,1,0,0.00,0,133.8,85,39.0,9.03,8.9,No
481,108,1,0,0.33,3,193.3,126,50.3,7.74,9.4,No
482,149,1,0,0.00,0,237.6,79,57.0,9.62,9.1,No
